Name	ID	Label	Len	S	SW	p	q	d	sp	sq	sd	Pmax	a	b	c	d	
wt	_seg_2_:6	_none_	68	0	+0.245	0	1	0	0	1	0	+196.442	-0.929	-0.001	+0.533	+2.556	
wt	8	_none_	181	2	+0.018	2	1	0	0	1	2	+216.086	-0.013	-0.001	+1.127	+64.115	
wt	_seg_0_:8	_none_	96	0	+0.018	0	1	0	0	1	2	+213.419	+0.028	-0.001	+2.116	-40.128	
wt	_seg_1_:8	_none_	76	0	+0.018	1	0	0	0	1	0	+214.371	+0.039	-0.001	+0.986	+7.326	
wt	9	normal;	179	2	+0.000	1	3	0	0	1	2	+140.316	+5.169	+0.076	+0.318	+16.768	
wt	_seg_0_:9	normal;	64	0	+0.000	0	2	0	0	1	1	+137.198	-0.276	+0.025	+14.286	+24.497	
wt	_seg_1_:9	normal;	104	0	+0.000	1	1	0	0	1	1	+132.298	+0.026	-0.001	+1.039	-49.910	
wt	12	normal;	173	2	+0.490	2	2	0	0	1	2	+168.818	-0.010	-0.001	+0.997	+25.807	
wt	_seg_0_:12	normal;	124	0	+0.490	2	2	0	0	1	2	+138.944	-0.025	-0.001	+0.881	+28.619	
wt	_seg_1_:12	normal;	40	0	+0.490	1	0	0	0	1	0	+171.497	-9.115	-0.005	+0.614	+1.338	
wt	16	_none_	181	2	+0.016	3	1	0	0	1	2	+245.553	+0.007	-0.001	+1.350	-157.645	
wt	_seg_0_:16	_none_	36	0	+0.016	0	0	0	0	1	1	+270.108	-0.070	-0.001	+1.391	+9.149	
wt	_seg_1_:16	_none_	136	0	+0.016	0	2	0	0	1	1	+168.818	-0.014	-0.001	+0.752	+45.903	
wt	17	_none_	181	2	+0.000	0	2	0	0	1	1	+220.496	+0.000	-0.001	+0.603	-484.605	
wt	_seg_0_:17	_none_	116	0	+0.000	0	2	0	0	1	1	+138.517	-0.040	-0.001	+5.792	+86.723	
wt	_seg_1_:17	_none_	56	0	+0.000	0	1	0	0	1	0	+225.090	+0.111	-0.001	+3.756	-16.133	
wt	18	_none_	181	3	+0.739	0	3	0	0	1	2	+161.259	+0.008	-0.001	+1.816	-99.805	
wt	_seg_0_:18	_none_	36	0	+0.739	0	1	0	0	1	1	+135.054	+11.924	+0.073	+0.715	+5.871	
wt	_seg_1_:18	_none_	96	0	+0.739	0	2	0	0	1	1	+160.064	-0.004	-0.001	+1.828	+295.843	
wt	_seg_2_:18	_none_	36	0	+0.739	0	0	0	0	1	1	+216.086	-0.867	-0.001	+0.795	+4.419	
wt	20	_none_	181	2	+0.179	0	2	0	0	1	2	+163.702	+0.017	-0.001	+2.722	-74.028	
wt	_seg_0_:20	_none_	92	0	+0.179	0	2	0	0	1	2	+164.637	+0.001	-0.001	+0.999	+12.370	
wt	_seg_1_:20	_none_	80	0	+0.179	0	1	0	0	1	1	+171.497	-1.689	+0.082	+0.431	+5.366	
wt	21	_none_	181	1	+0.010	0	2	0	0	1	1	+163.702	+0.008	-0.001	+3.236	-215.819	
wt	_seg_0_:21	_none_	176	0	+0.010	2	1	0	0	1	1	+245.553	+0.015	-0.001	+3.992	-127.631	
wt	22	normal;	181	3	+0.221	3	1	0	0	1	2	+263.520	+0.009	-0.001	+1.042	-50.118	
wt	_seg_0_:22	normal;	36	0	+0.221	0	0	0	0	1	1	+154.347	+0.131	-0.001	+5.821	-13.392	
wt	_seg_1_:22	normal;	36	0	+0.221	0	0	0	0	1	1	+180.072	+8.237	+0.130	+8.365	+0.740	
wt	_seg_2_:22	normal;	96	0	+0.221	2	2	0	0	1	1	+261.923	+0.036	-0.001	+3.101	-44.788	
wt	24	_none_	181	3	+0.752	2	1	0	0	1	1	+308.695	+0.005	-0.001	+0.900	+14.178	
wt	_seg_0_:24	_none_	64	0	+0.752	2	2	0	0	1	1	+295.503	+0.354	-0.001	+0.427	+15.344	
wt	_seg_1_:24	_none_	60	0	+0.752	2	0	0	0	1	0	+400.160	-0.050	-0.001	+1.348	+21.811	
wt	_seg_2_:24	_none_	44	0	+0.752	2	1	0	0	1	0	+337.635	-0.010	-0.001	+1.056	+2.566	
