Name	ID	Label	Len	S	SW	p	q	d	sp	sq	sd	Pmax	a	b	c	d	
wt	_seg_1_:30	normal;ascus;	100	0	+0.000	0	0	0	0	1	1	+162.227	-0.031	-0.002	+2.763	+126.983	
wt	3	_none_	181	3	+0.010	1	0	0	0	1	0	+135.054	+0.122	-0.001	+0.505	+43.877	
wt	_seg_0_:3	_none_	56	0	+0.010	0	0	0	0	1	1	+138.517	+0.902	-0.001	+0.514	+10.024	
wt	_seg_1_:3	_none_	48	0	+0.010	0	0	0	0	1	1	+576.230	+0.251	+0.003	+12.090	-9.520	
wt	_seg_2_:3	_none_	64	0	+0.010	1	0	0	0	1	0	+167.023	-0.059	-0.001	+0.848	+9.663	
wt	4	_none_	181	3	+0.011	1	0	0	0	1	1	+150.060	+0.015	-0.001	+1.384	-34.715	
wt	_seg_0_:4	_none_	52	0	+0.011	1	0	0	0	1	1	+147.332	+0.055	-0.001	+1.030	+0.734	
wt	_seg_1_:4	_none_	64	0	+0.011	0	0	0	0	1	1	+147.751	+0.020	-0.001	+0.841	+2.444	
wt	_seg_2_:4	_none_	52	0	+0.011	1	0	0	0	1	0	+190.665	+0.030	-0.001	+3.662	-67.311	
wt	11	_none_	181	3	+0.107	1	3	0	0	1	1	+211.849	+0.006	-0.001	+0.856	-4.874	
wt	_seg_0_:11	_none_	36	0	+0.107	1	0	0	0	1	0	+120.048	-0.083	-0.001	+1.804	+16.495	
wt	_seg_1_:11	_none_	76	0	+0.107	1	0	0	0	1	0	+195.730	+0.016	-0.001	+0.883	+9.505	
wt	_seg_2_:11	_none_	56	0	+0.107	2	0	0	0	1	1	+211.849	+0.039	-0.001	+0.941	+5.224	
wt	12	_none_	181	1	+0.003	1	1	0	0	1	1	+128.623	+0.012	-0.001	+0.921	-26.157	
wt	_seg_0_:12	_none_	176	0	+0.003	2	2	0	0	1	1	+128.623	+0.015	-0.001	+0.932	-18.043	
wt	13	_none_	181	3	+0.311	2	1	0	0	1	1	+292.009	-0.001	-0.001	+0.799	+66.055	
wt	_seg_0_:13	_none_	96	0	+0.311	0	2	0	0	1	1	+288.115	-0.020	-0.001	+1.099	+22.431	
wt	_seg_1_:13	_none_	36	0	+0.311	0	1	0	0	1	1	+308.695	+0.007	-0.001	+0.870	+4.283	
wt	_seg_2_:13	_none_	36	0	+0.311	3	0	0	0	1	1	+270.108	-9.739	-0.001	+0.436	+1.357	
wt	15	_none_	181	3	+0.511	1	3	0	0	1	1	+203.855	-0.003	-0.001	+0.771	-7.405	
wt	_seg_0_:15	_none_	36	0	+0.511	0	2	0	0	1	1	+180.072	+0.162	-0.001	+1.865	-4.777	
wt	_seg_1_:15	_none_	40	0	+0.511	0	1	0	0	1	1	+218.269	+0.029	-0.001	+0.896	-6.113	
wt	_seg_2_:15	_none_	92	0	+0.511	1	3	0	0	1	1	+147.751	+0.048	-0.001	+0.949	+16.452	
wt	16	normal;	181	1	+0.115	0	1	0	0	1	1	+154.347	+0.021	-0.000	+3.793	-84.030	
wt	_seg_0_:16	normal;	176	0	+0.115	2	2	0	0	1	1	+154.347	+0.022	-0.000	+3.749	-77.117	
wt	20	_none_	181	1	+0.001	2	1	0	0	1	1	+372.563	-0.007	-0.001	+0.721	+74.789	
wt	_seg_0_:20	_none_	176	0	+0.001	0	2	0	0	1	1	+372.563	-0.104	-0.001	+0.344	-1.177	
wt	22	_none_	181	2	+0.000	0	3	0	0	1	1	+186.281	-0.028	-0.001	+1.667	+70.479	
wt	_seg_0_:22	_none_	68	0	+0.000	2	0	0	0	1	1	+308.695	+0.016	-0.001	+0.778	-10.331	
wt	_seg_1_:22	_none_	104	0	+0.000	1	0	0	0	1	0	+180.072	-0.029	-0.001	+2.737	+78.937	
wt	23	normal;	181	3	+0.003	1	3	0	0	1	1	+240.096	-0.007	-0.001	+0.747	+63.409	
wt	_seg_0_:23	normal;	36	0	+0.003	2	0	0	0	1	1	+216.086	+1.947	-0.001	+0.599	+7.149	
wt	_seg_1_:23	normal;	36	0	+0.003	0	1	0	0	1	1	+120.048	+0.262	+0.000	+9.342	-8.220	
wt	_seg_2_:23	normal;	96	0	+0.003	0	2	0	0	1	1	+240.096	-0.024	-0.001	+1.510	+66.951	
wt	24	_none_	178	1	+0.035	1	1	0	0	1	1	+211.849	+0.014	-0.000	+2.338	-94.454	
wt	_seg_0_:24	_none_	172	0	+0.035	2	1	0	0	1	1	+133.387	+0.018	-0.001	+1.876	-59.980	
wt	25	_none_	181	2	+0.674	2	0	0	0	1	1	+216.086	+0.013	-0.001	+1.656	-49.574	
wt	_seg_0_:25	_none_	36	0	+0.674	1	0	0	0	1	1	+166.220	+0.027	-0.001	+1.299	-0.197	
wt	_seg_1_:25	_none_	136	0	+0.674	0	2	0	0	1	1	+213.243	+0.009	-0.001	+0.915	+15.473	
wt	26	_none_	170	1	+0.010	1	3	0	0	1	1	+124.188	-0.049	-0.001	+0.480	+9.420	
wt	_seg_0_:26	_none_	164	0	+0.010	3	3	0	0	1	1	+124.188	-0.024	-0.001	+2.435	+101.930	
wt	29	_none_	181	2	+0.610	0	1	0	0	1	1	+186.281	-0.014	-0.001	+3.293	+159.167	
wt	_seg_0_:29	_none_	136	0	+0.610	0	1	0	0	1	1	+135.054	-0.008	-0.001	+1.003	-6.595	
wt	_seg_1_:29	_none_	36	0	+0.610	0	1	0	0	1	1	+180.072	-0.036	-0.001	+0.963	+5.230	
wt	32	_none_	181	3	+0.168	0	2	0	0	1	1	+300.120	-0.003	-0.001	+1.076	+11.973	
wt	_seg_0_:32	_none_	56	0	+0.168	0	0	0	0	1	1	+171.497	+0.003	-0.001	+0.909	+6.513	
wt	_seg_1_:32	_none_	48	0	+0.168	0	2	0	0	1	1	+320.128	-0.076	-0.001	+2.250	+25.001	
wt	_seg_2_:32	_none_	64	0	+0.168	2	0	0	0	1	1	+256.102	+0.023	-0.001	+1.006	+5.443	
wt	34	_none_	181	2	+0.270	0	2	0	0	1	1	+257.246	-0.013	-0.001	+1.451	+100.302	
wt	_seg_0_:34	_none_	64	0	+0.270	0	0	0	0	1	1	+295.503	+0.047	-0.001	+2.561	-18.108	
wt	_seg_1_:34	_none_	108	0	+0.270	0	2	0	0	1	1	+259.304	+0.008	-0.001	+0.831	+28.783	
wt	37	_none_	181	2	+0.195	0	3	0	0	1	1	+251.263	-0.010	-0.001	+0.984	+28.380	
wt	_seg_0_:37	_none_	132	0	+0.195	0	2	0	0	1	1	+245.553	+0.009	-0.001	+0.862	+22.894	
wt	_seg_1_:37	_none_	40	0	+0.195	0	1	0	0	1	0	+266.773	+0.338	-0.001	+1.483	+2.645	
wt	38	normal;	181	2	+0.033	0	1	0	0	1	1	+183.124	+0.011	-0.001	+0.934	-13.149	
wt	_seg_0_:38	normal;	116	0	+0.033	0	1	0	0	1	1	+184.689	-0.016	-0.001	+1.888	+95.330	
wt	_seg_1_:38	normal;	56	0	+0.033	1	0	0	0	1	0	+211.849	-1.034	-0.001	+0.467	+1.611	
wt	40	normal;	181	2	+0.145	2	1	0	0	1	2	+136.764	-0.007	-0.001	+1.349	+115.861	
wt	_seg_0_:40	normal;	136	0	+0.145	0	3	0	0	1	2	+192.934	+0.011	-0.001	+0.892	+7.842	
wt	_seg_1_:40	normal;	36	0	+0.145	0	0	0	0	1	1	+135.054	+9.978	-0.001	+0.472	+7.642	
wt	42	_none_	181	3	+0.469	1	2	0	0	1	0	+216.086	+0.005	-0.001	+0.859	+5.479	
wt	_seg_0_:42	_none_	84	0	+0.469	0	1	0	0	1	0	+245.553	+0.001	-0.001	+0.895	+0.274	
wt	_seg_1_:42	_none_	40	0	+0.469	0	2	0	0	1	0	+266.773	+0.040	-0.001	+0.866	+4.666	
wt	_seg_2_:42	_none_	44	0	+0.469	0	1	0	0	1	0	+225.090	+10.903	-0.001	+0.651	+9.652	
wt	47	normal;	171	3	+0.003	3	1	0	0	1	1	+135.054	-0.011	-0.001	+1.571	+122.893	
wt	_seg_0_:47	normal;	36	0	+0.003	0	1	0	0	1	1	+135.054	+0.008	-0.001	+0.645	-6.446	
wt	_seg_1_:47	normal;	60	0	+0.003	0	0	0	0	1	1	+133.387	+0.529	-0.001	+0.532	+9.257	
wt	_seg_2_:47	normal;	60	0	+0.003	1	0	0	0	1	0	+225.090	+0.026	-0.001	+1.033	+12.970	
wt	3	normal;	181	3	+0.000	2	2	0	0	1	1	+156.584	+0.045	+0.001	+5.680	-49.997	
wt	_seg_0_:3	normal;	60	0	+0.000	0	2	0	0	1	2	+156.584	+0.553	-0.001	+0.609	+14.278	
wt	_seg_1_:3	normal;	44	0	+0.000	0	1	0	0	1	1	+128.623	-0.525	-0.001	+0.461	+0.140	
wt	_seg_2_:3	normal;	64	0	+0.000	1	0	0	0	1	0	+274.395	+0.376	-0.001	+0.426	+14.034	
wt	4	normal;	181	2	+0.000	3	3	0	0	1	1	+150.060	+0.047	+0.001	+6.048	-48.846	
wt	_seg_0_:4	normal;	56	0	+0.000	1	1	0	0	1	2	+171.497	-0.041	-0.001	+2.450	+42.919	
wt	_seg_1_:4	normal;	116	0	+0.000	0	2	0	0	1	1	+163.702	+0.242	-0.001	+0.521	+29.074	
wt	8	normal;	181	3	+0.000	2	5	0	0	1	1	+133.387	+0.067	+0.019	+12.087	-48.577	
wt	_seg_0_:8	normal;	40	0	+0.000	1	0	0	0	1	1	+133.387	+0.025	-0.001	+1.253	-3.885	
wt	_seg_1_:8	normal;	60	0	+0.000	0	1	0	0	1	1	+133.387	-0.047	-0.001	+3.568	+47.152	
wt	_seg_2_:8	normal;	68	0	+0.000	0	0	0	0	1	1	+149.025	-0.044	-0.001	+1.981	+34.681	
wt	13	normal;	179	1	+0.025	4	3	0	0	1	1	+245.553	+0.024	-0.001	+0.858	+2.873	
wt	_seg_0_:13	normal;	172	0	+0.025	2	1	0	0	1	2	+245.553	+0.015	-0.001	+1.005	+9.294	
wt	15	normal;	181	2	+0.001	2	2	0	0	1	1	+211.849	+0.019	-0.001	+0.844	-0.811	
wt	_seg_0_:15	normal;	124	0	+0.001	0	2	0	0	1	2	+214.371	-0.016	-0.001	+2.550	+119.608	
wt	_seg_1_:15	normal;	48	0	+0.001	0	1	0	0	1	1	+144.058	-0.032	-0.001	+0.644	-0.213	
wt	17	normal;normal;ascus;	178	2	+0.000	2	3	0	0	1	1	+133.387	+0.063	+0.007	+6.995	-37.755	
wt	_seg_0_:17	normal;normal;ascus;	44	0	+0.000	0	0	0	0	1	1	+135.054	+0.096	-0.001	+3.311	-12.963	
wt	_seg_1_:17	normal;normal;ascus;	124	0	+0.000	0	1	0	0	1	1	+197.447	+0.037	-0.000	+2.653	-40.999	
wt	19	normal;	181	2	+0.000	2	2	0	0	1	1	+158.887	+0.032	+0.001	+2.812	-53.319	
wt	_seg_0_:19	normal;	56	0	+0.000	2	2	0	0	1	1	+156.584	-0.018	-0.001	+0.840	+3.481	
wt	_seg_1_:19	normal;	116	0	+0.000	0	1	0	0	1	1	+146.998	-0.884	-0.001	+0.466	+1.116	
wt	24	normal;	181	3	+0.000	3	3	0	0	1	1	+240.096	+0.032	-0.001	+0.846	-0.346	
wt	_seg_0_:24	normal;	36	0	+0.000	0	0	0	0	1	1	+120.048	+0.680	-0.001	+0.396	+8.826	
wt	_seg_1_:24	normal;	48	0	+0.000	0	1	0	0	1	1	+144.058	+0.095	-0.001	+1.454	-0.576	
wt	_seg_2_:24	normal;	84	0	+0.000	0	1	0	0	1	1	+120.048	-0.349	-0.001	+0.416	+2.976	
wt	9	_none_	181	2	+0.000	1	2	0	0	1	1	+10804.322	+0.076	+0.008	+9.859	-30.545	
wt	_seg_0_:9	_none_	48	0	+0.000	0	0	0	0	1	1	+144.058	+0.515	-0.001	+0.545	+10.456	
wt	_seg_1_:9	_none_	124	0	+0.000	0	1	0	0	1	1	+144.288	-0.021	-0.001	+1.326	+67.669	
wt	15	normal;	181	2	+0.000	1	2	0	0	1	1	+122.776	+0.053	+0.007	+12.151	-53.904	
wt	_seg_0_:15	normal;	44	0	+0.000	1	1	0	0	1	1	+122.776	+0.089	-0.001	+3.345	-14.420	
wt	_seg_1_:15	normal;	128	0	+0.000	1	1	0	0	1	1	+121.954	+0.031	-0.001	+1.005	+23.213	
wt	18	normal;	179	2	+0.051	1	1	0	0	1	1	+10804.322	+0.025	-0.000	+4.469	-78.653	
wt	_seg_0_:18	normal;	40	0	+0.051	0	0	0	0	1	1	+2400.960	+0.406	-0.001	+0.621	+28.762	
wt	_seg_1_:18	normal;	128	0	+0.051	1	1	0	0	1	1	+264.934	+0.008	-0.001	+0.768	-31.732	
wt	21	normal;	177	2	+0.000	2	2	0	0	1	1	+131.760	+0.058	+0.015	+15.163	-51.447	
wt	_seg_0_:21	normal;	44	0	+0.000	0	0	0	0	1	1	+135.054	+0.076	-0.001	+2.553	-15.740	
wt	_seg_1_:21	normal;	124	0	+0.000	1	1	0	0	1	1	+163.109	+0.020	-0.001	+0.898	+3.655	
wt	22	ascus;normal;	176	3	+0.001	3	1	0	0	1	1	+300.120	+0.147	-0.001	+0.647	+18.971	
wt	_seg_0_:22	ascus;normal;	60	0	+0.001	2	1	0	0	1	1	+360.144	+0.175	-0.001	+0.594	+17.374	
wt	_seg_1_:22	ascus;normal;	44	0	+0.001	2	1	0	0	1	0	+270.108	+1.992	-0.001	+0.586	+8.638	
wt	_seg_2_:22	ascus;normal;	56	0	+0.001	1	0	0	0	1	0	+327.404	+0.020	-0.001	+0.588	+13.001	
wt	24	normal;	187	2	+0.000	5	1	0	0	1	1	+182.930	+1.148	+0.009	+10.574	-0.984	
wt	_seg_0_:24	normal;	36	0	+0.000	0	0	0	0	1	1	+180.072	+0.487	-0.002	+8.224	-3.408	
wt	_seg_1_:24	normal;	140	0	+0.000	0	1	0	0	1	1	+146.499	+0.079	+0.006	+11.878	-34.265	
wt	3	_none_	181	3	+0.254	1	3	0	0	1	1	+166.220	-0.008	-0.001	+0.929	+57.433	
wt	_seg_0_:3	_none_	64	0	+0.254	2	1	0	0	1	2	+167.023	+0.007	-0.001	+0.701	+2.804	
wt	_seg_1_:3	_none_	60	0	+0.254	0	2	0	0	1	1	+150.060	+0.024	-0.001	+1.701	-13.102	
wt	_seg_2_:3	_none_	44	0	+0.254	0	0	0	0	1	1	+180.072	-0.190	-0.001	+1.195	+9.563	
wt	5	normal;	181	3	+0.049	5	1	0	0	1	1	+121.397	+0.027	-0.001	+0.923	-0.070	
wt	_seg_0_:5	normal;	36	0	+0.049	0	0	0	0	1	1	+166.220	+0.072	-0.001	+1.017	+7.983	
wt	_seg_1_:5	normal;	52	0	+0.049	0	1	0	0	1	1	+120.048	+8.723	-0.001	+0.417	+9.747	
wt	_seg_2_:5	normal;	80	0	+0.049	0	1	0	0	1	1	+120.048	+0.012	-0.001	+1.160	-8.037	
wt	8	normal;	181	2	+0.020	5	0	0	0	1	1	+317.774	+0.025	-0.001	+3.091	-62.389	
wt	_seg_0_:8	normal;	124	0	+0.020	2	2	0	0	1	1	+312.625	-0.023	-0.001	+5.142	+128.077	
wt	_seg_1_:8	normal;	48	0	+0.020	0	1	0	0	1	1	+169.480	+0.090	-0.001	+1.086	+0.843	
wt	11	_none_	181	2	+0.001	2	2	0	0	1	1	+120.048	+0.036	+0.009	+1.455	-18.749	
wt	_seg_0_:11	_none_	36	0	+0.001	0	1	0	0	1	1	+166.220	-8.467	-0.002	+0.581	+1.389	
wt	_seg_1_:11	_none_	136	0	+0.001	2	3	0	0	1	1	+120.944	-0.001	-0.001	+0.975	+26.696	
wt	12	_none_	170	2	+0.002	1	4	0	0	1	1	+317.774	+0.039	+0.001	+8.792	-64.663	
wt	_seg_0_:12	_none_	36	0	+0.002	0	0	0	0	1	1	+216.086	+7.066	+0.000	+0.567	+6.816	
wt	_seg_1_:12	_none_	124	0	+0.002	1	1	0	0	1	1	+133.982	+0.032	-0.001	+0.993	-4.051	
wt	14	normal;	181	3	+0.000	1	3	0	0	1	1	+174.263	+0.031	-0.001	+3.949	-54.529	
wt	_seg_0_:14	normal;	64	0	+0.000	0	0	0	0	1	1	+167.023	+0.423	-0.001	+0.648	+9.592	
wt	_seg_1_:14	normal;	36	0	+0.000	0	1	0	0	1	1	+166.220	+0.013	-0.001	+1.063	-1.370	
wt	_seg_2_:14	normal;	68	0	+0.000	1	1	0	0	1	1	+127.110	-0.014	-0.001	+0.915	+8.490	
wt	15	normal;	180	2	+0.005	2	3	0	0	1	1	+156.584	+0.029	+0.001	+9.190	-88.489	
wt	_seg_0_:15	normal;	36	0	+0.005	1	0	0	0	1	1	+135.054	-0.224	-0.000	+8.291	+19.410	
wt	_seg_1_:15	normal;	132	0	+0.005	1	2	0	0	1	1	+155.832	+0.027	-0.001	+1.192	-18.462	
