Name	ID	Label	Len	S	SW	p	q	d	sp	sq	sd	Pmax	a	b	c	d	
wt	_seg_1_:22	normal;	36	0	+0.032	0	0	0	0	1	0	+144.058	+0.297	-0.001	+0.572	+6.756	
wt	_seg_2_:22	normal;	48	0	+0.032	0	0	0	0	1	0	+169.480	+0.238	+0.003	+7.631	-7.925	
wt	24	_none_	181	3	+0.006	0	0	0	0	1	0	+122.776	+0.324	-0.001	+0.363	+42.572	
wt	_seg_0_:24	_none_	72	0	+0.006	0	0	0	0	1	0	+120.048	-0.022	-0.001	+0.790	+19.862	
wt	_seg_1_:24	_none_	36	0	+0.006	0	0	0	0	1	0	+216.086	-0.095	-0.001	+2.493	+18.557	
wt	_seg_2_:24	_none_	60	0	+0.006	0	0	0	0	1	0	+150.060	+0.058	-0.001	+1.095	-1.896	
wt	25	normal;	180	3	+0.036	0	1	0	0	1	0	+183.124	+0.006	-0.001	+0.712	-28.882	
wt	_seg_0_:25	normal;	60	0	+0.036	1	0	0	0	1	0	+124.188	+0.114	-0.001	+1.100	-3.733	
wt	_seg_1_:25	normal;	36	0	+0.036	0	0	0	0	1	0	+120.048	-0.007	-0.001	+0.929	+4.687	
wt	_seg_2_:25	normal;	68	0	+0.036	1	0	0	0	1	0	+120.048	-0.002	-0.001	+1.162	+303.870	
wt	28	_none_	181	2	+0.087	1	0	0	0	1	0	+120.048	-0.012	-0.001	+0.932	+47.693	
wt	_seg_0_:28	_none_	68	0	+0.087	1	0	0	0	1	0	+166.220	+0.040	-0.001	+1.580	-22.428	
wt	_seg_1_:28	_none_	104	0	+0.087	0	0	0	0	1	0	+180.072	-0.012	-0.001	+0.884	+19.193	
wt	29	normal;	174	2	+0.004	0	1	0	0	1	1	+124.188	-0.064	-0.001	+0.442	+1.308	
wt	_seg_0_:29	normal;	128	0	+0.004	1	2	0	0	1	1	+123.921	-0.570	-0.001	+0.363	+3.448	
wt	_seg_1_:29	normal;	36	0	+0.004	0	0	0	0	1	0	+154.347	+0.310	-0.001	+1.446	+2.855	
wt	32	normal;	181	3	+0.063	0	0	0	0	1	0	+180.072	-0.008	-0.001	+0.909	+25.213	
wt	_seg_0_:32	normal;	36	0	+0.063	0	0	0	0	1	0	+120.048	+8.424	-0.001	+0.605	+6.044	
wt	_seg_1_:32	normal;	68	0	+0.063	0	1	0	0	1	0	+180.072	-3.725	-0.003	+0.367	+2.376	
wt	_seg_2_:32	normal;	64	0	+0.063	0	0	0	0	1	0	+225.973	+0.224	-0.001	+0.712	+12.819	
wt	33	_none_	181	1	+0.371	0	1	0	0	1	1	+158.887	+0.003	-0.001	+0.936	-90.101	
wt	_seg_0_:33	_none_	176	0	+0.371	0	1	0	0	1	1	+158.887	-0.006	-0.001	+1.086	+120.999	
wt	37	normal;	181	3	+0.020	0	0	0	0	1	0	+122.776	-1.611	+0.007	+0.462	+5.370	
