Name	ID	Label	Len	S	SW	p	q	d	sp	sq	sd	Pmax	a	b	c	d	
wt	_seg_1_:6	_none_	48	0	+0.000	0	1	0	0	1	1	+192.077	-4.155	+0.137	+19.169	+11.734	
wt	_seg_2_:6	_none_	56	0	+0.000	4	1	0	0	1	1	+138.517	+10.035	+0.109	+0.841	+3.965	
wt	8	_none_	181	1	+0.000	2	1	0	0	1	1	+152.174	+0.024	-0.001	+1.158	-29.539	
wt	_seg_0_:8	_none_	176	0	+0.000	4	1	0	0	1	1	+152.174	+0.024	-0.001	+3.505	-84.248	
wt	9	normal;	179	2	+0.000	1	1	0	0	1	1	+140.316	+5.015	+0.035	+0.253	+16.785	
wt	_seg_0_:9	normal;	64	0	+0.000	2	0	0	0	1	1	+137.198	-0.306	-0.001	+2.758	+17.403	
wt	_seg_1_:9	normal;	104	0	+0.000	0	1	0	0	1	1	+150.758	+0.083	+0.000	+4.461	-31.529	
wt	12	normal;	173	3	+0.000	2	3	0	0	1	2	+229.879	+0.084	-0.001	+0.486	+25.338	
wt	_seg_0_:12	normal;	60	0	+0.000	0	1	0	0	1	1	+225.090	-0.399	-0.001	+0.467	+1.338	
wt	_seg_1_:12	normal;	36	0	+0.000	2	0	0	0	1	1	+196.442	+3.542	-0.002	+0.459	+7.069	
wt	_seg_2_:12	normal;	64	0	+0.000	0	0	0	0	1	1	+147.751	+0.587	-0.001	+0.440	+8.755	
wt	16	_none_	181	2	+0.000	2	1	0	0	1	1	+211.849	+0.075	-0.001	+0.664	+7.770	
wt	_seg_0_:16	_none_	48	0	+0.000	0	1	0	0	1	1	+144.058	+0.040	-0.001	+0.509	+32.147	
wt	_seg_1_:16	_none_	124	0	+0.000	2	2	0	0	1	1	+166.733	+0.022	-0.001	+0.679	-27.471	
wt	17	_none_	181	3	+0.000	0	2	0	0	1	1	+154.347	+0.005	-0.001	+0.657	-94.034	
wt	_seg_0_:17	_none_	48	0	+0.000	2	1	0	0	1	1	+205.797	-13.920	+0.016	+0.640	+7.388	
wt	_seg_1_:17	_none_	84	0	+0.000	0	1	0	0	1	1	+122.776	-1.635	+0.007	+0.388	+7.698	
wt	_seg_2_:17	_none_	36	0	+0.000	0	1	0	0	1	0	+216.086	+0.050	-0.001	+1.129	-35.889	
wt	18	_none_	181	2	+0.000	0	2	0	0	1	1	+122.776	+0.043	-0.001	+0.979	+1.403	
wt	_seg_0_:18	_none_	60	0	+0.000	0	1	0	0	1	1	+150.060	+0.029	-0.001	+1.681	-37.286	
wt	_seg_1_:18	_none_	112	0	+0.000	0	1	0	0	1	1	+171.497	+0.000	-0.001	+0.817	+24.908	
wt	20	_none_	181	2	+0.000	3	2	0	0	1	1	+152.174	+0.028	-0.001	+1.608	-36.019	
wt	_seg_0_:20	_none_	40	0	+0.000	0	2	0	0	1	1	+218.269	-0.121	-0.001	+0.491	-6.258	
wt	_seg_1_:20	_none_	132	0	+0.000	2	2	0	0	1	1	+165.372	+0.017	-0.001	+0.840	-42.079	
wt	21	_none_	181	1	+0.000	1	1	0	0	1	1	+128.623	+0.035	-0.001	+0.873	-2.515	
wt	_seg_0_:21	_none_	176	0	+0.000	0	3	0	0	1	1	+128.623	+0.039	-0.001	+0.887	-0.592	
wt	22	normal;	181	1	+0.000	2	1	0	0	1	1	+156.584	+0.034	-0.001	+0.893	-10.703	
wt	_seg_0_:22	normal;	176	0	+0.000	1	2	0	0	1	1	+128.623	+0.033	-0.001	+0.894	-12.029	
wt	24	_none_	181	1	+0.003	2	2	0	0	1	1	+292.009	+0.020	-0.001	+0.956	-19.137	
wt	_seg_0_:24	_none_	176	0	+0.003	2	0	0	0	1	0	+292.009	+0.019	-0.001	+2.236	-77.478	
wt	25	normal;	180	2	+0.000	1	2	0	0	1	1	+216.086	+0.036	+0.003	+1.733	-25.486	
wt	_seg_0_:25	normal;	40	0	+0.000	0	1	0	0	1	1	+218.269	-0.001	-0.001	+0.807	-2.444	
wt	_seg_1_:25	normal;	128	0	+0.000	0	1	0	0	1	1	+130.222	+0.022	-0.001	+1.822	-59.683	
wt	28	_none_	181	1	+0.000	0	1	0	0	1	1	+152.174	+0.023	-0.001	+1.040	-29.423	
wt	_seg_0_:28	_none_	176	0	+0.000	0	1	0	0	1	1	+152.174	+0.018	-0.001	+2.059	-87.521	
wt	29	normal;	174	3	+0.000	1	4	0	0	1	1	+136.764	-0.006	-0.001	+0.635	+85.121	
wt	_seg_0_:29	normal;	52	0	+0.000	1	0	0	0	1	0	+140.926	+0.013	-0.001	+0.878	+8.099	
wt	_seg_1_:29	normal;	36	0	+0.000	1	0	0	0	1	1	+120.048	+6.832	+0.011	+0.598	+6.689	
wt	_seg_2_:29	normal;	72	0	+0.000	1	1	0	0	1	1	+166.220	+0.188	-0.001	+0.317	+16.632	
wt	32	normal;	181	1	+0.000	0	2	0	0	1	1	+216.086	+0.023	-0.001	+1.136	-27.356	
wt	_seg_0_:32	normal;	176	0	+0.000	0	2	0	0	1	1	+216.086	+0.020	-0.001	+2.015	-70.210	
wt	33	_none_	181	3	+0.000	1	1	0	0	1	1	+154.347	+0.017	-0.001	+1.179	-50.989	
wt	_seg_0_:33	_none_	56	0	+0.000	0	1	0	0	1	1	+156.584	-0.007	-0.001	+0.685	-7.374	
wt	_seg_1_:33	_none_	44	0	+0.000	0	1	0	0	1	1	+142.162	+1.342	+0.057	+3.752	+0.214	
wt	_seg_2_:33	_none_	68	0	+0.000	2	2	0	0	1	1	+166.220	+0.166	+0.000	+8.854	-14.373	
wt	37	normal;	181	3	+0.000	1	1	0	0	1	1	+168.818	+0.024	-0.001	+2.170	-63.775	
wt	_seg_0_:37	normal;	60	0	+0.000	1	0	0	0	1	0	+144.058	+0.009	-0.001	+0.781	+2.196	
wt	_seg_1_:37	normal;	36	0	+0.000	0	1	0	0	1	1	+127.110	+0.036	-0.001	+1.144	+2.027	
wt	_seg_2_:37	normal;	72	0	+0.000	0	1	0	0	1	1	+166.220	+0.248	-0.001	+0.474	+14.341	
wt	2	_none_	181	3	+0.022	1	1	0	0	1	1	+120.048	+0.004	-0.001	+0.850	-96.844	
wt	_seg_0_:2	_none_	72	0	+0.022	0	1	0	0	1	1	+154.347	+0.411	-0.001	+0.444	+14.148	
wt	_seg_1_:2	_none_	56	0	+0.022	1	1	0	0	1	0	+120.048	+0.048	-0.001	+0.854	-3.318	
wt	_seg_2_:2	_none_	40	0	+0.022	0	1	0	0	1	1	+141.233	-12.631	+0.013	+0.616	+3.405	
wt	3	_none_	181	3	+0.000	1	1	0	0	1	1	+121.397	+0.005	-0.001	+0.916	-120.556	
wt	_seg_0_:3	_none_	80	0	+0.000	0	1	0	0	1	1	+154.901	+0.052	-0.001	+2.186	-24.342	
wt	_seg_1_:3	_none_	52	0	+0.000	0	1	0	0	1	1	+162.065	+0.049	-0.001	+2.554	-25.286	
wt	_seg_2_:3	_none_	36	0	+0.000	0	1	0	0	1	1	+127.110	-0.025	-0.001	+0.811	+19.791	
wt	5	_none_	181	2	+0.000	2	1	0	0	1	1	+135.054	+0.037	-0.001	+1.105	-13.733	
wt	_seg_0_:5	_none_	44	0	+0.000	1	0	0	0	1	1	+128.623	+0.212	-0.001	+0.499	+11.583	
wt	_seg_1_:5	_none_	128	0	+0.000	0	1	0	0	1	1	+202.186	+0.097	-0.001	+0.290	+23.500	
wt	10	normal;ascus;	179	2	+0.000	1	1	0	0	1	1	+240.096	+1.233	+0.026	+0.125	+29.495	
wt	_seg_0_:10	normal;ascus;	44	0	+0.000	1	0	0	0	1	0	+450.180	-11.291	+0.050	+0.527	+6.075	
wt	_seg_1_:10	normal;ascus;	124	0	+0.000	0	1	0	0	1	1	+121.016	-0.000	-0.001	+0.229	+1657.754	
wt	11	_none_	181	2	+0.000	1	4	0	0	1	2	+120.048	+0.139	-0.001	+0.265	+39.712	
wt	_seg_0_:11	_none_	68	0	+0.000	0	1	0	0	1	1	+270.108	-0.013	-0.001	+0.790	-5.882	
wt	_seg_1_:11	_none_	104	0	+0.000	1	1	0	0	1	1	+124.665	+0.117	-0.000	+0.809	-1.014	
wt	12	_none_	181	3	+0.000	1	1	0	0	1	1	+154.347	+0.212	-0.001	+0.226	+35.888	
wt	_seg_0_:12	_none_	76	0	+0.000	0	0	0	0	1	1	+173.146	+0.058	-0.001	+0.768	+2.629	
wt	_seg_1_:12	_none_	48	0	+0.000	0	1	0	0	1	1	+120.048	+0.706	+0.005	+7.636	-1.737	
wt	_seg_2_:12	_none_	44	0	+0.000	2	0	0	0	1	1	+122.776	-0.020	-0.001	+1.103	+1.493	
wt	15	ascus;normal;	176	3	+0.000	0	2	0	0	1	1	+158.887	+0.127	-0.001	+0.546	+9.641	
wt	_seg_0_:15	ascus;normal;	76	0	+0.000	0	1	0	0	1	0	+160.779	+0.129	-0.001	+1.113	-0.438	
wt	_seg_1_:15	ascus;normal;	36	0	+0.000	1	0	0	0	1	0	+432.173	+0.074	-0.001	+2.315	-13.849	
wt	_seg_2_:15	ascus;normal;	48	0	+0.000	0	0	0	0	1	1	+360.144	+1.023	-0.001	+0.655	+9.101	
wt	17	_none_	181	1	+0.000	1	1	0	0	1	1	+200.080	+0.240	-0.001	+0.378	+39.843	
wt	_seg_0_:17	_none_	176	0	+0.000	3	1	0	0	1	1	+200.080	+0.036	-0.001	+0.884	-0.972	
wt	20	_none_	176	3	+0.000	0	2	0	0	1	1	+186.281	+0.002	-0.001	+1.363	-735.299	
wt	_seg_0_:20	_none_	36	0	+0.000	0	1	0	0	1	0	+154.347	-10.938	+0.001	+0.605	+2.356	
wt	_seg_1_:20	_none_	36	0	+0.000	0	1	0	0	1	1	+127.110	+0.023	-0.001	+0.898	+5.719	
wt	_seg_2_:20	_none_	88	0	+0.000	0	2	0	0	1	1	+135.054	+0.133	+0.002	+8.976	-18.946	
wt	21	_none_	178	2	+0.040	0	1	0	0	1	1	+200.080	-0.067	-0.001	+0.478	-8.910	
wt	_seg_0_:21	_none_	52	0	+0.040	0	0	0	0	1	1	+202.581	+0.123	-0.001	+0.966	+0.229	
wt	_seg_1_:21	_none_	116	0	+0.040	0	1	0	0	1	1	+128.623	+0.028	-0.001	+1.080	+3.019	
wt	22	_none_	180	1	+0.000	0	1	0	0	1	1	+120.048	+0.001	-0.001	+0.379	+522.518	
wt	_seg_0_:22	_none_	172	0	+0.000	0	1	0	0	1	1	+120.048	-0.002	-0.001	+0.604	+232.617	
wt	23	ascus;ascus;normal;normal;	181	3	+0.000	1	1	0	0	1	1	+138.517	+0.012	-0.001	+3.570	-212.431	
wt	_seg_0_:23	ascus;ascus;normal;normal;	60	0	+0.000	1	1	0	0	1	1	+150.060	+0.316	-0.001	+0.315	+15.552	
wt	_seg_1_:23	ascus;ascus;normal;normal;	36	0	+0.000	1	0	0	0	1	0	+180.072	-1.019	-0.001	+0.436	+2.252	
