Name	ID	Label	Len	S	SW	p	q	d	sp	sq	sd	Pmax	a	b	c	d	
wt	_seg_0_:2	_none_	40	0	+0.002	0	2	0	0	1	0	+120.048	-0.217	-0.001	+2.468	+11.752	
wt	_seg_1_:2	_none_	132	0	+0.002	0	1	0	0	1	1	+120.944	+0.001	-0.001	+0.547	+212.709	
wt	3	_none_	181	3	+0.323	1	1	0	0	1	1	+120.048	+0.022	-0.001	+1.563	-28.699	
wt	_seg_0_:3	_none_	36	0	+0.323	0	0	0	0	1	1	+127.110	+0.023	-0.001	+0.799	+9.392	
wt	_seg_1_:3	_none_	92	0	+0.323	0	1	0	0	1	1	+120.048	-0.032	-0.001	+0.991	+13.462	
wt	_seg_2_:3	_none_	40	0	+0.323	0	1	0	0	1	1	+133.387	-0.453	-0.001	+0.942	+5.018	
wt	5	_none_	181	2	+0.000	1	1	0	0	1	1	+135.054	+0.030	+0.002	+2.146	-35.575	
wt	_seg_0_:5	_none_	92	0	+0.000	0	1	0	0	1	1	+134.007	+0.046	-0.000	+6.712	-47.483	
wt	_seg_1_:5	_none_	80	0	+0.000	3	0	0	0	1	1	+133.387	+0.453	-0.001	+0.244	+18.839	
wt	10	normal;ascus;	179	3	+0.000	1	1	0	0	1	1	+229.879	+0.017	-0.001	+1.287	-140.051	
wt	_seg_0_:10	normal;ascus;	48	0	+0.000	1	0	0	0	1	0	+411.593	-7.254	+0.001	+0.433	+6.079	
wt	_seg_1_:10	normal;ascus;	48	0	+0.000	1	0	0	0	1	1	+180.072	-0.473	-0.001	+0.571	+5.082	
wt	_seg_2_:10	normal;ascus;	68	0	+0.000	0	1	0	0	1	1	+216.086	-0.006	-0.001	+0.545	+69.561	
wt	11	_none_	181	1	+0.001	0	1	0	0	1	1	+121.397	+0.096	-0.001	+0.364	+46.532	
wt	_seg_0_:11	_none_	176	0	+0.001	1	2	0	0	1	1	+121.397	+0.018	-0.001	+0.848	-7.276	
wt	12	_none_	181	2	+0.000	1	1	0	0	1	1	+130.173	+0.163	-0.001	+0.302	+36.907	
wt	_seg_0_:12	_none_	108	0	+0.000	2	1	0	0	1	1	+129.652	-0.016	-0.001	+0.843	+55.882	
wt	_seg_1_:12	_none_	64	0	+0.000	0	2	0	0	1	1	+225.973	-0.002	-0.001	+0.746	+0.303	
wt	15	ascus;normal;	176	2	+0.000	0	2	0	0	1	1	+158.887	+0.621	+0.034	+0.392	+9.204	
wt	_seg_0_:15	ascus;normal;	36	0	+0.000	0	0	0	0	1	0	+154.347	+9.089	-0.001	+0.533	+5.648	
wt	_seg_1_:15	ascus;normal;	128	0	+0.000	0	3	0	0	1	1	+240.096	+0.334	-0.001	+0.140	+15.578	
wt	17	_none_	181	1	+0.002	1	1	0	0	1	1	+196.442	+0.009	-0.001	+2.142	-169.503	
wt	_seg_0_:17	_none_	176	0	+0.002	0	2	0	0	1	1	+196.442	+0.007	-0.001	+1.054	-103.181	
wt	20	_none_	176	1	+0.001	0	1	0	0	1	1	+136.764	-0.015	-0.001	+0.632	+17.351	
wt	_seg_0_:20	_none_	168	0	+0.001	0	1	0	0	1	1	+136.764	-0.004	-0.001	+0.578	-34.642	
wt	21	_none_	178	3	+0.001	1	1	0	0	1	1	+131.760	+0.007	-0.001	+0.922	-87.585	
wt	_seg_0_:21	_none_	68	0	+0.001	1	1	0	0	1	0	+130.961	-0.011	-0.001	+0.676	+23.971	
wt	_seg_1_:21	_none_	36	0	+0.001	2	0	0	0	1	1	+240.096	-0.097	-0.001	+4.236	+22.695	
wt	_seg_2_:21	_none_	60	0	+0.001	0	1	0	0	1	1	+200.080	-1.325	-0.002	+0.422	+1.221	
wt	22	_none_	180	2	+0.819	1	1	0	0	1	1	+154.347	-0.201	-0.001	+0.560	-0.911	
wt	_seg_0_:22	_none_	36	0	+0.819	0	0	0	0	1	0	+144.058	-0.067	-0.001	+1.946	+20.704	
wt	_seg_1_:22	_none_	132	0	+0.819	0	1	0	0	1	1	+152.891	+0.006	-0.001	+1.064	+37.171	
wt	23	ascus;ascus;normal;normal;	181	2	+0.001	0	1	0	0	1	1	+128.623	+0.087	-0.001	+0.369	+42.304	
wt	_seg_0_:23	ascus;ascus;normal;normal;	92	0	+0.001	1	3	0	0	1	0	+164.637	-0.418	-0.001	+0.455	+3.833	
wt	_seg_1_:23	ascus;ascus;normal;normal;	80	0	+0.001	0	1	0	0	1	1	+129.782	-0.288	-0.001	+0.322	+2.545	
wt	24	ascus;normal;	181	3	+0.000	5	0	0	0	1	1	+216.086	+2.080	+0.095	+0.555	+13.481	
wt	_seg_0_:24	ascus;normal;	44	0	+0.000	0	0	0	0	1	1	+207.775	-0.984	-0.000	+0.603	+2.570	
wt	_seg_1_:24	ascus;normal;	60	0	+0.000	0	0	0	0	1	1	+120.048	-5.229	+0.061	+1.009	+13.113	
