time,y,x,mass,size,ecc,signal,raw_mass,ep,category,particle,label
14,782.6010000000001,697.61,128.85299999999998,1193,0.804,266.375,39.805,0.211,wt,6,_none_
15,780.1519999999998,691.307,141.52,1231,0.765,289.688,42.511,0.184,wt,6,_none_
16,778.655,689.0989999999998,115.017,1248,0.7829999999999999,314.902,42.554,0.158,wt,6,_none_
17,781.441,690.159,112.249,1251,0.792,295.345,41.231,0.18,wt,6,_none_
18,783.2230000000002,694.2330000000002,159.305,1227,0.81,263.061,40.784,0.223,wt,6,_none_
19,783.883,692.3589999999998,141.52,1211,0.784,276.032,40.979,0.2,wt,6,_none_
20,785.204,692.799,159.305,1181,0.7929999999999999,256.818,41.165,0.225,wt,6,_none_
21,784.462,691.0360000000002,145.305,1202,0.785,247.505,39.963,0.247,wt,6,_none_
22,784.84,691.107,150.255,1170,0.7829999999999999,261.546,39.564,0.215,wt,6,_none_
23,785.808,692.064,127.117,1141,0.779,258.676,39.61,0.214,wt,6,_none_
24,786.6339999999999,694.345,29.745,1312,0.8140000000000001,277.931,43.272,0.213,wt,6,_none_
25,784.5169999999998,691.2689999999999,161.2,1270,0.769,323.973,42.808,0.152,wt,6,_none_
26,783.842,690.687,155.46200000000005,1263,0.8059999999999999,284.86,42.234,0.196,wt,6,_none_
27,785.206,692.4939999999998,142.125,1148,0.7909999999999999,285.203,39.736,0.177,wt,6,_none_
28,786.2330000000002,691.6410000000002,127.569,1309,0.794,295.931,43.143,0.188,wt,6,_none_
29,785.837,689.42,140.332,1320,0.7559999999999999,320.902,43.148,0.161,wt,6,_none_
30,785.548,689.0310000000002,10.305,1106,0.8059999999999999,268.132,38.433,0.193,wt,6,_none_
31,786.423,687.403,149.036,1108,0.787,253.747,38.665,0.21600000000000005,wt,6,_none_
32,785.204,685.674,155.659,1125,0.805,250.09,40.144,0.226,wt,6,_none_
33,786.6310000000002,687.2719999999998,141.34,1109,0.8009999999999999,250.818,38.651,0.222,wt,6,_none_
34,787.6310000000002,688.8639999999998,140.528,1082,0.825,237.605,38.903,0.241,wt,6,_none_
35,785.99,688.04,127.349,1099,0.764,297.487,38.735,0.156,wt,6,_none_
36,785.845,686.91,158.405,1287,0.7829999999999999,261.404,42.428,0.237,wt,6,_none_
37,785.632,685.918,131.532,1123,0.794,257.889,39.516,0.212,wt,6,_none_
38,786.6010000000001,685.9110000000002,172.235,1098,0.8059999999999999,214.635,38.677,0.3,wt,6,_none_
39,787.577,688.2760000000002,152.35399999999996,1107,0.805,237.161,39.389,0.247,wt,6,_none_
40,788.434,687.054,165.96400000000003,1078,0.789,228.919,38.192,0.259,wt,6,_none_
41,788.0419999999998,686.066,128.85299999999998,1129,0.8059999999999999,241.404,39.211,0.243,wt,6,_none_
42,788.3,685.6489999999999,161.565,1105,0.807,240.919,39.076,0.239,wt,6,_none_
43,785.205,683.5139999999999,139.899,1259,0.787,299.002,42.925,0.177,wt,6,_none_
44,785.346,684.972,157.55700000000004,1194,0.7759999999999999,261.30400000000003,39.921,0.22,wt,6,_none_
45,785.237,685.581,160.821,1231,0.7879999999999999,273.30400000000003,41.21100000000001,0.207,wt,6,_none_
46,786.942,688.0219999999998,4.574,1237,0.7709999999999999,269.30400000000003,42.502,0.214,wt,6,_none_
47,787.4939999999998,687.6160000000001,29.291,1213,0.79,274.032,40.838,0.203,wt,6,_none_
48,786.452,684.7289999999998,153.435,1144,0.818,195.078,40.464,0.378,wt,6,_none_
49,785.523,681.937,171.703,1241,0.785,285.546,41.076,0.191,wt,6,_none_
50,788.194,683.81,152.30100000000004,1072,0.789,242.333,38.027,0.229,wt,6,_none_
51,789.377,685.0939999999998,155.77200000000005,1053,0.8,222.191,37.665,0.268,wt,6,_none_
52,788.985,684.352,155.136,1072,0.7809999999999999,247.889,38.378,0.219,wt,6,_none_
53,789.327,684.605,146.976,1067,0.759,226.676,39.115,0.261,wt,6,_none_
54,789.7310000000001,682.51,133.264,1185,0.823,263.30400000000003,39.71,0.215,wt,6,_none_
55,789.0260000000002,681.135,169.695,1048,0.7829999999999999,227.019,38.239,0.256,wt,6,_none_
56,789.645,681.107,125.096,1079,0.7959999999999999,240.919,38.28,0.234,wt,6,_none_
57,790.107,681.784,145.67,1201,0.8009999999999999,262.96,41.333,0.218,wt,6,_none_
58,789.7589999999999,680.6110000000001,155.056,1210,0.794,287.789,41.166,0.184,wt,6,_none_
59,789.98,681.54,118.706,1165,0.769,305.831,41.242,0.157,wt,6,_none_
60,788.935,680.507,157.989,1156,0.773,256.132,40.577,0.221,wt,6,_none_
61,787.9689999999998,679.33,163.41299999999995,1149,0.772,265.889,40.605,0.204,wt,6,_none_
62,786.582,677.944,130.732,1156,0.792,245.404,41.28100000000001,0.241,wt,6,normal;
63,789.0210000000002,679.7589999999999,153.97,1147,0.789,253.404,40.181,0.224,wt,6,_none_
64,790.559,680.618,165.96400000000003,1140,0.7829999999999999,262.475,40.212,0.208,wt,6,_none_
65,788.3610000000001,678.7260000000001,164.53900000000004,1160,0.7879999999999999,287.103,40.452,0.177,wt,6,normal;
66,788.7080000000002,678.466,118.811,1164,0.789,247.061,39.718,0.24,wt,6,normal;
67,788.5039999999998,677.355,144.605,1127,0.795,256.475,40.19,0.215,wt,6,normal;
68,788.91,680.275,151.783,1119,0.809,222.191,40.31,0.285,wt,6,_none_
69,789.428,677.947,54.904,1118,0.797,258.132,38.009,0.211,wt,6,normal;
70,787.495,677.2,150.709,1138,0.7829999999999999,290.617,39.399,0.16899999999999998,wt,6,normal;
71,787.7330000000002,674.34,163.179,1107,0.792,266.132,39.216,0.196,wt,6,normal;
72,788.563,678.095,173.797,1088,0.787,241.99,38.866,0.233,wt,6,normal;
73,786.245,676.426,140.042,1078,0.789,237.505,39.49,0.24,wt,6,normal;
74,786.132,675.823,167.47099999999998,1139,0.7879999999999999,283.103,40.753,0.179,wt,6,normal;
75,788.82,676.0310000000002,148.841,1131,0.767,274.617,39.753,0.188,wt,6,normal;
76,789.235,678.8910000000002,151.783,1086,0.785,240.333,38.908,0.236,wt,6,normal;
77,789.567,677.6289999999998,123.69,1097,0.8440000000000001,223.706,38.866,0.275,wt,6,normal;
78,787.818,675.8660000000001,149.237,1111,0.777,243.747,40.158,0.235,wt,6,normal;
79,789.525,677.852,161.565,1108,0.7709999999999999,249.99,39.81,0.223,wt,6,normal;
80,788.931,677.3539999999998,131.424,1038,0.7879999999999999,245.161,37.841,0.217,wt,6,normal;
81,788.429,674.048,128.66,1083,0.8109999999999999,230.777,39.143,0.256,wt,6,normal;
82,789.2280000000002,675.447,160.346,1053,0.804,227.12,38.216,0.257,wt,6,normal;
83,790.4680000000002,678.442,163.54,1045,0.804,261.061,40.59,0.193,wt,6,normal;
84,789.77,677.198,157.47899999999996,1023,0.8,235.848,37.746,0.231,wt,6,normal;
85,790.4060000000002,678.6289999999998,175.03,1034,0.77,274.274,39.291,0.173,wt,6,normal;
86,790.158,676.2719999999998,160.769,1015,0.7559999999999999,266.132,37.699,0.18,wt,6,normal;
87,791.076,674.502,127.117,1053,0.8009999999999999,221.463,38.743,0.27,wt,6,normal;
88,790.201,674.66,136.84799999999998,1036,0.7809999999999999,242.233,38.122,0.222,wt,6,normal;
89,790.175,673.625,138.691,1013,0.7859999999999999,251.99,36.364,0.2,wt,6,normal;
90,790.515,674.2489999999998,153.997,1021,0.764,240.43400000000003,37.426,0.222,wt,6,normal;
91,790.455,675.263,157.166,984,0.8270000000000001,217.948,35.982,0.26,wt,6,normal;
92,789.643,674.201,141.546,1001,0.787,237.848,36.742,0.222,wt,6,normal;
93,790.545,676.465,109.747,987,0.812,225.262,36.284,0.244,wt,6,normal;
94,790.623,676.748,147.42600000000004,956,0.8009999999999999,212.877,36.347,0.265,wt,6,normal;
95,792.485,679.518,149.744,937,0.792,208.291,35.211,0.271,wt,6,_none_
96,790.562,674.916,156.975,981,0.772,256.475,38.077,0.187,wt,6,normal;
97,789.738,672.2489999999998,162.80100000000004,968,0.807,217.362,37.875,0.257,wt,6,normal;
98,788.908,670.58,168.44,981,0.784,227.362,36.636,0.238,wt,6,normal;
99,788.497,672.8580000000002,177.33700000000005,968,0.797,219.12,36.385,0.253,wt,6,normal;
100,790.5360000000002,675.717,159.59,979,0.773,272.718,38.066,0.165,wt,6,normal;
101,788.7289999999998,670.578,87.274,939,0.7859999999999999,204.291,36.399,0.28300000000000003,wt,6,normal;
102,787.6489999999999,671.592,160.71,947,0.782,245.404,35.775,0.198,wt,6,normal;
103,791.176,671.8610000000001,149.931,927,0.789,215.706,34.968,0.25,wt,6,normal;
104,790.314,672.2739999999999,160.253,942,0.78,266.96,35.323,0.166,wt,6,normal;
105,791.0169999999998,671.706,24.677,931,0.81,198.392,35.091,0.297,wt,6,normal;
106,791.956,674.309,165.96400000000003,934,0.816,201.563,36.171,0.289,wt,6,normal;
107,791.916,673.7669999999998,151.07399999999996,967,0.799,236.291,37.143,0.218,wt,6,normal;
108,790.439,670.6260000000002,66.038,917,0.809,212.534,34.375,0.255,wt,6,normal;
109,791.77,672.216,164.055,943,0.769,263.061,36.711,0.171,wt,6,normal;
110,790.675,671.077,138.013,944,0.813,203.463,35.284,0.287,wt,6,normal;
111,791.7689999999999,675.4780000000002,175.71099999999996,896,0.8140000000000001,183.179,35.774,0.336,wt,6,normal;
112,792.345,675.212,135.939,892,0.779,212.049,34.196,0.249,wt,6,normal;
113,789.6619999999998,673.2139999999998,77.005,908,0.8140000000000001,214.777,35.072,0.247,wt,6,normal;
114,790.77,671.779,117.824,904,0.7759999999999999,245.747,34.204,0.188,wt,6,normal;
115,789.88,673.439,135.971,900,0.7929999999999999,225.362,34.64,0.223,wt,6,normal;
116,790.337,672.79,6.072,1044,0.7609999999999999,257.30400000000003,38.095,0.198,wt,6,normal;
117,790.6560000000002,672.9830000000002,140.711,932,0.7929999999999999,213.948,34.97,0.256,wt,6,normal;
118,792.187,676.82,15.751,884,0.7959999999999999,202.392,35.546,0.271,wt,6,normal;
119,793.573,675.9860000000001,162.89700000000005,899,0.8320000000000001,200.392,35.331,0.281,wt,6,normal;
120,792.0139999999999,674.295,99.926,911,0.802,226.777,36.256,0.223,wt,6,normal;
121,791.938,673.836,144.46200000000005,940,0.802,216.191,36.098,0.253,wt,6,normal;
122,791.475,672.6110000000001,137.911,906,0.8140000000000001,202.635,36.997,0.277,wt,6,normal;
123,791.4989999999998,672.305,32.471,888,0.8370000000000001,172.593,34.433,0.375,wt,6,normal;
124,792.023,672.3989999999999,144.782,901,0.802,231.362,35.484,0.212,wt,6,normal;
125,793.7869999999998,676.433,23.025,908,0.838,194.735,37.8,0.301,wt,6,normal;
126,793.9639999999998,674.173,37.999,883,0.7859999999999999,213.706,35.304,0.243,wt,6,normal;
127,792.387,672.3430000000002,159.444,1015,0.785,221.12,37.142,0.261,wt,6,normal;
128,793.6469999999998,673.725,142.352,1000,0.7809999999999999,253.889,37.047,0.195,wt,6,normal;
129,793.818,674.918,151.607,991,0.785,242.676,36.663,0.211,wt,6,normal;
130,791.857,671.84,136.736,1036,0.792,228.877,38.92,0.249,wt,6,normal;
131,794.697,674.936,32.471,867,0.818,195.806,35.171,0.284,wt,6,normal;
132,794.565,675.0110000000002,17.969,859,0.8079999999999999,221.019,34.774,0.221,wt,6,normal;
133,795.113,674.7489999999998,4.185,838,0.7759999999999999,199.563,34.335,0.264,wt,6,normal;
134,794.2819999999998,673.076,127.476,826,0.815,193.421,33.221,0.277,wt,6,normal;
135,794.676,674.855,156.44799999999995,959,0.782,257.889,37.423,0.181,wt,6,normal;
136,794.047,674.1560000000002,135.0,927,0.779,236.09,35.66,0.209,wt,6,normal;
137,794.285,677.502,141.546,982,0.821,211.463,38.965,0.276,wt,6,normal;
138,796.085,676.7389999999998,161.966,940,0.774,230.43400000000003,36.663,0.222,wt,6,normal;
139,795.1310000000002,674.029,36.607,962,0.769,229.848,36.641,0.229,wt,6,normal;
140,792.003,670.775,141.546,901,0.809,196.735,35.905,0.293,wt,6,normal;
141,793.299,673.2769999999998,143.393,932,0.813,219.362,36.762,0.243,wt,6,normal;
142,794.385,676.26,155.225,915,0.8,211.019,37.76300000000001,0.258,wt,6,normal;
143,792.197,671.9019999999998,122.905,891,0.784,198.978,35.53,0.28300000000000003,wt,6,normal;
144,791.6389999999999,671.814,150.255,892,0.7959999999999999,231.262,34.899,0.21,wt,6,normal;
145,793.01,671.373,137.726,922,0.8009999999999999,212.534,35.74,0.256,wt,6,normal;
146,792.868,669.461,133.21,943,0.772,240.333,36.631,0.205,wt,6,normal;
147,792.569,668.745,119.055,913,0.815,223.362,35.977,0.23,wt,6,normal;
148,792.6619999999998,672.323,147.84799999999996,912,0.768,231.505,35.093,0.214,wt,6,normal;
149,793.695,674.7289999999998,24.677,883,0.809,191.078,35.761,0.304,wt,6,normal;
150,792.174,673.023,165.61900000000003,875,0.79,226.576,33.948,0.214,wt,6,normal;
151,791.9019999999998,673.7330000000002,121.218,861,0.826,180.492,33.993,0.332,wt,6,normal;
152,793.557,669.018,145.923,841,0.794,192.492,34.67,0.285,wt,6,normal;
153,793.6560000000002,670.8580000000002,147.095,858,0.821,183.078,34.738,0.322,wt,6,normal;
154,794.1010000000001,671.4839999999998,5.44,875,0.769,211.948,35.09,0.245,wt,6,normal;
155,793.2869999999998,671.921,151.07399999999996,878,0.789,206.291,37.141,0.259,wt,6,normal;
156,791.3,670.8589999999998,160.641,852,0.787,207.706,34.173,0.248,wt,6,normal;
157,792.1460000000002,672.575,146.689,868,0.8009999999999999,211.948,34.209,0.243,wt,6,normal;
158,792.938,672.07,157.694,854,0.8109999999999999,179.765,35.019,0.332,wt,6,normal;
159,793.818,671.3660000000001,169.824,837,0.809,194.978,34.238,0.277,wt,6,normal;
160,795.0010000000002,673.4110000000002,157.166,886,0.7879999999999999,218.777,35.92,0.233,wt,6,normal;
161,795.176,675.5160000000002,159.444,833,0.7829999999999999,217.948,34.198,0.22,wt,6,normal;
162,793.58,671.015,161.114,846,0.8009999999999999,197.22,33.569,0.273,wt,6,normal;
163,794.202,672.2260000000001,136.042,809,0.8109999999999999,192.149,33.974000000000004,0.275,wt,6,normal;
164,796.215,677.95,135.939,825,0.8109999999999999,199.463,35.791,0.261,wt,6,normal;
165,794.324,677.705,131.878,791,0.809,172.108,33.721,0.336,wt,6,normal;
166,795.26,675.6339999999999,138.945,838,0.782,214.291,34.42,0.229,wt,6,normal;
167,795.072,673.635,147.84799999999996,850,0.77,223.848,34.229,0.213,wt,6,normal;
168,793.923,672.72,141.116,835,0.8029999999999999,200.978,33.795,0.26,wt,6,normal;
169,795.581,676.2539999999998,157.694,817,0.7859999999999999,214.291,34.253,0.224,wt,6,normal;
170,795.013,675.0989999999998,149.036,790,0.7959999999999999,192.392,32.989000000000004,0.268,wt,6,normal;
171,792.9019999999998,674.893,132.879,781,0.784,198.392,32.031,0.249,wt,6,normal;
172,792.438,672.959,140.389,796,0.785,208.392,32.989000000000004,0.23,wt,6,normal;
173,793.998,674.207,135.0,777,0.809,199.563,33.297,0.245,wt,6,normal;
174,794.3430000000002,672.515,143.42700000000005,779,0.804,186.735,33.633,0.281,wt,6,normal;
175,795.63,673.367,164.476,746,0.799,196.978,32.469,0.242,wt,6,normal;
176,795.8480000000002,673.941,148.299,751,0.7509999999999999,218.291,32.604,0.198,wt,6,normal;
177,794.7180000000002,673.57,166.329,753,0.745,219.848,32.395,0.196,wt,6,normal;
178,794.862,672.683,30.7,748,0.769,221.605,31.029,0.191,wt,6,normal;
179,795.507,672.3969999999998,153.435,744,0.784,212.291,31.707,0.207,wt,6,normal;
180,794.278,671.658,21.801,742,0.805,180.492,31.474,0.28600000000000003,wt,6,normal;
181,795.4169999999998,672.2739999999999,128.66,744,0.772,203.706,32.419000000000004,0.225,wt,6,normal;
1,789.367,977.576,97.125,1151,0.787,260.132,41.075,0.214,wt,8,_none_
2,791.48,976.242,113.839,1074,0.7809999999999999,262.617,39.834,0.196,wt,8,_none_
3,791.571,976.214,137.643,1075,0.772,289.688,38.904,0.161,wt,8,_none_
4,790.821,975.366,114.944,1088,0.794,216.191,39.446,0.293,wt,8,_none_
5,792.345,973.71,132.357,1107,0.7829999999999999,259.647,40.226,0.206,wt,8,_none_
6,793.34,973.537,138.468,1136,0.757,311.345,39.798,0.147,wt,8,_none_
7,794.5060000000002,971.918,142.651,1096,0.7879999999999999,246.475,40.343,0.227,wt,8,_none_
8,795.508,970.34,96.483,946,0.805,225.505,37.898,0.234,wt,8,_none_
9,794.299,967.549,33.311,911,0.7829999999999999,224.191,35.012,0.228,wt,8,_none_
10,794.676,965.717,71.565,921,0.7859999999999999,218.635,35.77,0.242,wt,8,_none_
11,795.9110000000002,966.818,84.56,919,0.78,221.948,36.334,0.234,wt,8,_none_
12,795.696,965.956,155.225,924,0.779,200.049,35.444,0.29,wt,8,_none_
13,795.862,964.732,67.932,885,0.7759999999999999,210.291,34.851,0.251,wt,8,_none_
14,796.301,964.28,129.987,891,0.7959999999999999,227.362,35.195,0.217,wt,8,_none_
15,799.971,964.621,123.311,936,0.821,213.605,37.342,0.258,wt,8,_none_
16,798.44,961.707,102.68,899,0.775,222.676,35.827,0.228,wt,8,_none_
17,800.2539999999998,961.27,95.315,906,0.742,215.12,36.92,0.246,wt,8,_none_
18,802.216,960.767,115.408,922,0.764,254.132,37.412,0.179,wt,8,_none_
19,802.148,960.798,116.565,893,0.7659999999999999,217.262,36.368,0.238,wt,8,_none_
20,800.971,959.048,98.326,890,0.809,193.806,36.32,0.298,wt,8,_none_
21,798.82,958.824,158.96200000000005,900,0.7759999999999999,221.605,34.401,0.23,wt,8,_none_
22,799.5419999999998,957.976,59.036,860,0.826,184.25,35.609,0.318,wt,8,_none_
23,799.433,957.697,117.181,883,0.7959999999999999,202.392,36.613,0.271,wt,8,_none_
24,800.413,957.978,122.661,1010,0.79,220.09,39.621,0.262,wt,8,_none_
25,799.02,956.952,114.228,968,0.778,247.404,37.07,0.199,wt,8,_none_
26,798.722,957.549,120.53,988,0.778,240.576,37.806,0.215,wt,8,_none_
27,800.4780000000002,956.951,105.376,874,0.775,233.505,37.042,0.201,wt,8,_none_
28,799.2769999999998,956.222,119.578,950,0.784,239.505,36.122,0.208,wt,8,_none_
29,802.232,954.749,80.538,985,0.787,239.99,37.378,0.215,wt,8,_none_
30,804.095,954.239,98.13,849,0.809,174.25,36.62,0.35100000000000003,wt,8,_none_
31,800.574,953.634,75.256,828,0.8029999999999999,191.806,33.329,0.28300000000000003,wt,8,_none_
32,803.9060000000002,954.885,115.346,870,0.818,214.392,37.802,0.238,wt,8,_none_
33,804.5060000000002,955.245,120.964,870,0.81,176.007,36.276,0.353,wt,8,_none_
34,801.627,953.625,113.199,841,0.802,195.22,33.868,0.277,wt,8,_none_
35,801.936,953.729,99.926,866,0.8140000000000001,204.049,35.777,0.261,wt,8,_none_
36,805.791,954.627,112.891,988,0.777,245.505,41.00100000000001,0.206,wt,8,_none_
37,803.8389999999998,952.417,135.0,847,0.7879999999999999,194.149,33.608000000000004,0.282,wt,8,_none_
38,803.872,949.465,81.027,838,0.823,181.179,33.849000000000004,0.321,wt,8,_none_
39,803.37,949.394,45.0,803,0.77,218.777,33.321,0.211,wt,8,_none_
40,803.158,950.364,116.565,804,0.792,185.078,34.116,0.295,wt,8,_none_
41,805.1360000000002,950.721,137.045,851,0.812,198.149,35.755,0.272,wt,8,_none_
42,803.668,950.039,70.641,843,0.821,187.907,35.823,0.3,wt,8,_none_
43,802.91,951.937,95.572,942,0.7879999999999999,241.019,36.037,0.204,wt,8,_none_
44,802.3539999999998,952.431,110.225,915,0.8270000000000001,184.492,36.665,0.338,wt,8,_none_
45,801.623,950.441,57.095,915,0.8109999999999999,200.635,35.92800000000001,0.28600000000000003,wt,8,_none_
46,800.355,949.901,35.838,943,0.795,217.605,36.39,0.25,wt,8,_none_
47,800.85,950.695,62.85,969,0.752,263.446,37.151,0.175,wt,8,_none_
48,802.705,948.965,122.152,893,0.778,218.191,35.398,0.236,wt,8,_none_
49,802.0219999999998,949.243,111.038,938,0.7959999999999999,231.362,36.63800000000001,0.22,wt,8,_none_
50,802.8789999999998,948.056,113.962,804,0.8079999999999999,196.392,33.756,0.262,wt,8,_none_
51,802.451,947.975,164.476,790,0.82,174.25,32.806,0.327,wt,8,_none_
52,801.66,946.905,103.671,782,0.805,197.078,34.015,0.253,wt,8,_none_
53,803.992,947.787,101.592,797,0.795,200.291,34.46,0.25,wt,8,_none_
54,803.11,948.301,115.942,908,0.7859999999999999,215.019,36.189,0.247,wt,8,_none_
55,803.45,947.007,113.806,766,0.805,190.735,33.485,0.265,wt,8,_none_
56,803.419,944.947,108.886,787,0.804,189.321,33.816,0.276,wt,8,_none_
57,803.431,945.491,111.038,903,0.767,219.12,34.785,0.236,wt,8,_none_
58,802.428,943.751,112.834,881,0.7509999999999999,216.43400000000003,34.111,0.236,wt,8,_none_
59,802.8480000000002,943.456,171.674,892,0.777,219.948,35.458,0.232,wt,8,_none_
60,802.6139999999998,943.757,138.814,895,0.79,211.362,35.99800000000001,0.252,wt,8,_none_
61,803.304,943.712,110.225,867,0.81,194.978,35.332,0.287,wt,8,_none_
62,802.413,943.906,22.62,828,0.77,225.019,33.286,0.205,wt,8,_none_
63,800.67,942.242,110.726,863,0.787,202.978,34.235,0.263,wt,8,_none_
64,801.297,941.988,130.314,882,0.769,246.333,35.114000000000004,0.183,wt,8,_none_
65,802.395,942.199,133.995,866,0.7829999999999999,210.534,35.073,0.246,wt,8,_none_
66,801.8939999999999,939.749,107.103,842,0.7709999999999999,229.262,33.921,0.201,wt,8,_none_
67,802.26,939.752,119.745,833,0.7559999999999999,243.019,34.291,0.177,wt,8,_none_
68,799.648,938.943,82.50399999999998,796,0.8,202.635,33.273,0.244,wt,8,_none_
69,803.145,939.243,80.074,863,0.7909999999999999,240.09,35.18,0.188,wt,8,_none_
70,803.008,938.635,46.042,809,0.805,164.93599999999995,33.256,0.374,wt,8,_none_
71,802.388,938.61,115.907,819,0.7809999999999999,217.848,32.861999999999995,0.217,wt,8,_none_
72,804.3989999999999,939.963,60.945,843,0.778,206.149,34.739000000000004,0.249,wt,8,_none_
73,802.096,939.939,61.607,847,0.762,220.049,35.933,0.22,wt,8,_none_
74,801.814,938.877,59.036,856,0.7490000000000001,249.404,35.162,0.173,wt,8,_none_
75,804.2510000000002,941.459,115.942,871,0.8140000000000001,201.463,36.372,0.27,wt,8,_none_
76,803.205,940.565,98.531,859,0.775,216.777,35.551,0.23,wt,8,_none_
77,802.592,938.875,68.962,863,0.787,210.049,35.61,0.246,wt,8,_none_
78,804.3710000000002,938.387,107.103,835,0.799,188.735,36.456,0.295,wt,8,_none_
79,804.008,938.734,69.775,842,0.8029999999999999,180.492,35.089,0.325,wt,8,_none_
80,804.307,938.074,59.534,796,0.7829999999999999,188.25,34.439,0.282,wt,8,_none_
81,804.085,936.686,155.433,800,0.82,182.149,33.842,0.303,wt,8,_none_
82,802.865,936.354,98.531,792,0.7929999999999999,188.635,35.165,0.28,wt,8,_none_
83,801.7080000000002,936.48,56.725,788,0.804,185.321,33.985,0.28800000000000003,wt,8,_none_
84,802.357,936.652,72.031,769,0.81,182.25,33.786,0.29100000000000004,wt,8,_none_
85,801.289,936.471,115.201,748,0.785,190.836,32.419000000000004,0.258,wt,8,_none_
86,804.378,937.579,104.036,794,0.745,239.99,34.767,0.173,wt,8,_none_
87,804.704,937.985,85.601,783,0.825,169.179,34.847,0.344,wt,8,_none_
88,803.975,934.604,106.557,753,0.784,192.978,33.54,0.254,wt,8,_none_
89,803.057,934.303,113.962,775,0.768,207.605,33.767,0.226,wt,8,_none_
90,803.865,934.576,120.256,803,0.7759999999999999,216.291,34.463,0.21600000000000005,wt,8,_none_
91,803.568,933.67,101.592,798,0.782,226.676,35.061,0.195,wt,8,_none_
92,805.5010000000002,933.882,95.856,772,0.775,208.392,34.724000000000004,0.223,wt,8,_none_
93,802.57,935.612,123.69,741,0.779,208.291,34.231,0.215,wt,8,_none_
94,800.941,936.526,108.925,759,0.818,164.108,33.642,0.354,wt,8,_none_
95,802.5,935.244,110.376,719,0.8190000000000001,174.593,33.49,0.29600000000000004,wt,8,_none_
96,803.953,936.127,120.466,751,0.7809999999999999,202.635,34.358000000000004,0.23,wt,8,_none_
97,804.2589999999999,935.214,126.573,762,0.765,196.978,34.158,0.247,wt,8,_none_
98,803.834,935.233,98.973,737,0.7929999999999999,178.007,33.762,0.292,wt,8,_none_
99,802.738,934.81,97.696,739,0.805,158.55100000000004,33.187,0.369,wt,8,_none_
100,804.37,935.548,104.744,736,0.7979999999999999,182.978,34.008,0.276,wt,8,_none_
101,804.2510000000002,937.222,112.62,726,0.818,178.35,35.574,0.287,wt,8,_none_
102,804.3330000000002,936.599,115.278,736,0.777,195.907,34.739000000000004,0.241,wt,8,_none_
103,803.7339999999998,935.955,116.565,726,0.789,185.563,33.528,0.265,wt,8,_none_
104,804.4010000000002,936.769,125.707,740,0.7829999999999999,181.664,34.876,0.282,wt,8,_none_
105,804.562,935.189,125.707,727,0.807,179.421,34.533,0.284,wt,8,_none_
106,804.732,935.171,125.707,708,0.792,165.27900000000002,33.896,0.326,wt,8,_none_
107,804.302,934.386,112.62,717,0.769,194.978,33.282,0.237,wt,8,_none_
108,802.868,932.489,130.601,699,0.804,175.66400000000004,32.183,0.285,wt,8,_none_
109,804.314,932.997,73.009,706,0.778,184.007,33.241,0.262,wt,8,_none_
110,802.582,934.706,120.141,705,0.7979999999999999,153.966,31.846,0.374,wt,8,_none_
111,805.084,932.48,71.075,694,0.8059999999999999,160.69299999999996,33.305,0.338,wt,8,_none_
112,805.97,930.829,82.875,705,0.764,176.007,33.16,0.28600000000000003,wt,8,_none_
113,807.087,932.907,91.507,703,0.8140000000000001,172.69299999999996,33.701,0.29600000000000004,wt,8,_none_
114,808.921,932.043,109.359,725,0.773,203.806,33.717,0.219,wt,8,_none_
115,806.418,931.719,67.01100000000001,680,0.802,171.179,32.584,0.292,wt,8,_none_
116,808.1469999999998,932.288,106.144,825,0.782,217.12,34.351,0.22,wt,8,_none_
117,806.413,931.047,64.134,704,0.809,168.108,33.861999999999995,0.313,wt,8,_none_
118,807.8710000000002,929.35,71.565,698,0.784,175.078,33.361999999999995,0.28600000000000003,wt,8,_none_
119,807.988,930.89,65.433,693,0.785,160.208,33.314,0.339,wt,8,_none_
120,808.93,928.151,50.389,702,0.79,168.35,33.19,0.311,wt,8,_none_
121,810.972,930.115,68.749,709,0.82,151.137,34.134,0.39,wt,8,_none_
122,810.824,930.264,72.553,698,0.8109999999999999,164.208,33.096,0.325,wt,8,_none_
123,811.323,931.823,108.925,691,0.7879999999999999,181.179,33.325,0.265,wt,8,_none_
124,810.61,928.847,91.469,708,0.772,201.706,33.601,0.219,wt,8,_none_
125,810.937,927.221,65.556,670,0.807,160.69299999999996,31.769,0.326,wt,8,_none_
126,810.5239999999999,927.109,81.634,622,0.797,156.208,30.659,0.32,wt,8,_none_
127,809.3889999999999,927.909,47.045,767,0.7340000000000001,226.43400000000003,32.186,0.188,wt,8,_none_
128,809.6080000000002,927.776,103.671,750,0.754,218.676,33.037,0.197,wt,8,_none_
129,809.596,925.857,7.496,743,0.753,214.534,31.712,0.203,wt,8,_none_
130,810.262,929.268,39.611,781,0.765,224.534,33.648,0.195,wt,8,_none_
131,808.584,929.18,42.709,629,0.799,174.35,30.658,0.26,wt,8,_none_
132,808.4760000000001,929.614,120.964,632,0.769,161.52200000000005,30.574,0.304,wt,8,_none_
133,808.941,930.804,39.401,667,0.779,179.421,32.542,0.26,wt,8,_none_
134,809.95,930.37,80.789,655,0.755,185.907,32.283,0.238,wt,8,_none_
135,810.3739999999998,931.436,76.329,767,0.777,207.706,34.415,0.223,wt,8,_none_
