time,y,x,mass,size,ecc,signal,raw_mass,ep,category,particle,label
1,11.917,603.9159999999998,12.68,726,0.804,178.208,35.16,0.287,wt,0,_none_
2,11.839,602.273,16.314,722,0.787,188.593,35.53800000000001,0.255,wt,0,_none_
3,12.428,604.525,14.036,723,0.81,181.865,34.175,0.275,wt,0,_none_
4,12.636,603.565,149.931,758,0.779,181.179,35.013000000000005,0.29,wt,0,_none_
5,13.484000000000002,602.7130000000002,153.435,759,0.8290000000000001,153.48,33.398,0.405,wt,0,_none_
6,13.98,600.8330000000002,160.346,825,0.7759999999999999,196.35,35.574,0.269,wt,0,_none_
7,14.487,600.543,145.561,852,0.7929999999999999,213.321,35.905,0.235,wt,0,_none_
8,15.398,596.932,158.19899999999996,752,0.8270000000000001,158.936,32.451,0.374,wt,0,_none_
9,16.166,596.9680000000002,62.745,758,0.8140000000000001,191.907,31.7,0.259,wt,0,_none_
10,16.444000000000006,595.64,54.293,762,0.805,189.664,32.236,0.266,wt,0,_none_
11,17.596,594.469,131.987,784,0.7759999999999999,202.049,33.418,0.241,wt,0,_none_
12,18.261,594.122,45.0,767,0.784,196.149,32.62,0.251,wt,0,_none_
13,18.23,592.631,121.504,766,0.8109999999999999,178.108,31.376,0.303,wt,0,_none_
14,20.069000000000006,591.15,96.34,738,0.8140000000000001,171.765,30.959,0.314,wt,0,_none_
15,18.077,592.349,123.275,749,0.82,184.492,32.761,0.277,wt,0,_none_
16,17.957,590.29,60.06800000000001,771,0.8059999999999999,193.321,32.013000000000005,0.259,wt,0,_none_
17,19.285,589.7819999999998,132.797,759,0.7859999999999999,182.492,32.306,0.28600000000000003,wt,0,_none_
18,18.902,588.479,135.0,772,0.794,200.049,33.342,0.242,wt,0,_none_
19,19.488,587.651,159.274,775,0.76,223.706,32.372,0.195,wt,0,_none_
20,18.823,589.107,130.764,750,0.7829999999999999,180.25,32.157,0.29,wt,0,_none_
21,21.705,587.025,128.66,755,0.765,199.907,31.523000000000003,0.237,wt,0,_none_
22,19.374,585.867,132.879,733,0.8009999999999999,182.593,32.74,0.276,wt,0,_none_
23,18.618,585.6469999999998,57.529,728,0.778,206.877,31.119,0.214,wt,0,_none_
24,18.822,583.265,158.19899999999996,878,0.7440000000000001,234.333,33.951,0.201,wt,0,_none_
25,18.125,585.849,131.055,863,0.794,217.019,35.516,0.23,wt,0,_none_
26,18.557,586.026,7.125,841,0.7490000000000001,248.818,33.334,0.171,wt,0,_none_
27,19.597,584.631,96.34,681,0.8109999999999999,160.108,30.867,0.334,wt,0,_none_
28,18.129,584.8969999999998,123.311,852,0.767,261.99,34.191,0.156,wt,0,_none_
29,18.323,583.92,156.03799999999995,849,0.782,225.262,33.527,0.21,wt,0,_none_
30,18.776,582.349,37.476,736,0.752,199.907,32.064,0.231,wt,0,_none_
31,19.112,582.863,124.992,714,0.8240000000000001,164.93599999999995,31.859,0.33,wt,0,_none_
32,19.521,580.377,173.66,709,0.7709999999999999,209.22,31.494,0.204,wt,0,_none_
33,19.776,578.519,8.13,699,0.8170000000000001,162.35,30.818,0.333,wt,0,_none_
34,18.724,580.619,117.979,722,0.8240000000000001,184.593,31.413,0.266,wt,0,_none_
35,21.356,580.621,17.928,695,0.7829999999999999,178.007,30.58,0.276,wt,0,_none_
36,19.144,579.6759999999998,75.256,790,0.7609999999999999,201.907,32.243,0.244,wt,0,_none_
37,20.188,577.173,37.185,740,0.7879999999999999,208.635,31.634,0.214,wt,0,_none_
38,21.253,575.56,4.635,716,0.7859999999999999,209.12,31.529,0.206,wt,0,_none_
39,21.425,573.155,20.925,721,0.8009999999999999,191.563,31.84,0.247,wt,0,_none_
40,20.672,573.761,132.797,690,0.7829999999999999,178.49200000000005,30.532,0.272,wt,0,_none_
41,19.21,574.592,155.556,703,0.8059999999999999,168.108,31.486,0.313,wt,0,_none_
42,20.317,573.494,15.524,714,0.7759999999999999,195.563,31.616,0.235,wt,0,_none_
43,18.524,576.262,128.884,836,0.7709999999999999,225.362,33.538000000000004,0.207,wt,0,_none_
44,18.405,575.4,176.90599999999995,788,0.794,194.735,32.193000000000005,0.261,wt,0,_none_
45,21.09,571.4780000000002,106.557,775,0.76,212.777,32.158,0.215,wt,0,_none_
46,18.476,574.059,117.824,829,0.797,215.019,33.867,0.225,wt,0,_none_
47,18.254,575.592,61.504,818,0.78,192.492,33.902,0.277,wt,0,_none_
48,19.618,574.765,134.029,808,0.763,222.877,33.225,0.204,wt,0,_none_
49,18.393,574.643,52.00100000000001,820,0.7759999999999999,235.605,34.053000000000004,0.18600000000000005,wt,0,_none_
50,21.012,573.636,101.004,690,0.775,174.25,30.792,0.28600000000000003,wt,0,_none_
51,19.615,573.52,91.548,714,0.804,183.907,31.211,0.265,wt,0,_none_
52,18.291,572.795,126.254,729,0.7859999999999999,185.321,31.687,0.267,wt,0,_none_
53,22.127,571.181,29.358,708,0.7959999999999999,198.392,30.88,0.226,wt,0,_none_
54,19.934,572.503,110.726,788,0.7659999999999999,219.706,34.107,0.205,wt,0,_none_
55,21.896,571.064,74.745,677,0.8290000000000001,158.55100000000004,30.448,0.338,wt,0,_none_
56,21.638,570.8290000000002,91.507,697,0.777,206.534,31.333,0.205,wt,0,_none_
57,22.12,571.747,72.89699999999998,802,0.745,232.233,34.145,0.187,wt,0,_none_
58,23.861,569.8580000000002,119.197,746,0.767,178.007,32.799,0.29600000000000004,wt,0,_none_
59,22.922,569.266,82.50399999999998,760,0.79,189.664,32.6,0.265,wt,0,_none_
60,25.543000000000006,570.4169999999998,41.76,750,0.7859999999999999,207.12,31.663,0.22,wt,0,_none_
61,23.34,571.161,102.2,726,0.767,196.049,30.796,0.237,wt,0,_none_
62,23.624,571.111,100.437,736,0.76,206.877,32.173,0.21600000000000005,wt,0,_none_
63,23.72,569.884,75.964,732,0.7979999999999999,186.936,31.655,0.263,wt,0,_none_
64,21.873,570.0840000000002,127.747,764,0.767,218.777,33.339,0.201,wt,0,_none_
65,24.798,569.64,147.529,758,0.754,211.948,31.427,0.212,wt,0,_none_
66,23.254,568.456,118.393,794,0.78,218.534,33.62,0.209,wt,0,_none_
67,22.533,568.822,132.797,729,0.8009999999999999,194.392,30.904,0.242,wt,0,_none_
68,23.791,568.821,47.121,732,0.764,213.463,31.942,0.202,wt,0,_none_
69,23.159,568.408,75.256,781,0.762,229.848,32.988,0.18600000000000005,wt,0,_none_
70,21.178,568.313,120.964,771,0.75,205.463,32.93,0.23,wt,0,_none_
71,21.661,568.062,80.311,763,0.769,213.463,34.858000000000004,0.21,wt,0,_none_
72,22.45,567.0840000000002,64.058,743,0.774,183.179,32.704,0.278,wt,0,_none_
73,19.973,567.793,52.00100000000001,800,0.748,226.191,34.123000000000005,0.196,wt,0,_none_
74,20.628,568.151,62.784,773,0.792,204.492,32.674,0.232,wt,0,_none_
75,20.539,566.433,32.471,788,0.758,204.392,32.647,0.237,wt,0,_none_
76,20.029,566.784,129.094,786,0.74,218.191,33.338,0.207,wt,0,_none_
77,21.079,565.948,61.504,783,0.774,222.534,32.846,0.199,wt,0,_none_
78,20.469,566.9580000000002,31.218000000000004,778,0.753,242.576,32.929,0.166,wt,0,_none_
79,20.528,567.165,67.38,793,0.789,202.735,33.845,0.242,wt,0,_none_
80,22.077,565.4259999999998,65.32300000000001,788,0.7879999999999999,200.635,33.44,0.246,wt,0,_none_
81,21.991,566.399,104.036,744,0.77,199.22,32.864000000000004,0.236,wt,0,_none_
82,20.836,566.622,110.726,765,0.769,203.463,32.53,0.232,wt,0,_none_
83,20.162,567.288,115.907,764,0.785,188.635,32.512,0.27,wt,0,_none_
84,21.853,565.9630000000002,41.63399999999999,743,0.8390000000000001,145.966,31.479,0.438,wt,0,_none_
85,20.177,566.633,110.376,753,0.823,164.93599999999995,32.266,0.348,wt,0,_none_
86,19.791,568.06,131.878,725,0.79,178.25,32.251999999999995,0.287,wt,0,_none_
87,20.098,568.101,55.125,766,0.7659999999999999,214.877,33.553000000000004,0.208,wt,0,_none_
88,20.011,568.4630000000002,68.749,779,0.7809999999999999,224.191,33.897,0.195,wt,0,_none_
89,21.225,568.0830000000002,53.427,705,0.778,185.078,31.83,0.259,wt,0,_none_
90,22.785,567.112,62.784,734,0.7859999999999999,181.279,33.452,0.281,wt,0,_none_
91,19.914,566.823,100.713,708,0.765,216.291,32.242,0.19,wt,0,_none_
92,20.316,567.427,50.389,697,0.8029999999999999,184.836,32.084,0.256,wt,0,_none_
93,19.114,567.501,68.199,718,0.797,197.907,31.967,0.23,wt,0,_none_
94,19.43,568.186,124.114,711,0.792,187.463,32.101,0.254,wt,0,_none_
95,18.459,568.479,127.476,728,0.768,187.563,31.473000000000006,0.26,wt,0,_none_
96,18.695,567.549,119.197,719,0.769,206.635,31.959,0.212,wt,0,_none_
97,20.882,568.178,105.124,738,0.802,165.179,32.111999999999995,0.34,wt,0,_none_
98,20.775,566.3580000000002,82.50399999999998,734,0.7879999999999999,180.836,32.747,0.282,wt,0,_none_
99,19.972,567.6,86.98700000000002,729,0.792,181.078,32.799,0.279,wt,0,_none_
100,18.827,568.089,129.806,739,0.7979999999999999,198.877,31.845,0.235,wt,0,_none_
101,20.742,566.207,119.055,724,0.792,182.25,34.051,0.274,wt,0,_none_
102,18.694000000000006,567.298,126.573,731,0.779,188.25,32.376999999999995,0.259,wt,0,_none_
103,20.098,566.637,130.914,717,0.758,181.078,32.084,0.275,wt,0,_none_
104,20.926,566.2769999999998,120.466,728,0.735,213.948,33.236,0.2,wt,0,_none_
105,21.314,565.7230000000002,59.534,743,0.769,211.362,33.69,0.209,wt,0,_none_
106,23.226,562.7909999999998,79.563,705,0.807,154.451,33.174,0.371,wt,0,_none_
107,22.358,563.383,85.601,677,0.764,179.421,32.14,0.264,wt,0,_none_
108,21.686,562.849,71.565,711,0.7609999999999999,201.563,31.68,0.22,wt,0,_none_
109,22.653,563.075,142.524,691,0.76,200.735,31.481,0.215,wt,0,_none_
110,21.451,562.8580000000002,68.199,688,0.7859999999999999,174.83599999999996,31.606,0.28300000000000003,wt,0,_none_
111,20.678,564.399,77.125,681,0.779,179.66400000000004,30.422,0.265,wt,0,_none_
112,20.262,564.058,127.476,720,0.7859999999999999,196.492,32.673,0.234,wt,0,_none_
113,21.224,562.52,69.075,688,0.7929999999999999,175.765,30.707,0.28,wt,0,_none_
114,24.952,562.515,75.17399999999998,655,0.805,162.35,29.974,0.312,wt,0,_none_
115,23.169,562.462,62.745,653,0.8029999999999999,168.93599999999995,30.368,0.28800000000000003,wt,0,_none_
116,22.081,560.19,68.199,833,0.736,240.09,34.616,0.182,wt,0,_none_
117,22.609,561.91,93.18,651,0.7829999999999999,175.27900000000002,30.393,0.266,wt,0,_none_
118,22.955,562.64,113.629,649,0.789,171.179,30.203000000000007,0.278,wt,0,_none_
119,23.528,562.045,41.496,648,0.784,171.179,29.676,0.278,wt,0,_none_
120,23.348000000000006,562.632,106.991,692,0.778,171.421,31.296,0.29600000000000004,wt,0,_none_
121,22.484,562.423,123.69,692,0.765,225.262,30.72,0.171,wt,0,_none_
122,23.784,562.446,83.29,687,0.8170000000000001,162.208,30.414,0.328,wt,0,_none_
123,23.286,563.151,102.875,668,0.769,187.664,31.035,0.238,wt,0,_none_
124,23.419,562.078,68.199,682,0.784,170.007,32.537,0.297,wt,0,_none_
125,20.766,562.961,78.99600000000002,707,0.7829999999999999,184.735,31.575,0.26,wt,0,_none_
126,20.566,564.057,122.829,681,0.789,174.593,31.162,0.281,wt,0,_none_
127,19.712,563.432,58.782,824,0.805,219.12,34.317,0.21600000000000005,wt,0,_none_
128,20.193,561.761,119.055,802,0.767,213.706,34.594,0.221,wt,0,_none_
129,20.581,563.06,114.677,802,0.762,217.948,34.517,0.212,wt,0,_none_
130,20.528,563.419,57.426,814,0.758,198.635,34.37,0.259,wt,0,_none_
131,21.219,563.981,117.255,665,0.784,183.664,31.089,0.248,wt,0,_none_
132,22.842,564.629,114.567,657,0.797,183.664,32.382,0.245,wt,0,_none_
133,22.747,563.698,72.553,652,0.79,183.765,30.284,0.243,wt,0,_none_
134,25.847,563.023,71.075,640,0.778,179.179,31.703000000000007,0.251,wt,0,_none_
135,22.316,561.145,67.694,772,0.722,237.262,34.943000000000005,0.172,wt,0,_none_
136,23.084,563.3290000000002,91.432,733,0.715,225.706,32.957,0.181,wt,0,_none_
137,21.656,561.999,70.71,783,0.768,229.262,35.586,0.187,wt,0,_none_
138,21.928,561.399,68.962,774,0.7140000000000001,257.061,35.001999999999995,0.147,wt,0,_none_
139,21.916,562.331,114.102,771,0.716,225.848,35.054,0.19,wt,0,_none_
140,22.701,563.5740000000002,75.256,727,0.755,191.907,32.578,0.248,wt,0,_none_
141,21.106,563.048,92.726,772,0.74,255.061,34.158,0.149,wt,0,_none_
142,21.05,562.078,105.751,742,0.745,221.948,33.32,0.189,wt,0,_none_
143,18.747,562.269,109.359,756,0.747,223.706,33.559,0.19,wt,0,_none_
144,18.196,561.1619999999998,60.945,795,0.762,231.505,33.494,0.18600000000000005,wt,0,_none_
145,23.921,562.0319999999998,97.125,692,0.747,194.978,33.06,0.229,wt,0,_none_
146,25.218000000000004,559.2769999999998,67.694,682,0.743,214.534,34.135,0.18600000000000005,wt,0,_none_
147,26.631,559.351,67.932,696,0.742,206.877,33.402,0.204,wt,0,_none_
148,23.866,561.2819999999998,109.747,743,0.7390000000000001,216.049,33.338,0.2,wt,0,_none_
149,20.48,561.259,73.009,713,0.7909999999999999,186.492,33.396,0.258,wt,0,_none_
150,21.482,561.768,78.408,717,0.774,201.321,31.685,0.222,wt,0,_none_
151,20.161,562.874,105.124,728,0.7559999999999999,239.262,33.33,0.16,wt,0,_none_
152,21.312,563.863,115.278,744,0.7879999999999999,196.735,33.608000000000004,0.242,wt,0,_none_
153,20.504,561.943,51.11600000000001,754,0.737,224.676,34.166,0.188,wt,0,_none_
154,23.501,563.774,127.747,740,0.777,202.635,33.201,0.226,wt,0,_none_
155,22.359,563.1669999999998,75.619,735,0.759,199.563,32.532,0.232,wt,0,_none_
156,20.553,562.765,104.381,758,0.7559999999999999,219.362,34.326,0.198,wt,0,_none_
157,20.536,562.94,105.524,713,0.765,199.22,31.982,0.226,wt,0,_none_
158,21.77,563.617,97.907,692,0.785,172.593,31.463,0.292,wt,0,_none_
159,23.46,562.766,84.289,751,0.7929999999999999,185.321,33.988,0.275,wt,0,_none_
160,20.924,561.78,67.932,769,0.7659999999999999,208.049,33.437,0.223,wt,0,_none_
161,21.409,563.512,105.524,727,0.79,175.52200000000005,32.308,0.297,wt,0,_none_
162,22.243,561.214,70.253,742,0.743,226.09,33.662,0.182,wt,0,_none_
163,19.991,562.9730000000002,129.806,731,0.794,186.836,32.655,0.263,wt,0,_none_
164,21.215,563.565,68.749,719,0.77,197.806,32.054,0.231,wt,0,_none_
165,22.233,563.7130000000002,107.526,682,0.768,194.735,32.046,0.226,wt,0,_none_
166,22.531,562.007,67.694,740,0.698,233.262,32.974000000000004,0.171,wt,0,_none_
167,21.656,561.61,53.427,730,0.764,213.12,32.104,0.202,wt,0,_none_
168,21.482,560.73,106.991,705,0.789,180.492,31.61,0.272,wt,0,_none_
169,22.254,561.2040000000002,67.932,699,0.7290000000000001,246.09,32.735,0.145,wt,0,_none_
170,22.57,562.245,108.886,702,0.748,198.149,32.966,0.225,wt,0,_none_
171,22.194000000000006,563.0930000000002,131.76,707,0.754,186.735,31.604,0.255,wt,0,_none_
172,21.132,562.24,120.466,711,0.736,225.362,32.558,0.17600000000000002,wt,0,_none_
173,20.833,562.566,66.194,682,0.732,187.563,31.225,0.244,wt,0,_none_
174,21.609,562.065,121.504,678,0.758,211.806,30.255,0.19,wt,0,_none_
175,22.265,562.185,94.514,647,0.775,191.907,31.924,0.221,wt,0,_none_
176,22.345,562.41,120.964,652,0.7090000000000001,246.09,30.277,0.135,wt,0,_none_
177,22.191,562.992,67.01100000000001,664,0.778,188.149,31.021,0.236,wt,0,_none_
178,22.019,563.036,81.87,646,0.7829999999999999,168.593,30.021,0.28600000000000003,wt,0,_none_
179,21.982,562.514,85.101,641,0.7979999999999999,164.69299999999996,29.355,0.297,wt,0,_none_
180,22.126,562.706,101.889,676,0.733,215.948,31.741,0.182,wt,0,_none_
181,24.335,562.141,82.09299999999998,643,0.7509999999999999,189.563,29.976,0.225,wt,0,_none_
1,704.998,527.48,16.39,600,0.7440000000000001,171.52200000000005,29.3,0.256,wt,1,normal;
2,702.6030000000002,525.729,22.109,564,0.758,178.35,29.124,0.223,wt,1,normal;
3,705.1519999999998,524.43,6.71,558,0.733,186.392,28.775,0.202,wt,1,normal;
4,704.908,522.9,32.347,568,0.743,183.907,29.466,0.211,wt,1,normal;
5,705.78,522.5409999999998,33.232,560,0.779,156.108,29.169,0.289,wt,1,normal;
6,708.9739999999998,522.68,62.65,578,0.7859999999999999,158.936,28.236,0.28800000000000003,wt,1,normal;
7,709.875,522.007,31.827,598,0.7190000000000001,210.534,28.168000000000006,0.17,wt,1,normal;
8,708.5310000000002,519.6419999999998,136.273,514,0.759,157.037,26.293000000000006,0.262,wt,1,normal;
9,710.253,522.2909999999998,152.7,531,0.77,158.208,28.132,0.267,wt,1,normal;
11,711.4069999999998,521.191,132.709,547,0.733,168.35,28.938,0.243,wt,1,normal;
12,707.8430000000002,515.669,30.651,516,0.78,172.35,26.903,0.218,wt,1,normal;
13,709.475,516.975,48.81399999999999,510,0.799,129.238,26.7,0.384,wt,1,normal;
14,709.1,516.2819999999998,170.838,518,0.784,153.966,26.819000000000006,0.275,wt,1,normal;
15,711.393,518.622,20.136,543,0.764,162.208,27.257,0.259,wt,1,normal;
16,709.186,513.474,21.801,507,0.7859999999999999,140.55100000000002,26.999,0.32299999999999995,wt,1,normal;
17,710.966,513.686,35.754,554,0.853,120.167,27.365,0.482,wt,1,normal;
18,710.592,513.706,123.179,520,0.8290000000000001,137.82299999999998,25.953000000000007,0.344,wt,1,normal;
19,711.12,517.186,99.162,529,0.787,158.35,27.181,0.265,wt,1,normal;
20,709.122,512.5,35.754,518,0.7659999999999999,150.79399999999995,26.016,0.28600000000000003,wt,1,normal;
21,710.0210000000002,513.621,30.379,539,0.763,166.593,26.798,0.244,wt,1,normal;
22,709.586,512.8919999999998,100.62,546,0.787,162.35,28.034,0.26,wt,1,normal;
23,712.196,515.285,159.864,550,0.828,137.966,28.405,0.363,wt,1,normal;
24,709.012,511.954,144.866,617,0.8059999999999999,150.208,28.929,0.344,wt,1,normal;
25,710.581,514.428,126.529,614,0.789,163.279,29.349,0.289,wt,1,normal;
26,711.6419999999998,513.3009999999998,71.565,647,0.789,182.492,29.632,0.244,wt,1,normal;
27,711.685,513.844,23.429,561,0.784,160.451,26.819000000000006,0.274,wt,1,normal;
28,714.4069999999998,512.875,139.399,688,0.799,174.593,31.208,0.284,wt,1,normal;
29,713.12,511.064,114.444,669,0.804,167.52200000000005,29.523000000000003,0.3,wt,1,normal;
30,712.495,510.507,48.652,595,0.764,156.69299999999996,27.813,0.305,wt,1,normal;
31,713.9639999999998,510.412,82.875,601,0.838,135.72299999999998,28.973000000000006,0.41,wt,1,normal;
32,713.96,509.881,154.231,604,0.8290000000000001,135.72299999999998,28.3,0.412,wt,1,normal;
33,713.512,510.164,42.614,608,0.79,162.936,28.596,0.28800000000000003,wt,1,normal;
34,715.041,509.034,32.735,640,0.8240000000000001,151.966,29.007,0.348,wt,1,normal;
35,712.347,507.45,93.366,601,0.7659999999999999,178.93599999999995,28.57,0.236,wt,1,normal;
36,714.6560000000002,508.486,21.251,724,0.762,202.978,30.568,0.221,wt,1,normal;
37,714.6260000000002,508.46,81.87,653,0.782,175.765,29.135,0.266,wt,1,normal;
38,714.752,506.853,129.174,679,0.797,159.279,29.475,0.336,wt,1,normal;
39,712.852,505.354,39.174,659,0.778,188.392,29.141,0.233,wt,1,normal;
40,713.706,506.817,61.26,678,0.78,199.12,30.287,0.215,wt,1,normal;
41,716.06,508.02,19.44,721,0.7859999999999999,190.978,30.386,0.248,wt,1,normal;
42,714.676,506.866,72.072,688,0.805,165.27900000000002,30.592,0.316,wt,1,normal;
43,715.18,507.606,62.784,805,0.78,208.735,32.708,0.232,wt,1,normal;
44,713.77,506.546,154.058,786,0.741,236.576,33.138000000000005,0.17600000000000002,wt,1,normal;
45,715.6669999999998,505.937,126.027,803,0.755,214.534,32.446,0.219,wt,1,normal;
46,714.5239999999999,502.812,141.116,834,0.787,216.534,32.989000000000004,0.224,wt,1,normal;
47,713.5369999999998,503.878,128.66,815,0.8109999999999999,191.078,32.404,0.281,wt,1,normal;
48,715.7710000000002,506.175,34.875,787,0.755,210.777,32.013000000000005,0.223,wt,1,normal;
49,715.39,503.891,129.987,818,0.778,227.848,32.937,0.198,wt,1,normal;
50,716.669,501.887,78.69,744,0.813,173.765,31.3,0.31,wt,1,normal;
51,717.452,504.264,29.358,757,0.7979999999999999,179.66400000000004,31.487,0.295,wt,1,normal;
52,719.576,505.854,115.278,759,0.77,187.321,31.716,0.272,wt,1,normal;
53,717.448,504.0630000000001,25.866,756,0.82,168.83599999999996,31.113000000000003,0.333,wt,1,normal;
54,717.1619999999998,502.405,52.00100000000001,870,0.779,226.777,34.025,0.213,wt,1,normal;
55,717.005,501.267,145.886,750,0.8290000000000001,167.52200000000005,31.595,0.336,wt,1,normal;
56,717.4860000000001,501.387,66.615,793,0.7909999999999999,189.22,32.667,0.278,wt,1,normal;
57,716.3860000000002,501.531,123.341,892,0.77,245.404,35.207,0.18600000000000005,wt,1,normal;
58,718.423,500.198,107.103,884,0.787,212.877,34.923,0.245,wt,1,normal;
59,718.442,500.314,141.34,969,0.7240000000000001,297.688,35.798,0.13699999999999998,wt,1,normal;
60,718.829,497.846,129.094,922,0.787,239.505,34.739000000000004,0.202,wt,1,normal;
61,716.0269999999998,498.981,125.538,933,0.755,231.262,34.667,0.219,wt,1,normal;
62,715.074,496.534,113.025,938,0.745,273.688,35.183,0.157,wt,1,normal;
63,715.1619999999998,497.579,97.943,968,0.773,238.333,36.418,0.214,wt,1,normal;
64,716.3589999999998,498.197,126.119,1006,0.7509999999999999,258.475,36.503,0.189,wt,1,normal;
65,717.22,498.541,27.15,1014,0.768,247.747,36.742,0.208,wt,1,normal;
66,716.6260000000002,497.485,96.483,1005,0.759,253.99,36.158,0.196,wt,1,normal;
67,717.5210000000002,498.366,126.87,1036,0.758,255.889,36.474,0.199,wt,1,normal;
68,715.878,498.196,50.528,1020,0.752,270.375,37.409,0.175,wt,1,normal;
69,716.06,497.684,110.41,1084,0.76,276.86,38.075,0.17800000000000002,wt,1,normal;
70,717.115,497.255,142.125,1063,0.762,262.132,37.2,0.194,wt,1,normal;
71,716.135,495.422,117.121,1054,0.759,285.203,37.247,0.163,wt,1,normal;
72,716.794,497.762,39.806,1089,0.759,253.061,37.905,0.214,wt,1,normal;
73,715.2460000000002,496.133,145.305,1105,0.7440000000000001,302.517,38.346,0.152,wt,1,normal;
74,713.87,496.145,117.597,1120,0.75,309.487,38.921,0.147,wt,1,normal;
75,709.0110000000002,502.555,56.915,1504,0.593,486.80800000000005,62.843,0.08,wt,1,normal;
76,715.299,496.338,97.431,1130,0.746,281.931,38.738,0.179,wt,1,normal;
77,707.322,500.075,49.899,1507,0.618,511.536,61.508,0.07200000000000001,wt,1,normal;
78,715.7860000000002,494.02,131.532,1145,0.7809999999999999,288.617,38.776,0.173,wt,1,normal;
79,716.1360000000002,494.505,51.147,1147,0.782,276.86,39.026,0.188,wt,1,normal;
80,715.8439999999998,493.793,141.71,1177,0.789,274.416,39.461,0.196,wt,1,normal;
81,717.8539999999998,494.077,133.315,1134,0.774,294.416,39.156,0.16399999999999998,wt,1,normal;
82,714.7260000000001,493.496,98.842,1157,0.787,277.203,38.759,0.189,wt,1,normal;
83,713.177,494.687,9.66,1159,0.747,271.848,38.648,0.197,wt,1,normal;
84,714.133,492.64,132.58,1154,0.795,264.818,39.961,0.207,wt,1,normal;
85,715.9989999999998,497.124,127.093,1224,0.721,353.3280000000001,40.697,0.123,wt,1,normal;
86,715.826,494.916,84.17399999999998,1215,0.762,295.487,39.789,0.175,wt,1,normal;
87,714.2719999999998,493.287,28.217,1158,0.7809999999999999,267.546,39.079,0.203,wt,1,normal;
88,716.904,495.635,82.875,1199,0.742,300.073,40.234,0.16699999999999998,wt,1,normal;
89,716.6310000000002,493.43,152.35399999999996,1213,0.779,282.517,39.76,0.191,wt,1,normal;
90,716.1289999999998,494.599,152.928,1303,0.769,311.387,42.341,0.16899999999999998,wt,1,normal;
91,715.1110000000001,493.882,15.781,1268,0.777,291.245,40.612,0.188,wt,1,normal;
92,718.033,495.891,50.964,1275,0.7929999999999999,284.759,41.82,0.198,wt,1,normal;
93,714.7760000000002,493.479,154.486,1225,0.764,306.1740000000001,41.094,0.16399999999999998,wt,1,normal;
94,712.419,496.167,34.019,1237,0.77,281.889,40.437,0.196,wt,1,normal;
95,713.163,497.387,133.452,1255,0.7559999999999999,316.073,40.51,0.158,wt,1,normal;
96,714.073,496.282,28.61,1264,0.746,363.872,40.906,0.12,wt,1,normal;
97,705.034,499.686,50.092,1680,0.688,427.654,61.486,0.115,wt,1,normal;
98,703.323,498.508,53.13,1684,0.66,456.867,64.028,0.101,wt,1,normal;
99,713.9730000000002,493.919,125.942,1293,0.772,284.032,41.11600000000001,0.201,wt,1,normal;
100,703.7289999999998,497.371,50.29,1704,0.6409999999999999,479.737,63.462,0.093,wt,1,normal;
101,704.165,498.986,46.146,1703,0.705,437.269,61.395,0.112,wt,1,normal;
102,705.0360000000002,498.834,48.302,1657,0.645,438.281,64.169,0.108,wt,1,normal;
103,714.056,493.267,151.29399999999995,1276,0.785,309.487,41.012,0.16699999999999998,wt,1,normal;
104,709.5319999999998,498.317,55.008,1676,0.654,472.281,62.334,0.094,wt,1,normal;
105,708.378,499.078,61.449,1735,0.665,494.666,62.549,0.08900000000000001,wt,1,normal;
106,714.418,494.771,79.796,1363,0.759,294.073,42.047,0.198,wt,1,normal;
107,709.1619999999998,499.088,46.975,1706,0.557,540.607,65.589,0.073,wt,1,normal;
108,714.288,495.653,92.083,1366,0.728,331.772,42.282,0.156,wt,1,normal;
109,717.6160000000001,495.197,140.477,1404,0.7509999999999999,358.357,42.952,0.13699999999999998,wt,1,normal;
110,714.556,493.231,68.806,1405,0.762,341.0440000000001,43.458,0.152,wt,1,normal;
111,713.2689999999999,492.668,145.67,1329,0.773,294.659,41.636,0.192,wt,1,normal;
112,716.2230000000002,494.322,145.00799999999995,1345,0.778,295.688,41.61600000000001,0.193,wt,1,normal;
113,715.2810000000002,494.276,50.631,1340,0.785,298.902,41.934,0.188,wt,1,normal;
114,716.012,493.429,49.145,1341,0.784,325.872,41.90600000000001,0.159,wt,1,normal;
115,717.0,494.212,148.841,1338,0.7659999999999999,336.357,41.563,0.149,wt,1,normal;
116,707.553,498.709,51.654,2184,0.6679999999999999,526.992,73.655,0.099,wt,1,normal;
117,715.2339999999998,491.599,132.64700000000002,1367,0.746,310.759,43.56399999999999,0.17800000000000002,wt,1,normal;
118,716.807,494.921,138.18,1380,0.7809999999999999,310.902,42.158,0.179,wt,1,normal;
119,709.068,499.853,57.918,1892,0.665,570.406,68.37,0.073,wt,1,normal;
120,708.127,498.774,50.659,1895,0.6859999999999999,467.55300000000005,68.336,0.109,wt,1,normal;
121,715.426,492.937,60.396,1398,0.785,291.931,43.31399999999999,0.206,wt,1,normal;
122,708.154,498.898,58.67100000000001,1889,0.6579999999999999,464.423,68.128,0.11,wt,1,normal;
123,707.502,499.477,47.121,1922,0.6729999999999999,490.323,68.182,0.1,wt,1,normal;
124,709.059,500.32,70.396,1968,0.6709999999999999,519.678,69.183,0.092,wt,1,normal;
125,707.7189999999998,499.784,51.563,1898,0.643,480.423,68.906,0.103,wt,1,normal;
