frame,y,x,mass,size,ecc,signal,raw_mass,ep,frame.1,particle,category,label
90,935.823,537.967,29.358,719,0.775,177.421,30.817,0.287,90,4,wt,normal;
91,936.235,536.6519999999998,138.366,690,0.76,181.421,30.949,0.263,91,4,wt,normal;
92,936.806,535.0409999999998,164.982,880,0.7609999999999999,259.30400000000003,34.786,0.16399999999999998,92,4,wt,normal;
93,936.393,535.519,135.909,908,0.737,256.475,36.315,0.173,93,4,wt,normal;
94,939.066,532.0169999999998,56.68899999999999,847,0.755,246.333,33.217,0.175,94,4,wt,normal;
95,937.212,534.826,174.144,730,0.727,219.706,32.267,0.19,95,4,wt,normal;
96,939.221,535.078,152.745,709,0.759,191.321,31.658,0.243,96,4,wt,normal;
97,937.731,534.496,7.125,761,0.725,238.09,32.713,0.16899999999999998,97,4,wt,normal;
98,937.308,535.384,165.61900000000003,751,0.74,190.978,31.933000000000003,0.259,98,4,wt,normal;
99,938.21,535.482,17.447,714,0.778,165.52200000000005,30.851,0.327,99,4,wt,normal;
100,936.598,534.273,143.42700000000005,684,0.763,221.505,31.194000000000006,0.175,100,4,wt,normal;
101,937.022,537.5840000000002,171.46900000000005,714,0.767,214.191,33.776,0.196,101,4,wt,normal;
102,936.216,535.7080000000002,148.57,823,0.727,248.09,34.645,0.168,102,4,wt,normal;
103,936.098,533.876,17.526,804,0.763,207.463,33.106,0.235,103,4,wt,normal;
104,937.9,533.024,101.041,821,0.721,270.233,33.865,0.141,104,4,wt,normal;
105,936.966,535.352,174.80599999999995,899,0.731,273.345,35.201,0.151,105,4,wt,normal;
106,937.437,536.721,21.501,666,0.762,192.049,29.846,0.227,106,4,wt,normal;
107,938.117,536.519,141.582,729,0.737,214.049,31.605,0.2,107,4,wt,normal;
108,937.134,538.08,18.925,686,0.765,174.69299999999996,30.923,0.282,108,4,wt,normal;
109,935.749,538.689,157.62,719,0.745,226.191,32.006,0.177,109,4,wt,normal;
110,936.416,535.635,173.991,665,0.789,193.563,32.554,0.223,110,4,wt,normal;
111,935.341,536.374,144.293,832,0.778,225.12,34.2,0.206,111,4,wt,normal;
112,935.47,535.062,12.380999999999998,829,0.737,245.99,33.521,0.172,112,4,wt,normal;
113,936.777,534.0459999999998,119.358,624,0.738,181.907,29.89,0.237,113,4,wt,normal;
114,938.753,533.9259999999998,155.556,648,0.745,187.563,29.597,0.231,114,4,wt,normal;
115,940.222,535.369,19.855,665,0.7040000000000001,216.43400000000003,30.891,0.17800000000000002,115,4,wt,normal;
116,938.807,534.779,11.004,639,0.754,176.35,30.39,0.258,116,4,wt,normal;
117,939.015,535.5790000000002,22.38,681,0.7440000000000001,201.806,31.214,0.21,117,4,wt,normal;
118,937.298,537.409,13.392,718,0.733,209.362,34.264,0.206,118,4,wt,normal;
119,937.784,535.3009999999998,57.095,805,0.731,210.877,32.613,0.227,119,4,wt,normal;
120,938.781,532.972,22.62,778,0.758,195.806,32.455,0.255,120,4,wt,normal;
121,939.117,533.881,177.274,805,0.727,232.43400000000003,34.556,0.187,121,4,wt,normal;
122,938.647,534.115,177.207,790,0.754,218.777,34.155,0.207,122,4,wt,normal;
123,937.751,535.9209999999998,21.251,677,0.762,174.25,31.183000000000003,0.28,123,4,wt,normal;
124,939.447,534.9209999999998,129.401,661,0.76,190.978,30.348000000000006,0.228,124,4,wt,normal;
125,938.959,534.056,23.806,653,0.745,208.392,31.668000000000006,0.189,125,4,wt,normal;
126,937.768,534.742,6.009,654,0.7390000000000001,189.421,31.072,0.229,126,4,wt,normal;
127,937.328,536.069,6.34,856,0.69,285.103,37.24800000000001,0.132,127,4,wt,normal;
128,935.849,533.0980000000002,160.641,743,0.747,217.706,32.622,0.197,128,4,wt,normal;
129,936.883,533.484,107.928,642,0.711,195.806,29.692,0.21,129,4,wt,normal;
130,938.766,533.323,149.859,620,0.745,191.321,29.112,0.213,130,4,wt,normal;
131,938.28,533.625,9.689,631,0.664,223.12,31.718000000000004,0.159,131,4,wt,normal;
132,939.524,534.31,117.979,637,0.715,203.362,29.291,0.194,132,4,wt,normal;
133,939.057,532.751,27.255,657,0.768,174.35,30.786,0.272,133,4,wt,normal;
134,940.927,533.63,8.366,602,0.7509999999999999,172.83599999999996,29.572,0.253,134,4,wt,normal;
135,939.062,533.534,6.17,646,0.727,196.635,29.668000000000006,0.21,135,4,wt,normal;
136,936.359,534.685,15.751,612,0.675,237.647,30.699,0.136,136,4,wt,normal;
137,937.092,530.545,174.428,759,0.733,222.43400000000003,33.469,0.193,137,4,wt,normal;
138,939.81,531.399,34.509,726,0.695,222.676,31.582,0.184,138,4,wt,normal;
139,937.592,533.009,175.486,588,0.665,195.706,29.141,0.193,139,4,wt,normal;
140,939.657,533.194,7.496,643,0.7290000000000001,202.392,31.631,0.197,140,4,wt,normal;
141,939.785,533.653,132.797,634,0.6990000000000001,244.919,29.824,0.133,141,4,wt,normal;
142,938.97,532.173,165.579,587,0.746,176.451,28.907,0.237,142,4,wt,normal;
143,941.364,533.385,121.504,602,0.6759999999999999,220.919,28.858,0.155,143,4,wt,normal;
144,937.016,534.1519999999998,7.306,578,0.669,200.635,29.126,0.18,144,4,wt,normal;
145,939.399,533.876,167.8,593,0.7040000000000001,177.179,30.054,0.237,145,4,wt,normal;
146,939.411,534.099,167.8,574,0.655,227.262,28.996,0.14,146,4,wt,normal;
147,939.818,534.566,83.089,544,0.7120000000000001,200.635,27.6,0.17,147,4,wt,normal;
148,939.658,534.313,167.8,589,0.6990000000000001,219.948,29.552,0.153,148,4,wt,normal;
149,939.228,535.018,159.624,595,0.691,178.93599999999995,30.129,0.234,149,4,wt,normal;
150,940.146,535.4590000000002,54.09,582,0.711,207.12,29.326,0.17,150,4,wt,normal;
151,939.05,535.13,129.174,567,0.754,155.38,29.294,0.295,151,4,wt,normal;
152,941.288,535.306,86.634,542,0.7,181.765,28.131,0.206,152,4,wt,normal;
153,939.767,534.539,148.782,566,0.679,229.605,29.455,0.135,153,4,wt,normal;
154,939.932,535.377,129.611,563,0.684,194.635,30.671,0.187,154,4,wt,normal;
155,940.473,535.321,143.746,559,0.675,233.605,28.665,0.129,155,4,wt,normal;
156,940.508,533.09,109.44,522,0.73,159.966,29.908,0.256,156,4,wt,normal;
157,941.066,533.695,115.115,519,0.703,174.83599999999996,29.659,0.213,157,4,wt,normal;
158,940.265,530.23,125.707,659,0.6990000000000001,230.09,31.988000000000003,0.156,158,4,wt,normal;
159,940.045,532.0319999999998,139.086,666,0.7290000000000001,235.262,33.431,0.151,159,4,wt,normal;
160,940.437,532.9830000000002,138.945,683,0.703,237.161,33.851,0.153,160,4,wt,normal;
161,941.945,530.493,73.443,670,0.711,226.919,32.13,0.16399999999999998,161,4,wt,normal;
163,940.286,531.87,133.958,664,0.68,221.848,32.034,0.17,163,4,wt,normal;
164,938.574,531.975,142.524,621,0.7190000000000001,195.321,32.035,0.205,164,4,wt,normal;
165,940.696,532.555,119.197,649,0.716,193.321,32.232,0.218,165,4,wt,normal;
166,941.71,531.589,70.017,639,0.725,214.392,30.412,0.175,166,4,wt,normal;
167,938.869,534.927,152.819,696,0.693,218.191,33.156,0.184,167,4,wt,normal;
169,939.909,535.248,124.875,662,0.725,202.877,31.981,0.202,169,4,wt,normal;
