frame,y,x,mass,size,ecc,signal,raw_mass,ep,frame.1,particle,category,label
1,854.7689999999999,612.6659999999998,73.54,982,0.759,294.517,35.758,0.142,1,6,wt,_none_
2,856.2239999999998,612.888,105.945,919,0.731,270.96,35.196,0.157,2,6,wt,_none_
3,858.76,611.128,106.46,962,0.747,268.96,38.189,0.16699999999999998,3,6,wt,_none_
4,860.3689999999998,610.679,74.407,936,0.763,251.747,38.535,0.18600000000000005,4,6,wt,_none_
5,859.158,609.573,114.775,904,0.725,251.019,34.758,0.18,5,6,wt,_none_
6,858.82,609.5740000000002,110.225,896,0.778,236.676,34.649,0.201,6,6,wt,_none_
7,858.2360000000001,609.555,159.905,922,0.765,227.362,35.878,0.224,7,6,wt,_none_
8,862.1560000000002,607.303,112.714,963,0.6970000000000001,302.073,38.047,0.133,8,6,wt,_none_
9,860.193,608.063,139.686,926,0.735,286.617,35.964,0.142,9,6,wt,_none_
10,859.934,607.911,129.094,906,0.774,217.948,34.555,0.24,10,6,wt,_none_
11,861.8510000000001,606.658,158.19899999999996,903,0.72,269.546,34.849000000000004,0.156,11,6,wt,_none_
12,864.8610000000001,606.42,118.393,917,0.792,236.919,37.186,0.205,12,6,wt,_none_
13,864.948,604.3340000000002,161.565,929,0.753,246.576,36.009,0.192,13,6,wt,_none_
14,866.53,603.65,96.483,956,0.741,278.517,36.278,0.155,14,6,wt,_none_
15,865.431,603.4490000000002,146.659,950,0.733,265.203,37.19300000000001,0.17,15,6,wt,_none_
16,867.768,603.721,80.75399999999998,927,0.757,251.404,36.688,0.184,16,6,wt,_none_
17,867.034,602.847,108.853,910,0.7440000000000001,233.019,34.843,0.211,17,6,wt,_none_
18,865.93,602.615,117.15,880,0.752,238.777,36.633,0.194,18,6,wt,_none_
19,868.6419999999998,601.19,42.089,923,0.789,240.919,36.971,0.2,19,6,wt,_none_
20,866.7860000000002,600.374,33.341,931,0.6990000000000001,298.416,34.922,0.131,20,6,wt,_none_
21,866.783,601.09,27.759,896,0.745,236.818,34.65,0.201,21,6,wt,_none_
22,868.044,600.13,118.926,913,0.762,244.777,34.894,0.191,22,6,wt,_none_
23,869.903,599.231,108.853,899,0.7490000000000001,244.676,36.768,0.189,23,6,wt,_none_
24,867.825,598.5269999999998,15.376,893,0.785,209.948,35.707,0.255,24,6,wt,_none_
25,869.6519999999998,598.149,113.552,900,0.743,244.919,35.854,0.189,25,6,wt,_none_
26,875.015,596.936,97.765,866,0.757,229.22,36.575,0.207,26,6,wt,_none_
27,870.809,597.497,113.025,866,0.7290000000000001,258.375,35.507,0.163,27,6,wt,_none_
28,873.1239999999998,596.381,69.905,834,0.759,219.019,36.978,0.218,28,6,wt,_none_
29,870.582,596.624,124.439,805,0.726,219.362,33.551,0.21,29,6,wt,_none_
30,871.785,596.0319999999998,114.677,849,0.7659999999999999,235.505,34.043,0.192,30,6,wt,_none_
31,871.2610000000002,595.984,64.722,867,0.77,242.676,33.591,0.185,31,6,wt,_none_
32,875.317,595.803,83.51700000000002,893,0.7559999999999999,252.233,37.219,0.17600000000000002,32,6,wt,_none_
33,874.425,595.0219999999998,106.314,872,0.755,227.362,36.047,0.212,33,6,wt,_none_
34,874.0,594.752,41.987,858,0.772,194.978,34.126,0.284,34,6,wt,_none_
35,874.705,593.054,71.99600000000002,850,0.732,219.12,35.04,0.222,35,6,wt,_none_
36,876.3739999999998,592.744,106.699,865,0.77,212.877,36.39,0.24,36,6,wt,_none_
37,874.812,592.836,174.428,859,0.758,252.576,34.153,0.16899999999999998,37,6,wt,_none_
38,874.482,592.044,102.68,868,0.757,248.233,34.18,0.177,38,6,wt,_none_
39,874.7139999999998,592.335,155.32299999999995,818,0.7859999999999999,203.806,33.633,0.247,39,6,wt,_none_
40,876.2310000000001,590.812,99.926,813,0.738,228.777,33.229,0.195,40,6,wt,_none_
41,877.445,591.264,4.635,762,0.8140000000000001,155.52200000000005,31.931,0.396,41,6,wt,_none_
42,879.346,590.992,112.62,791,0.7659999999999999,218.777,33.526,0.208,42,6,wt,_none_
43,879.689,590.611,161.114,803,0.753,217.948,33.039,0.212,43,6,wt,_none_
44,876.4889999999998,592.044,82.875,812,0.7340000000000001,241.404,33.789,0.175,44,6,wt,_none_
45,875.827,591.316,140.389,771,0.7929999999999999,181.907,31.545,0.293,45,6,wt,_none_
46,877.5360000000002,591.385,47.045,741,0.7290000000000001,207.948,31.587,0.215,46,6,wt,_none_
47,875.702,592.63,19.855,756,0.7709999999999999,205.706,31.96,0.225,47,6,wt,_none_
48,877.2560000000002,591.029,145.125,788,0.7509999999999999,201.563,32.493,0.244,48,6,wt,_none_
49,880.658,589.966,139.236,749,0.7240000000000001,235.262,31.78,0.17,49,6,wt,_none_
50,877.238,590.887,23.385,763,0.763,218.049,33.282,0.202,50,6,wt,_none_
51,878.538,589.373,36.027,757,0.6829999999999999,250.233,32.947,0.152,51,6,wt,_none_
52,879.773,589.992,63.435,708,0.7120000000000001,212.635,30.698,0.197,52,6,wt,_none_
53,878.029,589.781,105.124,752,0.755,206.392,31.525,0.222,53,6,wt,_none_
54,878.4069999999998,588.951,128.884,785,0.743,245.161,32.525,0.16399999999999998,54,6,wt,_none_
55,879.46,589.382,110.556,780,0.723,238.676,33.14,0.172,55,6,wt,_none_
56,878.0089999999999,587.6759999999998,116.565,760,0.78,197.907,32.152,0.244,56,6,wt,_none_
57,876.7439999999998,586.9169999999998,138.945,765,0.74,217.948,32.356,0.202,57,6,wt,_none_
58,877.1039999999998,586.887,144.638,763,0.757,216.049,32.174,0.205,58,6,wt,_none_
59,879.654,584.9159999999998,77.005,709,0.736,225.019,31.289,0.17600000000000002,59,6,wt,_none_
60,878.813,586.725,159.075,739,0.7879999999999999,177.421,31.408,0.295,60,6,wt,_none_
61,877.2330000000002,585.617,152.10299999999995,769,0.773,219.706,31.435,0.2,61,6,wt,_none_
62,877.655,586.207,74.476,757,0.777,207.463,31.548,0.221,62,6,wt,_none_
63,878.1389999999999,585.3330000000002,62.176,750,0.7509999999999999,200.049,31.817,0.236,63,6,wt,_none_
64,876.928,585.504,64.093,733,0.759,203.22,31.588,0.223,64,6,wt,_none_
65,876.6569999999998,586.058,76.675,740,0.752,206.392,32.947,0.218,65,6,wt,_none_
66,879.7819999999998,586.105,100.713,730,0.7759999999999999,199.806,31.405,0.23,66,6,wt,_none_
67,878.166,585.159,94.399,784,0.773,214.534,33.041,0.214,67,6,wt,_none_
68,881.6619999999998,584.868,87.064,772,0.732,205.463,32.454,0.23,68,6,wt,_none_
69,879.092,585.553,82.875,769,0.743,236.333,32.473,0.173,69,6,wt,_none_
70,877.71,585.237,154.093,768,0.762,189.664,32.501,0.268,70,6,wt,_none_
71,879.895,585.743,60.803,768,0.755,183.907,32.764,0.285,71,6,wt,_none_
72,880.878,584.36,74.876,712,0.7559999999999999,211.706,30.691,0.2,72,6,wt,_none_
73,878.993,583.668,170.53799999999995,745,0.7659999999999999,199.463,31.398000000000003,0.235,73,6,wt,_none_
74,878.21,583.883,82.304,745,0.785,179.078,31.163,0.292,74,6,wt,_none_
75,878.441,584.852,148.299,751,0.77,199.563,31.577,0.237,75,6,wt,_none_
76,879.3969999999998,583.967,132.879,766,0.745,226.43400000000003,31.981,0.188,76,6,wt,_none_
77,878.471,584.429,60.945,756,0.71,226.333,32.468,0.185,77,6,wt,_none_
78,879.5039999999998,583.631,99.211,750,0.784,187.078,31.393,0.269,78,6,wt,_none_
79,880.12,583.72,106.699,801,0.747,239.404,34.035,0.17600000000000002,79,6,wt,_none_
80,882.707,581.92,73.686,786,0.745,218.291,34.084,0.207,80,6,wt,_none_
81,881.3610000000001,581.587,85.711,783,0.7140000000000001,260.96,33.06,0.14400000000000002,81,6,wt,_none_
82,879.0160000000002,581.66,84.289,768,0.74,226.534,32.37,0.188,82,6,wt,_none_
83,879.993,580.428,84.428,745,0.772,192.492,32.767,0.253,83,6,wt,_none_
84,879.03,580.091,119.197,762,0.752,221.22,32.561,0.196,84,6,wt,_none_
85,878.197,580.649,79.28699999999998,756,0.763,198.492,31.456,0.241,85,6,wt,_none_
86,878.153,579.86,60.06800000000001,744,0.762,192.735,32.349000000000004,0.252,86,6,wt,_none_
87,878.466,580.117,63.435,776,0.7290000000000001,235.505,31.512,0.17600000000000002,87,6,wt,_none_
88,878.9889999999998,580.654,36.327,758,0.722,250.233,32.34,0.152,88,6,wt,_none_
89,880.029,578.72,59.036,578,0.728,168.93599999999995,29.094,0.255,89,6,wt,_none_
90,878.462,579.411,156.80100000000004,740,0.772,184.735,31.04,0.272,90,6,wt,_none_
91,878.308,580.924,117.824,740,0.736,216.049,31.907,0.199,91,6,wt,_none_
92,878.802,581.0219999999998,64.02600000000001,715,0.664,236.919,32.025,0.16,92,6,wt,_none_
93,879.375,580.173,59.534,737,0.787,179.66400000000004,32.48,0.287,93,6,wt,_none_
94,878.566,580.399,70.145,732,0.7490000000000001,203.12,32.166,0.223,94,6,wt,_none_
95,877.732,581.044,62.103,609,0.711,205.12,29.736,0.182,95,6,wt,_none_
96,880.91,578.275,64.134,622,0.7559999999999999,193.563,30.498,0.209,96,6,wt,_none_
97,879.414,579.024,80.074,729,0.726,221.948,31.351,0.18600000000000005,97,6,wt,_none_
98,879.939,580.247,101.592,734,0.718,233.706,32.412,0.16899999999999998,98,6,wt,_none_
99,880.8739999999998,580.225,92.936,770,0.762,191.321,32.936,0.264,99,6,wt,_none_
100,879.569,581.319,115.907,752,0.716,236.43400000000003,32.049,0.16899999999999998,100,6,wt,_none_
101,879.809,581.44,78.111,732,0.7609999999999999,192.492,32.132,0.248,101,6,wt,_none_
102,878.9069999999998,580.732,96.009,678,0.732,224.777,30.266,0.16899999999999998,102,6,wt,_none_
103,876.33,581.981,167.47099999999998,665,0.735,189.078,30.099,0.234,103,6,wt,_none_
104,876.9680000000002,582.259,70.56,697,0.773,174.593,30.635,0.287,104,6,wt,_none_
105,876.4069999999998,581.496,130.601,730,0.754,210.534,31.064,0.207,105,6,wt,_none_
106,879.31,580.2959999999998,81.25399999999998,736,0.733,218.049,32.106,0.195,106,6,wt,_none_
107,880.928,580.259,72.47399999999998,729,0.732,222.43400000000003,31.815,0.185,107,6,wt,_none_
108,880.0060000000002,579.622,94.635,712,0.762,217.019,31.956,0.19,108,6,wt,_none_
109,880.69,579.78,125.707,744,0.763,209.605,32.195,0.213,109,6,wt,_none_
110,879.822,579.969,58.496,699,0.77,183.321,30.061,0.261,110,6,wt,_none_
111,878.98,579.606,82.09299999999998,650,0.742,179.078,28.88,0.255,111,6,wt,_none_
112,881.6010000000001,577.7769999999998,39.806,646,0.716,185.078,31.43,0.237,112,6,wt,_none_
113,881.375,577.734,162.553,663,0.726,210.534,30.18,0.188,113,6,wt,_none_
114,880.45,580.025,15.524,697,0.738,214.534,31.621,0.19,114,6,wt,_none_
115,879.878,579.295,62.745,677,0.752,196.635,31.307,0.22,115,6,wt,_none_
116,881.818,578.395,117.255,692,0.718,232.676,30.085,0.161,116,6,wt,_none_
117,880.1669999999998,580.11,10.713,684,0.746,181.078,30.34,0.262,117,6,wt,_none_
118,881.3389999999998,579.355,98.973,676,0.7490000000000001,208.877,31.034,0.195,118,6,wt,_none_
119,880.168,579.278,37.476,645,0.735,215.605,29.734,0.174,119,6,wt,_none_
120,879.987,578.869,16.557000000000002,677,0.741,181.321,30.889,0.259,120,6,wt,_none_
121,878.715,578.5740000000002,40.601,662,0.725,222.777,30.09,0.168,121,6,wt,_none_
122,879.1469999999998,579.939,60.06800000000001,675,0.758,189.522,30.577,0.236,122,6,wt,_none_
123,879.587,578.874,2.862,676,0.695,219.12,31.601,0.177,123,6,wt,_none_
124,880.082,578.953,153.435,693,0.759,187.664,31.064,0.247,124,6,wt,_none_
125,878.398,578.641,7.125,547,0.748,182.735,27.359,0.206,125,6,wt,_none_
126,877.185,579.649,158.499,672,0.7559999999999999,177.765,29.498,0.267,126,6,wt,_none_
127,877.908,578.597,27.897,667,0.7509999999999999,199.22,29.458,0.211,127,6,wt,_none_
128,876.829,577.215,10.008,641,0.7609999999999999,188.836,28.614,0.226,128,6,wt,_none_
129,879.059,575.457,45.0,658,0.7809999999999999,183.321,31.507,0.246,129,6,wt,_none_
130,876.9010000000002,578.359,50.826,638,0.764,172.593,30.03,0.269,130,6,wt,_none_
131,880.4689999999998,578.847,51.34,680,0.731,186.593,31.084,0.245,131,6,wt,_none_
132,879.065,577.622,49.236,680,0.7709999999999999,208.392,31.904,0.197,132,6,wt,_none_
133,876.198,578.128,34.114000000000004,675,0.735,201.321,29.616,0.209,133,6,wt,_none_
134,877.047,578.087,128.66,676,0.6890000000000001,215.12,29.567,0.184,134,6,wt,_none_
135,878.191,576.255,19.855,683,0.7440000000000001,205.563,31.383000000000006,0.203,135,6,wt,_none_
136,877.998,577.498,145.886,659,0.73,214.291,31.106,0.18,136,6,wt,_none_
137,877.832,577.955,34.992,635,0.731,195.22,29.681,0.209,137,6,wt,_none_
138,879.7339999999998,578.508,67.62,599,0.736,183.664,29.822,0.223,138,6,wt,_none_
139,879.4730000000002,578.999,66.194,655,0.738,213.948,30.785,0.18,139,6,wt,_none_
140,879.2710000000002,580.058,83.089,502,0.695,185.421,27.402,0.183,140,6,wt,_none_
142,880.5889999999998,579.895,83.48,504,0.693,175.179,27.09,0.206,142,6,wt,_none_
143,879.492,579.502,31.827,505,0.664,196.392,26.358,0.165,143,6,wt,_none_
145,877.693,578.762,97.496,652,0.748,204.291,32.574,0.196,145,6,wt,_none_
146,878.431,579.681,6.34,624,0.6940000000000001,214.43400000000003,29.335,0.171,146,6,wt,_none_
147,877.385,580.79,97.696,659,0.757,195.22,31.414,0.217,147,6,wt,_none_
148,879.05,578.701,77.471,680,0.737,191.078,31.994,0.234,148,6,wt,_none_
151,878.472,576.23,105.945,633,0.736,189.907,29.822,0.221,151,6,wt,_none_
152,877.2289999999998,577.04,100.008,632,0.7559999999999999,191.907,29.657,0.21600000000000005,152,6,wt,_none_
153,878.319,577.88,23.629,663,0.773,173.865,29.565,0.276,153,6,wt,_none_
155,879.87,576.275,57.995,610,0.7190000000000001,212.049,30.318,0.17,155,6,wt,_none_
156,879.07,578.568,46.081,632,0.7440000000000001,200.635,29.627,0.197,156,6,wt,_none_
157,879.9839999999998,578.355,150.642,628,0.745,186.007,28.837,0.228,157,6,wt,_none_
158,879.341,578.903,83.29,591,0.7240000000000001,175.421,28.079,0.241,158,6,wt,_none_
159,879.077,577.5,63.435,551,0.701,186.635,27.149,0.199,159,6,wt,_none_
160,879.914,578.988,73.61,584,0.705,203.563,28.956,0.177,160,6,wt,_none_
161,879.569,578.216,157.891,605,0.732,184.836,28.075,0.223,161,6,wt,_none_
162,879.705,578.8009999999998,85.486,599,0.693,215.706,28.626,0.162,162,6,wt,_none_
163,876.3689999999998,581.071,95.042,580,0.728,193.321,28.402,0.195,163,6,wt,_none_
164,875.4910000000001,580.665,30.379,553,0.7440000000000001,189.22,27.998,0.194,164,6,wt,_none_
165,875.4830000000002,580.995,154.179,604,0.718,208.049,29.116,0.175,165,6,wt,_none_
166,876.5,580.018,168.99599999999995,602,0.688,215.463,29.49,0.163,166,6,wt,_none_
167,880.133,576.6669999999998,73.61,599,0.7,195.321,27.899,0.197,167,6,wt,_none_
168,880.707,577.11,57.995,589,0.716,180.007,27.832,0.228,168,6,wt,_none_
169,880.373,575.466,53.13,557,0.705,190.25,26.906,0.193,169,6,wt,_none_
170,878.2639999999999,577.934,32.347,555,0.6809999999999999,196.492,27.315,0.181,170,6,wt,_none_
171,877.3639999999998,576.769,41.496,521,0.7120000000000001,167.52200000000005,28.019,0.233,171,6,wt,_none_
