frame,y,x,mass,size,ecc,signal,raw_mass,ep,frame.1,particle,category,label
1,990.528,967.88,139.686,901,0.7959999999999999,206.877,36.152,0.265,1,2,wt,_none_
2,991.848,969.003,145.491,843,0.799,197.22,34.775,0.272,2,2,wt,_none_
3,993.266,969.576,75.256,843,0.804,199.563,34.47,0.266,3,2,wt,_none_
4,993.369,967.948,110.556,853,0.787,209.706,35.079,0.244,4,2,wt,_none_
5,996.951,968.196,142.253,879,0.828,190.635,34.991,0.304,5,2,wt,_none_
6,997.375,965.162,121.701,831,0.7859999999999999,203.463,34.365,0.252,6,2,wt,_none_
7,999.811,965.315,100.784,853,0.7879999999999999,192.978,35.313,0.28800000000000003,7,2,wt,_none_
8,997.644,963.944,130.914,831,0.794,189.421,34.69,0.29100000000000004,8,2,wt,_none_
9,999.96,964.444,143.13,844,0.8079999999999999,201.22,35.49800000000001,0.262,9,2,wt,_none_
10,998.155,961.764,119.745,878,0.816,192.392,34.638000000000005,0.298,10,2,wt,_none_
11,1000.306,961.369,127.747,869,0.7959999999999999,214.049,34.573,0.238,11,2,wt,_none_
12,1001.329,960.849,138.013,859,0.779,231.848,34.841,0.201,12,2,wt,_none_
13,999.902,961.536,124.077,853,0.7979999999999999,204.049,34.706,0.257,13,2,wt,_none_
14,996.907,960.813,7.496,852,0.804,190.392,33.981,0.295,14,2,wt,_none_
15,997.277,960.328,109.359,884,0.8170000000000001,197.22,33.978,0.28600000000000003,15,2,wt,_none_
16,999.52,958.526,128.418,762,0.792,190.149,31.891,0.265,16,2,wt,_none_
17,999.261,955.251,142.253,775,0.81,186.149,34.212,0.281,17,2,wt,_none_
18,998.246,955.304,6.34,756,0.812,192.836,31.983,0.255,18,2,wt,_none_
19,1000.805,955.779,104.036,738,0.7929999999999999,185.907,31.527,0.268,19,2,wt,_none_
20,1001.885,955.098,112.989,733,0.8190000000000001,170.108,31.954,0.318,20,2,wt,_none_
21,1002.799,955.601,115.201,730,0.82,152.936,32.731,0.392,21,2,wt,_none_
22,1003.828,955.188,121.701,811,0.779,215.605,33.492,0.219,22,2,wt,_none_
23,1002.577,954.541,138.122,847,0.7859999999999999,203.706,34.085,0.256,23,2,wt,_none_
24,1002.226,955.228,156.80100000000004,799,0.802,164.93599999999995,32.173,0.369,24,2,wt,_none_
25,1003.799,954.255,49.399,783,0.8170000000000001,187.907,32.597,0.279,25,2,wt,_none_
