frame,y,x,minor,area,convexity,perimeter,major,circularity,frame,particle,label
63,496.67400000000004,472.736,37.198,2349,0.8140000000000001,412.19800000000004,80.403,0.174,63,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
64,510.474,447.495,37.74,1875,0.818,311.688,63.257,0.243,64,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
65,537.014,421.37800000000004,33.553000000000004,2469,0.759,511.921,93.69,0.11800000000000001,65,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
66,547.765,413.041,35.396,2438,0.8029999999999999,399.269,87.698,0.192,66,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
67,560.317,408.04699999999997,34.788000000000004,2480,0.754,485.595,90.76799999999999,0.132,67,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
68,563.664,406.541,35.959,2489,0.794,415.955,88.131,0.18100000000000002,68,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
69,563.403,405.4,31.4,2131,0.8140000000000001,363.186,86.411,0.203,69,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
70,555.0419999999999,408.17199999999997,38.289,2419,0.78,426.24,80.44,0.16699999999999998,70,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
71,549.48,409.077,39.894,2256,0.8079999999999999,416.34,72.001,0.16399999999999998,71,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
72,543.476,413.001,41.724,2123,0.8109999999999999,389.32800000000003,64.785,0.17600000000000002,72,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
73,537.314,419.92199999999997,42.233999999999995,2082,0.821,304.759,62.766999999999996,0.282,73,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
74,536.58,421.037,42.785,2095,0.807,381.47,62.345,0.18100000000000002,74,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
75,541.1759999999999,419.412,40.256,2152,0.8109999999999999,377.57099999999997,68.064,0.19,75,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
76,546.015,409.69300000000004,35.207,2258,0.8,421.47,81.65899999999999,0.16,76,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
77,564.217,400.004,30.615,2015,0.767,446.624,83.8,0.127,77,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
78,557.994,402.666,30.558000000000003,1901,0.823,337.529,79.207,0.21,78,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
79,550.757,405.631,33.806999999999995,1769,0.8240000000000001,276.96,66.625,0.29,79,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
80,541.237,410.336,32.903,1565,0.8170000000000001,284.17400000000004,60.56,0.244,80,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
81,534.352,415.961,36.426,2052,0.794,386.884,71.725,0.172,81,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
82,531.909,416.86800000000005,32.412,1794,0.804,313.002,70.47399999999999,0.23,82,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
83,529.826,420.369,31.105,1728,0.8009999999999999,304.17400000000004,70.734,0.235,83,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
84,535.761,416.44,30.125,1506,0.813,295.345,63.651,0.217,84,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
85,544.906,407.371,34.992,1774,0.8,349.38699999999994,64.55,0.183,85,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
86,547.004,405.93199999999996,33.731,1782,0.8370000000000001,290.86,67.265,0.265,86,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
87,544.626,409.07599999999996,35.522,1712,0.843,262.818,61.364,0.311,87,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
88,542.5980000000001,410.577,32.403,1446,0.8270000000000001,254.81799999999998,56.82,0.28,88,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
89,535.82,415.44800000000004,33.586,1633,0.823,297.002,61.906000000000006,0.233,89,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
90,513.36,435.63599999999997,31.215,2012,0.7879999999999999,380.29900000000004,82.06700000000001,0.175,90,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
91,516.908,433.371,34.251999999999995,1939,0.8029999999999999,352.25699999999995,72.078,0.196,91,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
92,524.442,426.57099999999997,33.195,1544,0.8390000000000001,263.546,59.222,0.27899999999999997,92,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
93,528.938,420.735,36.143,1594,0.8420000000000001,272.718,56.153,0.26899999999999996,93,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
94,528.3530000000001,421.92400000000004,34.78,1565,0.813,298.759,57.292,0.22,94,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
95,526.419,423.70300000000003,36.211,1760,0.813,322.70099999999996,61.885,0.212,95,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
96,515.349,434.158,30.378,1802,0.743,407.61199999999997,75.528,0.136,96,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
97,497.029,463.33,32.848,2007,0.7559999999999999,421.269,77.794,0.142,97,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
98,494.37199999999996,465.86,30.415,1768,0.754,392.441,74.012,0.14400000000000002,98,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
99,494.30800000000005,462.73199999999997,31.925,1793,0.7959999999999999,324.215,71.509,0.214,99,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
100,496.601,455.20599999999996,34.794000000000004,1504,0.818,294.274,55.036,0.218,100,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
101,497.565,450.759,33.955,1461,0.8270000000000001,269.546,54.785,0.253,101,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
102,500.969,445.93300000000005,31.857,1464,0.8420000000000001,247.64700000000002,58.513000000000005,0.3,102,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
103,499.965,451.28,33.566,1401,0.838,260.233,53.143,0.26,103,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
104,496.63599999999997,462.394,33.664,1652,0.797,309.144,62.481,0.217,104,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
105,491.32099999999997,471.827,31.427,1728,0.7959999999999999,375.81300000000005,70.009,0.154,105,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
106,490.644,470.50199999999995,33.675,1707,0.7859999999999999,360.6,64.542,0.165,106,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
107,499.18699999999995,457.347,38.453,1647,0.809,314.801,54.534,0.209,107,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
108,509.17900000000003,439.315,31.044,1775,0.775,342.94300000000004,72.8,0.19,108,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
109,522.2669999999999,422.829,32.54,2068,0.794,402.34,80.919,0.161,109,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
110,517.275,428.12300000000005,32.093,1687,0.7909999999999999,339.87199999999996,66.928,0.184,110,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
111,517.183,428.714,31.78,1632,0.805,320.316,65.385,0.2,111,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
112,519.951,425.726,32.064,1658,0.816,292.759,65.83800000000001,0.243,112,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
113,520.464,425.38300000000004,32.509,1603,0.8109999999999999,297.688,62.783,0.22699999999999998,113,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
114,520.871,425.855,33.623000000000005,1615,0.8190000000000001,305.73,61.157,0.217,114,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
115,521.591,425.48800000000006,33.446,1608,0.84,293.103,61.214,0.235,115,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
116,521.591,425.899,35.144,1628,0.809,289.103,58.981,0.245,116,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
117,519.725,427.707,35.367,1588,0.816,318.759,57.169,0.196,117,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
118,516.006,432.88800000000003,35.347,1517,0.807,287.345,54.644,0.231,118,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
119,513.803,434.713,34.062,1503,0.818,271.546,56.183,0.256,119,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
120,513.624,434.846,34.378,1523,0.8170000000000001,292.558,56.407,0.22399999999999998,120,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
121,514.403,433.834,35.971,1468,0.8220000000000001,251.40400000000002,51.961999999999996,0.292,121,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
122,515.825,432.50300000000004,37.49,1492,0.825,273.546,50.67100000000001,0.251,122,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
123,516.221,432.72900000000004,35.985,1470,0.825,278.375,52.012,0.23800000000000002,123,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
124,517.764,430.224,37.978,1645,0.8,348.70099999999996,55.15,0.17,124,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
125,520.2040000000001,427.29900000000004,33.217,1455,0.8190000000000001,306.902,55.771,0.19399999999999998,125,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
126,520.0980000000001,427.582,33.532,1388,0.7959999999999999,294.659,52.70399999999999,0.201,126,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
127,522.024,425.337,34.527,1418,0.802,293.83099999999996,52.291000000000004,0.20600000000000002,127,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
128,521.314,428.20300000000003,36.525,1384,0.813,263.789,48.246,0.25,128,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
129,518.6,430.709,34.686,1379,0.8270000000000001,237.16099999999997,50.619,0.308,129,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
130,519.382,430.736,34.703,1393,0.809,262.132,51.108999999999995,0.255,130,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
131,518.809,432.527,35.508,1355,0.821,258.475,48.586999999999996,0.255,131,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
132,516.49,434.50699999999995,35.118,1365,0.8270000000000001,239.99,49.489,0.298,132,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
133,520.117,431.175,38.836,1559,0.7909999999999999,304.416,51.111000000000004,0.21100000000000002,133,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
134,520.227,433.226,34.596,1277,0.841,240.81799999999998,46.997,0.27699999999999997,134,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
135,520.095,431.079,35.251,1310,0.8340000000000001,240.576,47.316,0.284,135,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
136,522.706,426.106,34.021,1343,0.8340000000000001,277.789,50.262,0.21899999999999997,136,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
137,521.742,427.548,34.407,1278,0.8590000000000001,219.706,47.293,0.33299999999999996,137,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
138,521.111,428.08099999999996,36.224000000000004,1321,0.8109999999999999,267.203,46.431000000000004,0.233,138,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
139,520.4209999999999,428.452,33.953,1276,0.8009999999999999,251.304,47.85,0.254,139,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
140,518.804,429.923,34.486999999999995,1271,0.812,250.81799999999998,46.924,0.254,140,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
141,517.637,432.219,35.355,1237,0.83,238.19099999999997,44.548,0.27399999999999997,141,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
142,515.2919999999999,434.68699999999995,34.811,1270,0.8290000000000001,257.647,46.451,0.24,142,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
143,514.842,435.555,34.474000000000004,1272,0.8009999999999999,259.99,46.98,0.23600000000000002,143,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
144,513.486,434.759,35.213,1251,0.835,230.19099999999997,45.233999999999995,0.297,144,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
145,514.697,434.324,36.963,1261,0.8320000000000001,237.16099999999997,43.437,0.282,145,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
146,515.2330000000001,433.12699999999995,36.67,1237,0.8240000000000001,242.81799999999998,42.95,0.264,146,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
147,516.586,431.481,37.936,1398,0.8140000000000001,272.132,46.92100000000001,0.237,147,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
148,514.9830000000001,434.704,37.97,1244,0.8390000000000001,212.77700000000002,41.715,0.345,148,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
149,515.739,434.91900000000004,39.42,1444,0.807,275.546,46.64,0.239,149,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
150,515.479,433.32800000000003,39.585,1457,0.838,247.99,46.864,0.298,150,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
151,516.504,432.402,37.384,1479,0.841,251.99,50.373000000000005,0.293,151,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
152,519.953,429.022,34.553000000000004,1485,0.818,287.58799999999997,54.72,0.226,152,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
153,521.197,427.025,36.066,1487,0.8290000000000001,282.96,52.495,0.233,153,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
154,521.376,427.077,36.133,1511,0.794,311.83099999999996,53.244,0.195,154,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
155,522.15,426.333,34.861,1434,0.777,299.245,52.373999999999995,0.201,155,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
156,523.185,426.94599999999997,35.744,1450,0.818,255.64700000000002,51.651,0.27899999999999997,156,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
157,522.724,426.73900000000003,36.091,1367,0.807,259.203,48.225,0.256,157,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
158,521.89,428.26,36.95,1351,0.8140000000000001,255.304,46.553999999999995,0.26,158,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
159,523.129,425.409,35.731,1473,0.8290000000000001,255.546,52.489,0.28300000000000003,159,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
160,522.636,425.244,34.128,1381,0.852,225.84799999999998,51.522,0.34,160,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
161,522.793,425.103,34.855,1403,0.8190000000000001,246.576,51.251000000000005,0.29,161,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
162,522.241,427.45099999999996,34.661,1397,0.802,290.032,51.318000000000005,0.209,162,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
163,522.861,427.782,35.525999999999996,1378,0.777,297.103,49.387,0.196,163,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
164,522.499,428.481,36.535,1351,0.8170000000000001,253.505,47.082,0.264,164,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
165,520.27,430.17699999999996,36.459,1326,0.775,314.073,46.306999999999995,0.16899999999999998,165,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
166,520.665,428.504,34.217,1334,0.831,265.889,49.638999999999996,0.237,166,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
167,523.871,424.565,33.265,1370,0.81,265.404,52.438,0.244,167,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
168,524.558,423.569,34.444,1357,0.809,271.889,50.163000000000004,0.231,168,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
169,525.498,424.32800000000003,35.085,1336,0.7859999999999999,283.103,48.483999999999995,0.209,169,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
170,523.278,424.606,35.957,1390,0.815,284.718,49.22,0.215,170,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
171,522.06,427.902,36.35,1292,0.795,259.061,45.255,0.242,171,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
172,519.068,431.621,37.453,1323,0.8170000000000001,267.889,44.976000000000006,0.23199999999999998,172,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
173,518.819,431.441,36.355,1295,0.81,280.96,45.354,0.20600000000000002,173,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
174,521.039,427.68199999999996,33.389,1283,0.797,283.103,48.925,0.201,174,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
175,522.534,426.94699999999995,34.275999999999996,1296,0.8240000000000001,246.81799999999998,48.141999999999996,0.267,175,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
176,520.6669999999999,429.39099999999996,35.973,1272,0.8220000000000001,247.64700000000002,45.022,0.261,176,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
177,519.766,429.634,38.023,1264,0.7759999999999999,260.475,42.326,0.23399999999999999,177,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
178,519.637,429.61,35.451,1227,0.815,258.818,44.068000000000005,0.23,178,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
179,520.231,430.14,35.083,1243,0.812,254.233,45.111999999999995,0.242,179,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
180,520.39,429.49300000000005,32.942,1234,0.8190000000000001,239.362,47.695,0.271,180,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
181,520.271,429.319,34.49,1172,0.77,295.487,43.266000000000005,0.16899999999999998,181,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_6_R3D_PRJ,AFA851
1,495.952,509.80699999999996,38.799,2434,0.804,440.725,79.874,0.157,1,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
2,508.287,517.712,38.174,2392,0.83,385.12699999999995,79.782,0.203,2,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
3,537.9259999999999,529.242,34.229,3132,0.755,597.418,116.50299999999999,0.11,3,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
4,525.3240000000001,523.12,34.964,2206,0.831,348.94300000000004,80.333,0.228,4,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
5,492.98,493.346,32.176,2643,0.6559999999999999,583.1759999999999,104.586,0.098,5,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
6,491.152,482.849,33.693000000000005,2584,0.701,456.86699999999996,97.648,0.156,6,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
7,496.39,492.586,37.238,2475,0.7929999999999999,435.99699999999996,84.626,0.16399999999999998,7,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
8,540.8,520.988,31.726,3116,0.747,631.117,125.054,0.098,8,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
9,557.928,524.423,29.405,2705,0.7659999999999999,557.9209999999999,117.12799999999999,0.109,9,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
10,526.845,512.373,32.236,1958,0.8170000000000001,350.843,77.336,0.2,10,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
11,528.697,511.898,35.73,2198,0.802,413.06800000000004,78.325,0.162,11,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
12,562.217,520.762,29.768,2860,0.778,571.034,122.32700000000001,0.11,12,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
13,555.904,519.073,33.107,2705,0.74,515.0509999999999,104.03,0.128,13,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
14,541.3480000000001,511.836,33.67,2291,0.797,434.38199999999995,86.635,0.153,14,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
15,508.309,495.01599999999996,36.229,2441,0.8140000000000001,410.583,85.786,0.182,15,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
16,523.5980000000001,503.85900000000004,36.492,1868,0.8390000000000001,333.529,65.176,0.21100000000000002,16,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
17,573.945,515.447,34.075,3292,0.7340000000000001,616.004,123.006,0.109,17,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
18,564.773,514.28,31.335,2583,0.755,478.08,104.954,0.142,18,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
19,525.806,503.401,31.320999999999998,2007,0.8079999999999999,355.772,81.587,0.19899999999999998,19,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
20,500.454,486.04400000000004,36.219,3028,0.762,517.193,106.446,0.142,20,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
21,518.5790000000001,498.42,34.974000000000004,1881,0.841,305.103,68.479,0.254,21,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
22,570.114,508.591,32.28,2809,0.759,515.678,110.79700000000001,0.133,22,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
23,576.128,509.087,34.233000000000004,2740,0.789,518.465,101.91,0.128,23,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
24,529.0790000000001,503.36199999999997,32.01,1886,0.805,364.014,75.017,0.179,24,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
25,501.485,478.086,34.611,2963,0.7190000000000001,606.448,108.999,0.10099999999999999,25,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
26,507.028,479.694,31.291,2516,0.7490000000000001,462.666,102.37700000000001,0.14800000000000002,26,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
27,526.899,511.652,52.123999999999995,3018,0.64,599.762,73.721,0.105,27,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
28,553.6659999999999,505.06800000000004,33.82,2568,0.8079999999999999,420.583,96.679,0.182,28,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
29,518.248,495.361,32.537,1924,0.8079999999999999,362.5,75.29,0.184,29,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
30,502.981,481.517,33.802,2881,0.805,490.909,108.51899999999999,0.15,30,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
31,525.628,494.833,35.978,2030,0.84,326.115,71.84,0.24,31,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_7_R3D_PRJ,AFA851
