frame,y,x,minor,area,convexity,perimeter,major,circularity,frame,particle,label
40,639.63,433.764,25.803,1628,0.72,375.81300000000005,80.334,0.145,40,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
41,639.24,435.824,25.831,1238,0.7929999999999999,264.818,61.022,0.222,41,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
42,595.535,467.83,27.364,2410,0.7,555.335,112.137,0.098,42,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
43,542.066,487.884,23.171999999999997,1725,0.625,554.992,94.786,0.07,43,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
44,543.304,490.464,21.791999999999998,992,0.7120000000000001,281.345,57.958999999999996,0.157,44,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
45,602.7769999999999,460.87199999999996,23.701,1719,0.759,400.784,92.34700000000001,0.134,45,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
46,619.661,450.08,25.572,1778,0.78,415.955,88.52799999999999,0.129,46,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
47,602.133,458.361,26.094,1293,0.8,275.931,63.091,0.213,47,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
48,574.205,478.548,22.164,1515,0.722,390.19800000000004,87.031,0.125,48,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
49,544.908,487.103,23.748,1721,0.638,472.423,92.271,0.09699999999999999,49,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
50,555.953,484.621,22.261,1449,0.6940000000000001,380.784,82.87700000000001,0.126,50,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
51,601.687,459.42400000000004,23.8,1262,0.746,284.274,67.514,0.196,51,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
52,634.266,435.54900000000004,26.265,1773,0.7070000000000001,431.99699999999996,85.948,0.11900000000000001,52,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
53,635.678,435.63,23.631,1436,0.769,335.186,77.372,0.161,53,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
54,637.361,433.449,27.991999999999997,1451,0.765,311.973,65.999,0.187,54,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
55,624.761,444.594,23.579,1177,0.762,287.103,63.556000000000004,0.179,55,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
56,596.982,459.546,23.641,1444,0.782,328.115,77.77,0.16899999999999998,56,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
57,572.2869999999999,474.661,23.613000000000003,1685,0.72,406.68300000000005,90.855,0.128,57,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
58,567.696,476.224,22.233,1671,0.67,465.595,95.694,0.09699999999999999,58,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
59,583.6,464.18800000000005,26.334,1344,0.733,336.458,64.982,0.149,59,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
60,584.311,464.977,20.506,773,0.649,274.032,47.995,0.129,60,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
61,584.3,462.92900000000003,20.195999999999998,711,0.713,232.43400000000003,44.824,0.165,61,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
62,608.45,448.92900000000003,27.761999999999997,1637,0.75,367.671,75.078,0.152,62,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
63,622.1080000000001,440.041,26.514,1462,0.8009999999999999,264.96,70.207,0.262,63,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
64,617.992,442.316,27.026,1351,0.774,299.58799999999997,63.648,0.18899999999999997,64,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
65,607.52,446.889,28.136999999999997,1673,0.784,369.914,75.705,0.154,65,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
66,603.1619999999999,450.972,28.326999999999998,1563,0.7709999999999999,350.35699999999997,70.255,0.16,66,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
67,601.989,451.301,27.684,1530,0.7659999999999999,351.42800000000005,70.369,0.156,67,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
68,601.524,452.615,26.638,1522,0.736,393.955,72.747,0.12300000000000001,68,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
69,608.7080000000001,446.648,25.828000000000003,1484,0.7609999999999999,322.801,73.156,0.179,69,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
70,608.376,446.68300000000005,28.678,1464,0.765,344.6,64.998,0.155,70,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
71,589.911,461.358,19.721,1116,0.7170000000000001,287.688,72.054,0.16899999999999998,71,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
72,573.919,470.673,25.826,1927,0.6829999999999999,547.477,95.00299999999999,0.081,72,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
73,588.271,461.10400000000004,18.805,790,0.75,229.019,53.488,0.18899999999999997,73,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
74,584.479,464.20300000000003,19.833,1032,0.65,331.42800000000005,66.252,0.11800000000000001,74,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
75,572.876,469.55400000000003,26.888,1943,0.703,502.12199999999996,92.006,0.09699999999999999,75,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
76,568.545,471.216,24.649,1598,0.7509999999999999,393.47,82.544,0.13,76,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
77,590.756,458.272,23.511999999999997,1101,0.812,244.676,59.621,0.231,77,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
78,591.202,457.18,22.101999999999997,1061,0.736,289.002,61.122,0.16,78,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
79,577.184,464.70099999999996,22.43,943,0.7609999999999999,246.233,53.528999999999996,0.195,79,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
80,571.51,466.73800000000006,25.256999999999998,1461,0.7240000000000001,367.914,73.65,0.136,80,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
81,569.212,468.29900000000004,25.718000000000004,1453,0.79,296.17400000000004,71.936,0.20800000000000002,81,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
82,583.247,460.28,24.534000000000002,997,0.812,205.80599999999998,51.74100000000001,0.29600000000000004,82,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
83,598.837,452.471,21.919,1208,0.737,277.203,70.172,0.198,83,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
84,596.842,454.04,22.193,1032,0.753,249.16099999999997,59.208,0.209,84,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
85,591.5790000000001,455.08,29.545,1262,0.826,246.81799999999998,54.386,0.26,85,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
86,589.99,455.269,29.156,1258,0.7929999999999999,282.96,54.93600000000001,0.19699999999999998,86,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
87,589.4580000000001,456.09,28.372,1200,0.7909999999999999,249.889,53.852,0.24100000000000002,87,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
88,589.2719999999999,457.23699999999997,25.99,1046,0.8140000000000001,221.362,51.244,0.268,88,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
89,588.235,456.54699999999997,27.482,1042,0.7909999999999999,215.706,48.276,0.281,89,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
90,591.487,454.76,25.065,1023,0.778,240.576,51.965,0.222,90,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
91,589.602,455.194,26.01,985,0.809,207.22,48.218,0.28800000000000003,91,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
92,591.8240000000001,452.754,25.461,966,0.804,218.77700000000002,48.306999999999995,0.254,92,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
93,591.498,452.945,26.112,951,0.8340000000000001,201.563,46.371,0.294,93,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
94,589.39,452.31,27.351999999999997,961,0.82,213.94799999999998,44.735,0.264,94,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
95,590.523,452.131,28.459,1134,0.823,226.77700000000002,50.735,0.27699999999999997,95,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
96,590.446,450.98699999999997,29.031999999999996,1137,0.787,230.676,49.865,0.26899999999999996,96,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
97,591.956,452.152,29.410999999999998,1295,0.8109999999999999,248.475,56.062,0.264,97,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
98,592.9680000000001,449.588,26.320999999999998,1108,0.784,249.99,53.598,0.223,98,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
99,595.181,447.911,29.134,1277,0.7909999999999999,241.505,55.808,0.275,99,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
100,596.957,445.985,26.898000000000003,1115,0.8190000000000001,221.262,52.78,0.28600000000000003,100,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
101,596.4630000000001,446.892,27.28,1092,0.7929999999999999,210.877,50.966,0.309,101,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
102,596.626,446.26300000000003,27.951999999999998,1142,0.789,264.475,52.019,0.205,102,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
103,595.1619999999999,447.185,30.697,1295,0.81,253.304,53.714,0.254,103,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
104,596.2,446.369,30.49,1278,0.8170000000000001,268.132,53.368,0.223,104,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
105,598.904,444.2,27.041999999999998,1077,0.78,243.505,50.71,0.228,105,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
106,598.776,444.61300000000006,27.17,1033,0.7759999999999999,264.132,48.409,0.18600000000000003,106,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
107,599.28,443.94300000000004,27.18,1231,0.7809999999999999,262.475,57.666000000000004,0.225,107,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
108,595.7909999999999,444.98,28.975,1256,0.787,257.889,55.192,0.237,108,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
109,593.486,445.596,28.514,1246,0.821,263.546,55.638999999999996,0.225,109,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
110,594.5830000000001,445.341,27.309,1211,0.79,277.30400000000003,56.461000000000006,0.198,110,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
111,594.507,444.14099999999996,28.509,1205,0.809,231.605,53.816,0.282,111,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
112,594.756,443.295,23.92,1012,0.782,229.262,53.869,0.242,112,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
113,593.697,443.70099999999996,24.235,996,0.785,224.77700000000002,52.327,0.248,113,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
114,594.031,445.274,27.734,1129,0.795,215.463,51.832,0.306,114,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
115,592.656,444.853,24.868000000000002,1004,0.7759999999999999,242.19099999999997,51.405,0.215,115,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
116,593.283,445.87300000000005,28.539,1191,0.799,256.718,53.136,0.22699999999999998,116,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
117,591.531,447.55199999999996,29.081,1201,0.8109999999999999,248.676,52.583,0.244,117,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
118,590.7769999999999,449.876,27.833000000000002,1178,0.7829999999999999,253.747,53.888000000000005,0.23,118,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
119,586.053,453.51099999999997,29.164,1432,0.76,332.115,62.519,0.163,119,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
120,589.045,450.875,27.541999999999998,1141,0.7709999999999999,269.546,52.747,0.19699999999999998,120,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
121,589.4209999999999,450.293,27.774,1133,0.774,280.617,51.941,0.18100000000000002,121,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
122,590.952,449.848,25.881,1149,0.765,290.032,56.527,0.172,122,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
123,589.351,451.034,25.983,1393,0.7559999999999999,315.002,68.262,0.17600000000000002,123,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
124,594.283,447.286,26.906999999999996,1083,0.772,253.16099999999997,51.247,0.212,124,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
125,592.817,447.225,26.82,1100,0.726,267.546,52.22,0.193,125,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
126,588.882,450.212,25.182,1074,0.715,299.58799999999997,54.303000000000004,0.15,126,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
127,588.2769999999999,449.329,26.479,1025,0.715,297.58799999999997,49.287,0.145,127,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
128,588.2180000000001,450.652,22.996,801,0.6559999999999999,283.44599999999997,44.349,0.125,128,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
129,587.419,452.07099999999997,24.923000000000002,1035,0.7070000000000001,307.487,52.875,0.138,129,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
130,589.232,452.11300000000006,24.679000000000002,1045,0.733,288.517,53.915,0.158,130,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
131,587.5269999999999,453.92800000000005,25.421,957,0.767,244.09,47.933,0.20199999999999999,131,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
132,585.41,453.67699999999996,22.635,736,0.7390000000000001,232.049,41.401,0.172,132,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
133,586.757,452.31199999999995,22.131,752,0.72,232.43400000000003,43.265,0.175,133,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
134,589.972,450.07199999999995,23.503,1041,0.743,282.617,56.395,0.16399999999999998,134,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
135,589.758,451.214,23.219,996,0.715,263.30400000000003,54.618,0.18100000000000002,135,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
136,587.52,452.231,24.91,1032,0.7509999999999999,280.17400000000004,52.748999999999995,0.165,136,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
137,589.255,451.95,24.237,988,0.7509999999999999,237.605,51.903,0.22,137,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
138,589.349,449.69300000000004,24.272,1000,0.733,276.132,52.458,0.165,138,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
139,589.169,451.36699999999996,24.724,999,0.7879999999999999,247.99,51.446999999999996,0.204,139,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
140,587.658,452.05400000000003,22.098000000000003,802,0.723,245.99,46.21,0.16699999999999998,140,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
141,588.456,451.24199999999996,26.99,995,0.7340000000000001,284.517,46.938,0.154,141,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
142,590.002,450.457,23.504,816,0.7190000000000001,232.333,44.203,0.19,142,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
143,590.915,450.667,25.534000000000002,988,0.745,266.375,49.266000000000005,0.175,143,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
144,590.015,450.92199999999997,25.89,992,0.775,253.16099999999997,48.785,0.195,144,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
145,591.525,450.996,25.17,982,0.7440000000000001,294.659,49.675,0.142,145,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
146,592.431,450.65,25.945999999999998,941,0.742,270.375,46.178000000000004,0.162,146,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
147,591.552,450.11300000000006,25.569000000000003,967,0.7290000000000001,236.676,48.153999999999996,0.217,147,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
148,591.371,449.751,24.677,958,0.7340000000000001,248.333,49.428999999999995,0.195,148,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
149,590.525,452.093,25.546,949,0.723,258.375,47.299,0.179,149,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
150,591.7869999999999,451.26800000000003,27.791999999999998,974,0.7959999999999999,211.12,44.622,0.275,150,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
151,591.809,450.17699999999996,27.424,947,0.818,195.321,43.967,0.312,151,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
152,592.286,450.534,27.980999999999998,932,0.762,245.99,42.409,0.19399999999999998,152,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
153,592.145,450.48400000000004,26.713,956,0.738,228.676,45.566,0.23,153,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
154,592.236,449.99,27.344,977,0.765,236.676,45.493,0.21899999999999997,154,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
155,591.345,450.431,26.75,976,0.7809999999999999,242.919,46.456,0.20800000000000002,155,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
156,591.399,450.485,27.815,979,0.75,248.576,44.81399999999999,0.19899999999999998,156,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
157,591.582,450.407,26.826999999999998,943,0.777,233.84799999999998,44.756,0.217,157,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
158,591.852,449.285,27.118000000000002,957,0.78,247.747,44.933,0.196,158,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
159,591.591,448.80400000000003,28.691,936,0.79,215.94799999999998,41.538000000000004,0.252,159,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
160,592.581,449.275,28.671999999999997,923,0.789,200.392,40.986999999999995,0.289,160,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
161,594.028,447.874,28.272,944,0.8009999999999999,205.321,42.513000000000005,0.281,161,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
162,594.86,447.077,27.921999999999997,917,0.76,246.919,41.816,0.18899999999999997,162,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
163,596.6519999999999,446.598,28.412,946,0.8009999999999999,230.81799999999998,42.394,0.223,163,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
164,595.925,445.23800000000006,28.656999999999996,925,0.775,253.889,41.098,0.18,164,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
165,594.939,447.075,29.631999999999998,929,0.7809999999999999,221.84799999999998,39.917,0.237,165,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
166,593.903,446.04900000000004,31.245,937,0.843,185.321,38.183,0.34299999999999997,166,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
167,593.212,446.075,31.044,897,0.785,200.149,36.79,0.281,167,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
168,593.389,446.51099999999997,31.09,925,0.8059999999999999,206.049,37.882,0.27399999999999997,168,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
169,594.133,446.467,31.629,889,0.7979999999999999,192.149,35.787,0.303,169,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
170,593.173,446.884,31.552,888,0.745,218.53400000000002,35.834,0.23399999999999999,170,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
171,592.528,446.603,29.574,741,0.7859999999999999,193.907,31.901999999999997,0.248,171,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
172,590.315,447.23,30.842,855,0.775,186.97799999999998,35.297,0.307,172,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
173,590.164,446.41,27.834,736,0.7759999999999999,195.907,33.667,0.24100000000000002,173,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
174,593.123,446.905,26.555999999999997,751,0.797,187.321,36.007,0.26899999999999996,174,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
175,591.904,445.395,27.765,732,0.809,169.421,33.568000000000005,0.32,175,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
176,590.3340000000001,445.055,25.579,741,0.797,182.007,36.885,0.281,176,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
177,591.811,445.399,26.684,700,0.794,180.35,33.4,0.27,177,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
178,587.563,446.966,30.101,828,0.8009999999999999,190.49200000000002,35.023,0.287,178,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
179,587.967,446.907,27.651,700,0.83,149.137,32.232,0.395,179,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
180,588.295,445.647,27.691,737,0.8109999999999999,177.66400000000002,33.887,0.293,180,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
181,587.3009999999999,447.249,27.386999999999997,744,0.8420000000000001,150.208,34.589,0.414,181,0_/Users/danielleon/Desktop/AFA226/Processed/AFA226_20200908_6_R3D_PRJ,AFA226
1,501.355,473.324,26.279,1302,0.8540000000000001,205.80599999999998,63.083999999999996,0.386,1,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_1_R3D_PRJ,AFA851
2,524.499,520.053,20.480999999999998,1457,0.7859999999999999,316.45799999999997,90.57700000000001,0.183,2,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_1_R3D_PRJ,AFA851
3,550.8330000000001,557.893,21.855,1289,0.79,258.475,75.095,0.242,3,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_1_R3D_PRJ,AFA851
4,558.24,560.2909999999999,22.668000000000003,1283,0.805,261.30400000000003,72.066,0.23600000000000002,4,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_1_R3D_PRJ,AFA851
5,555.4730000000001,555.2,23.139,1185,0.838,240.43400000000003,65.204,0.258,5,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_1_R3D_PRJ,AFA851
6,544.362,540.387,22.833000000000002,1036,0.787,253.40400000000002,57.77,0.203,6,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_1_R3D_PRJ,AFA851
7,505.548,467.963,20.235,1307,0.794,284.375,82.241,0.203,7,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_1_R3D_PRJ,AFA851
8,502.264,443.39,24.372,1486,0.8059999999999999,265.404,77.631,0.265,8,0_/Users/danielleon/Desktop/AFA851/Processed/AFA851_20200901_1_R3D_PRJ,AFA851
