frame,y,x,minor,area,convexity,perimeter,major,circularity,frame,particle
157,545.6569999999999,472.05699999999996,32.525999999999996,1211,0.748,288.759,47.406000000000006,0.183,157,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
158,546.379,473.005,33.063,1185,0.7559999999999999,277.688,45.63399999999999,0.193,158,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
159,546.849,473.246,32.692,1207,0.764,285.103,47.00899999999999,0.187,159,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
160,546.797,473.94199999999995,28.894000000000002,908,0.743,242.576,40.012,0.19399999999999998,160,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
161,547.956,473.972,30.153000000000002,942,0.706,277.789,39.777,0.153,161,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
162,547.856,474.588,33.108000000000004,1142,0.7659999999999999,237.505,43.918,0.254,162,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
163,549.24,475.905,30.236,936,0.759,244.09,39.414,0.19699999999999998,163,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
164,547.7769999999999,475.967,32.931999999999995,1133,0.747,267.061,43.805,0.2,164,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
165,548.3969999999999,476.408,32.818000000000005,1120,0.76,291.58799999999997,43.453,0.166,165,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
166,549.894,476.499,29.526,903,0.7020000000000001,301.002,38.94,0.125,166,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
167,550.313,476.551,28.732,898,0.657,312.316,39.794000000000004,0.11599999999999999,167,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
168,549.844,475.575,33.195,1161,0.7759999999999999,270.375,44.532,0.2,168,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
169,549.404,475.603,33.248000000000005,1150,0.769,240.333,44.04,0.25,169,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
170,549.519,475.126,32.454,1131,0.758,277.44599999999997,44.371,0.185,170,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
171,550.029,476.19199999999995,33.594,1161,0.775,258.475,44.001999999999995,0.218,171,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
172,549.3480000000001,476.17,33.145,1153,0.7909999999999999,230.676,44.292,0.272,172,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
173,549.944,475.92400000000004,33.531,1186,0.7659999999999999,268.96,45.035,0.20600000000000002,173,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
174,548.794,474.20300000000003,33.501999999999995,1189,0.767,283.103,45.188,0.18600000000000003,174,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
175,549.369,475.23699999999997,28.035999999999998,825,0.6890000000000001,251.16099999999997,37.467,0.16399999999999998,175,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
176,547.97,475.023,31.066,1018,0.726,295.245,41.722,0.147,176,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
177,548.621,476.639,30.445,1041,0.726,264.96,43.536,0.18600000000000003,177,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
178,549.362,477.249,27.09,842,0.733,257.747,39.574,0.159,178,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
179,549.08,477.202,32.909,1131,0.769,251.747,43.758,0.22399999999999998,179,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
180,549.284,476.531,32.124,1166,0.778,263.161,46.214,0.212,180,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
181,549.361,475.575,27.968000000000004,897,0.722,284.032,40.835,0.14,181,1_/home/jpincru/pelisdv/sabas/results/TL1_sabas_AFA854_1_R3D_PRJ
