frame,y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle
1,790.684,438.911,40.314,947,0.7759999999999999,242.333,36.578,0.203,1,3
1,827.461,607.02,106.699,1395,0.785,336.215,44.38399999999999,0.155,1,4
1,897.17,66.936,97.943,1018,0.8190000000000001,209.22,37.703,0.292,1,11
1,908.63,209.717,111.501,683,0.7979999999999999,163.279,30.18,0.322,1,12
1,915.32,289.428,82.03,1259,0.785,270.032,42.196999999999996,0.217,1,13
1,913.748,978.513,140.389,670,0.8079999999999999,168.93599999999998,32.193000000000005,0.295,1,15
1,968.8739999999999,356.338,167.32,954,0.82,206.149,35.802,0.282,1,16
1,751.425,550.239,80.91,2299,0.73,476.181,60.821999999999996,0.127,1,20
1,707.302,1001.3939999999999,164.407,1038,0.802,212.09,37.971,0.29,1,22
1,731.03,791.422,158.68200000000002,872,0.8,220.676,37.6,0.225,1,23
1,203.77900000000002,740.704,125.75399999999999,548,0.8220000000000001,136.309,27.587,0.371,1,24
1,372.884,936.079,120.37899999999999,584,0.813,139.38,27.857,0.37799999999999995,1,25
1,372.397,558.565,10.305,601,0.828,139.137,30.506,0.39,1,26
1,404.535,721.6239999999999,129.289,908,0.8,196.49200000000002,35.919000000000004,0.29600000000000004,1,29
1,493.315,73.73100000000001,60.573,1153,0.8190000000000001,253.546,39.228,0.225,1,32
1,495.353,173.168,60.255,737,0.779,209.463,34.539,0.21100000000000002,1,34
1,601.244,249.16400000000002,36.607,866,0.7829999999999999,205.706,34.785,0.257,1,37
1,582.951,336.824,150.642,1392,0.777,335.04400000000004,46.538000000000004,0.156,1,38
1,551.544,91.728,111.541,948,0.823,196.593,35.983000000000004,0.308,1,40
1,563.747,632.948,110.095,1015,0.794,232.919,37.28,0.235,1,42
2,752.947,550.107,66.194,2201,0.736,536.063,58.455,0.096,2,20
2,792.09,437.686,9.689,873,0.762,240.81799999999998,34.998000000000005,0.18899999999999997,2,3
2,828.913,605.63,85.426,1334,0.795,303.002,43.681999999999995,0.183,2,4
2,900.068,67.921,142.85299999999998,1026,0.8190000000000001,213.12,36.35,0.284,2,11
2,910.6469999999999,210.342,115.821,646,0.7879999999999999,179.078,29.593000000000004,0.253,2,12
2,916.418,287.707,104.323,1181,0.752,297.83099999999996,39.233000000000004,0.16699999999999998,2,13
2,915.579,978.824,164.055,675,0.785,168.69299999999998,33.051,0.298,2,15
2,969.189,356.36300000000006,138.945,891,0.8059999999999999,190.735,33.971,0.308,2,16
2,735.812,794.5110000000001,62.176,828,0.805,192.735,34.846,0.28,2,23
2,494.279,172.674,57.653,701,0.841,144.79399999999998,31.076999999999998,0.42,2,34
2,708.6460000000001,1001.314,159.905,967,0.8,224.43400000000003,36.735,0.24100000000000002,2,22
2,204.56799999999998,738.9860000000001,29.745,560,0.797,151.72299999999998,26.796999999999997,0.306,2,24
2,372.125,935.079,120.65100000000001,570,0.813,157.52200000000002,28.27,0.289,2,25
2,373.439,557.741,158.839,560,0.81,140.65200000000002,29.166999999999998,0.35600000000000004,2,26
