time,y,x,mass,size,ecc,signal,raw_mass,ep,category,particle
1,11.917,603.9159999999999,12.68,726,0.804,178.208,35.16,0.287,wt,0
1,704.998,527.48,16.39,600,0.7440000000000001,171.52200000000002,29.3,0.256,wt,1
1,726.1339999999999,293.82599999999996,65.056,1183,0.8079999999999999,257.404,40.297,0.22399999999999998,wt,2
1,723.568,611.845,38.66,1037,0.7979999999999999,268.132,38.772,0.18100000000000002,wt,3
1,780.5419999999999,510.985,170.27200000000002,2418,0.759,483.63699999999994,59.536,0.13,wt,5
1,775.015,707.689,156.371,1426,0.782,332.801,45.818999999999996,0.162,wt,6
1,789.367,977.576,97.125,1151,0.787,260.132,41.075,0.214,wt,8
1,807.905,638.184,78.69,738,0.725,242.81799999999998,32.61,0.157,wt,9
1,896.934,618.854,73.85600000000001,760,0.7240000000000001,234.333,33.81,0.174,wt,12
1,969.137,515.25,2.7260000000000004,1852,0.737,416.583,52.79,0.134,wt,16
1,979.622,887.819,55.125,794,0.8029999999999999,185.66400000000002,33.566,0.289,wt,17
1,999.7660000000001,440.093,114.624,1406,0.745,372.156,44.745,0.128,wt,18
1,689.038,773.2810000000001,94.236,1487,0.782,367.81300000000005,46.534,0.138,wt,20
1,672.985,217.34799999999998,135.0,1692,0.79,343.186,49.458,0.18100000000000002,wt,21
1,785.296,829.8439999999999,95.572,900,0.774,219.94799999999998,34.739000000000004,0.23399999999999999,wt,22
1,64.093,515.2090000000001,126.193,1091,0.772,263.889,46.169,0.19699999999999998,wt,24
1,665.048,342.30400000000003,117.646,1133,0.752,305.73,38.215,0.152,wt,25
1,315.268,907.6569999999999,160.346,1015,0.768,252.919,37.484,0.19899999999999998,wt,28
1,311.27,590.325,125.91,732,0.8220000000000001,166.208,31.11,0.33299999999999996,wt,29
1,379.45599999999996,408.88599999999997,108.88600000000001,837,0.7859999999999999,204.392,33.513000000000005,0.252,wt,32
1,391.06699999999995,724.1419999999999,132.274,1167,0.797,297.002,39.153,0.166,wt,33
1,570.268,218.74400000000003,156.80100000000002,1133,0.8009999999999999,269.44599999999997,40.352,0.196,wt,37
2,785.3760000000001,831.2330000000001,109.855,831,0.79,202.877,32.829,0.254,wt,22
2,726.528,293.341,72.719,1123,0.794,251.64700000000002,39.427,0.223,wt,2
2,724.7539999999999,609.94,25.514,1051,0.77,257.30400000000003,38.465,0.19899999999999998,wt,3
2,780.375,511.95,7.431,2367,0.765,457.796,57.613,0.142,wt,5
2,702.6030000000001,525.729,22.109,564,0.758,178.35,29.124000000000002,0.223,wt,1
2,773.341,705.923,146.611,1325,0.768,325.387,43.273,0.157,wt,6
2,791.48,976.242,113.839,1074,0.7809999999999999,262.617,39.834,0.196,wt,8
2,897.306,619.687,81.67399999999999,727,0.745,199.22,34.907,0.23,wt,12
2,969.725,515.28,141.892,1767,0.764,361.914,53.012,0.17,wt,16
2,980.8860000000001,886.795,77.8,767,0.797,192.392,32.071,0.26,wt,17
2,1000.8939999999999,439.189,109.134,1283,0.768,287.58799999999997,43.552,0.195,wt,18
2,690.36,772.6310000000001,97.667,1353,0.782,281.789,43.623000000000005,0.214,wt,20
2,674.143,217.385,152.56,1674,0.794,321.387,49.808,0.204,wt,21
2,316.498,907.184,105.376,954,0.8170000000000001,213.94799999999998,35.494,0.262,wt,28
2,666.4939999999999,342.466,49.398999999999994,1077,0.732,317.144,38.155,0.135,wt,25
2,65.994,515.461,71.96600000000001,1090,0.794,243.40400000000002,41.743,0.231,wt,24
2,312.275,592.255,141.34,739,0.8170000000000001,182.007,32.534,0.28,wt,29
2,381.509,408.858,121.43,849,0.7979999999999999,198.97799999999998,36.238,0.26899999999999996,wt,32
2,11.839,602.273,16.314,722,0.787,188.593,35.538000000000004,0.255,wt,0
2,393.283,724.278,123.69,1149,0.792,263.30400000000003,40.654,0.20800000000000002,wt,33
2,572.058,218.21,122.661,1092,0.7709999999999999,268.375,38.653,0.191,wt,37
3,691.306,771.799,121.139,1465,0.765,348.5,46.809,0.152,wt,20
3,774.419,705.8489999999999,130.236,1318,0.774,292.375,42.438,0.19399999999999998,wt,6
3,705.1519999999999,524.43,6.71,558,0.733,186.392,28.775,0.20199999999999999,wt,1
3,725.1569999999999,612.856,52.352,1042,0.797,224.919,38.589,0.259,wt,3
3,727.943,292.925,138.366,1201,0.762,309.58799999999997,39.47,0.157,wt,2
3,780.959,513.638,162.89700000000002,2403,0.785,517.737,59.375,0.113,wt,5
3,787.002,828.5880000000001,145.561,839,0.774,209.706,34.791,0.24,wt,22
3,899.8439999999999,620.393,78.959,735,0.754,211.80599999999998,36.207,0.20600000000000002,wt,12
3,972.3439999999999,515.98,124.461,1791,0.752,403.51199999999994,51.753,0.138,wt,16
3,981.855,885.041,30.465999999999998,789,0.7659999999999999,184.735,32.798,0.29100000000000004,wt,17
3,1000.92,438.978,124.902,1292,0.737,374.642,42.891999999999996,0.11599999999999999,wt,18
3,672.898,215.155,158.385,1604,0.78,352.843,48.236000000000004,0.162,wt,21
3,809.957,619.748,132.955,536,0.6859999999999999,164.25,30.046,0.25,wt,9
3,667.336,342.19800000000004,54.605,1105,0.755,303.973,39.400999999999996,0.15,wt,25
3,791.571,976.2139999999999,137.643,1075,0.772,289.688,38.904,0.161,wt,8
3,12.427999999999999,604.525,14.036,723,0.81,181.865,34.175,0.275,wt,0
3,69.97399999999999,511.967,148.671,1179,0.8190000000000001,248.81799999999998,49.442,0.239,wt,24
3,316.54400000000004,907.887,54.782,1019,0.8220000000000001,227.262,36.899,0.248,wt,28
3,380.25699999999995,409.227,145.491,818,0.7879999999999999,190.83599999999998,33.395,0.282,wt,32
3,312.92900000000003,589.359,64.134,737,0.8290000000000001,176.593,32.676,0.297,wt,29
3,391.971,723.1080000000001,147.031,1098,0.813,236.333,38.49,0.247,wt,33
3,572.3240000000001,215.643,133.21,1084,0.7659999999999999,252.81799999999998,39.699,0.213,wt,37
4,790.821,975.3660000000001,114.944,1088,0.794,216.19099999999997,39.446,0.293,wt,8
4,704.908,522.9,32.347,568,0.743,183.907,29.465999999999998,0.21100000000000002,wt,1
4,724.779,610.938,41.309,1089,0.8009999999999999,232.09,37.418,0.254,wt,3
4,728.96,292.209,99.66,1242,0.805,256.375,40.605,0.237,wt,2
4,781.698,509.92900000000003,8.931000000000001,2397,0.762,494.909,59.101000000000006,0.12300000000000001,wt,5
4,775.502,703.306,133.493,1401,0.765,311.487,44.144,0.18100000000000002,wt,6
4,786.7289999999999,829.3760000000001,108.88600000000001,886,0.8240000000000001,211.463,35.238,0.249,wt,22
4,813.5310000000001,616.771,130.914,652,0.657,259.647,31.224,0.122,wt,9
4,999.563,435.689,121.891,1387,0.785,322.70099999999996,45.718,0.16699999999999998,wt,18
4,897.155,618.523,98.531,776,0.746,219.12,33.797,0.203,wt,12
4,970.905,513.185,133.755,1866,0.759,417.754,53.88,0.134,wt,16
4,983.6260000000001,883.7919999999999,57.426,812,0.7879999999999999,206.049,34.911,0.24,wt,17
4,689.4169999999999,770.069,115.084,1444,0.785,330.801,44.269,0.166,wt,20
4,676.314,215.49,148.523,1638,0.8009999999999999,315.73,49.391000000000005,0.20600000000000002,wt,21
4,12.636,603.565,149.931,758,0.779,181.179,35.013000000000005,0.29,wt,0
4,74.248,509.501,109.79899999999999,1253,0.805,261.44599999999997,47.937,0.23,wt,24
4,314.20799999999997,588.895,129.401,759,0.826,157.279,32.789,0.386,wt,29
4,319.343,905.3589999999999,20.095,1007,0.8059999999999999,218.53400000000002,38.262,0.265,wt,28
4,667.992,340.284,152.85,1037,0.762,252.09,38.400999999999996,0.205,wt,25
4,389.70599999999996,723.025,20.854,1122,0.792,264.718,38.341,0.201,wt,33
4,572.214,214.243,146.634,1131,0.765,282.032,41.317,0.179,wt,37
4,377.94599999999997,407.994,82.405,888,0.772,221.262,37.753,0.228,wt,32
5,782.622,509.974,176.73,2489,0.784,516.122,60.641000000000005,0.11699999999999999,wt,5
5,773.826,699.701,133.452,1383,0.765,332.25699999999995,44.248000000000005,0.157,wt,6
5,688.775,769.181,121.329,1435,0.769,340.115,45.477,0.156,wt,20
5,725.01,610.0369999999999,38.853,1103,0.815,242.09,39.121,0.23600000000000002,wt,3
5,705.78,522.5409999999999,33.232,560,0.779,156.108,29.169,0.289,wt,1
5,787.444,827.327,117.181,921,0.7979999999999999,220.291,35.228,0.23800000000000002,wt,22
5,729.885,291.883,160.42700000000002,1218,0.794,239.16099999999997,40.305,0.268,wt,2
5,792.345,973.71,132.357,1107,0.7829999999999999,259.647,40.226,0.20600000000000002,wt,8
5,894.666,617.846,62.879,853,0.6759999999999999,264.718,36.568000000000005,0.153,wt,12
5,971.93,512.587,142.275,1945,0.747,457.796,54.903999999999996,0.11699999999999999,wt,16
5,983.63,883.945,73.009,836,0.828,199.80599999999998,35.128,0.263,wt,17
5,677.122,215.666,139.086,1643,0.7709999999999999,361.186,49.559,0.158,wt,21
5,812.72,611.789,148.299,567,0.617,237.16099999999997,30.333000000000002,0.127,wt,9
5,1000.09,434.565,121.139,1401,0.754,327.387,45.885,0.16399999999999998,wt,18
5,670.01,340.309,62.85,1028,0.778,247.889,38.518,0.21,wt,25
5,13.484000000000002,602.7130000000001,153.435,759,0.8290000000000001,153.48,33.398,0.405,wt,0
5,68.84899999999999,509.25199999999995,101.113,1235,0.7929999999999999,258.33299999999997,52.016999999999996,0.233,wt,24
5,314.966,588.09,143.13,788,0.804,164.208,33.463,0.36700000000000005,wt,29
5,318.902,905.2660000000001,99.689,981,0.8140000000000001,218.676,35.698,0.258,wt,28
5,380.923,406.86,104.036,878,0.777,220.77700000000002,35.272,0.226,wt,32
5,393.066,722.6210000000001,118.21700000000001,1141,0.8170000000000001,253.40400000000002,38.986,0.223,wt,33
5,574.235,213.507,158.19899999999998,1088,0.75,264.96,39.693000000000005,0.195,wt,37
6,793.34,973.5369999999999,138.468,1136,0.757,311.345,39.798,0.147,wt,8
6,691.804,768.49,106.79799999999999,1471,0.748,353.47,46.262,0.14800000000000002,wt,20
6,708.9739999999999,522.68,62.65,578,0.7859999999999999,158.936,28.236,0.28800000000000003,wt,1
6,730.408,290.801,145.67,1245,0.774,269.44599999999997,40.724000000000004,0.215,wt,2
6,784.693,509.48400000000004,5.404,2464,0.737,517.092,59.677,0.11599999999999999,wt,5
6,776.38,699.561,151.928,1335,0.794,276.132,43.696000000000005,0.22,wt,6
6,788.579,825.125,135.971,894,0.821,198.049,35.882,0.28600000000000003,wt,22
6,815.419,607.548,140.194,565,0.687,216.53400000000002,29.961,0.151,wt,9
6,677.138,215.517,162.82399999999998,1729,0.777,368.74199999999996,50.395,0.16,wt,21
6,898.2689999999999,616.273,62.818999999999996,849,0.732,260.132,34.872,0.158,wt,12
6,972.546,510.80199999999996,151.113,1940,0.772,411.37,54.545,0.14400000000000002,wt,16
6,984.1060000000001,882.51,57.528999999999996,814,0.813,177.078,33.871,0.326,wt,17
6,999.3489999999999,436.24,114.624,1475,0.782,335.38699999999994,46.378,0.165,wt,18
6,671.811,340.01800000000003,48.576,1051,0.753,280.617,37.357,0.168,wt,25
6,725.89,609.382,23.199,1089,0.784,254.81799999999998,38.010999999999996,0.21100000000000002,wt,3
6,13.98,600.8330000000001,160.346,825,0.7759999999999999,196.35,35.574,0.26899999999999996,wt,0
6,72.368,508.892,100.88600000000001,1292,0.794,262.475,48.174,0.23600000000000002,wt,24
6,315.45,586.97,122.829,764,0.82,167.037,33.36,0.344,wt,29
6,320.017,903.5160000000001,35.838,1023,0.8079999999999999,227.22,37.839,0.249,wt,28
6,382.722,405.55800000000005,95.44,918,0.772,242.333,35.982,0.196,wt,32
6,394.126,722.159,126.634,1162,0.7979999999999999,251.747,39.554,0.23,wt,33
6,574.948,212.08700000000002,177.51,1087,0.78,242.09,39.407,0.233,wt,37
7,794.5060000000001,971.918,142.651,1096,0.7879999999999999,246.475,40.343,0.22699999999999998,wt,8
7,709.875,522.007,31.826999999999998,598,0.7190000000000001,210.53400000000002,28.168000000000003,0.17,wt,1
7,727.615,607.961,25.514,1157,0.785,276.375,38.874,0.19,wt,3
7,731.4830000000001,289.10900000000004,144.058,1209,0.746,337.73,39.811,0.133,wt,2
7,785.803,507.222,13.627,2435,0.765,526.607,59.946000000000005,0.11,wt,5
7,777.422,698.957,20.555999999999997,1347,0.768,312.073,43.168,0.174,wt,6
7,790.674,823.5319999999999,146.31,884,0.809,191.80599999999998,34.657,0.302,wt,22
7,898.086,615.507,68.199,891,0.738,284.86,36.749,0.138,wt,12
7,691.049,766.2410000000001,123.69,1445,0.769,320.215,44.407,0.177,wt,20
7,985.93,881.529,143.97299999999998,858,0.77,232.77700000000002,34.027,0.19899999999999998,wt,17
7,1001.8639999999999,434.541,138.532,1427,0.778,305.487,44.924,0.192,wt,18
7,818.704,604.619,144.162,722,0.622,387.47,32.644,0.06,wt,9
7,677.8910000000001,211.877,154.359,1661,0.813,317.04400000000004,47.747,0.20800000000000002,wt,21
7,972.6360000000001,507.639,154.612,1972,0.7440000000000001,470.909,56.922,0.11199999999999999,wt,16
7,14.487,600.543,145.561,852,0.7929999999999999,213.321,35.905,0.235,wt,0
7,672.684,338.975,75.964,973,0.772,242.919,37.067,0.207,wt,25
7,316.249,586.753,137.203,760,0.812,174.007,32.201,0.315,wt,29
7,320.31,903.904,136.909,997,0.813,200.149,37.516,0.313,wt,28
7,383.069,405.286,59.036,901,0.785,220.53400000000002,35.365,0.233,wt,32
7,74.452,507.775,127.97200000000001,1218,0.828,258.818,45.979,0.228,wt,24
7,394.353,720.988,108.435,1166,0.754,335.04400000000004,40.118,0.131,wt,33
7,577.0319999999999,213.372,159.59,1094,0.7879999999999999,259.889,38.927,0.204,wt,37
8,689.865,764.6510000000001,118.706,1229,0.7709999999999999,279.103,40.351,0.198,wt,20
8,781.041,702.6080000000001,171.703,1172,0.763,287.103,41.066,0.179,wt,6
8,708.5310000000001,519.6419999999999,136.273,514,0.759,157.037,26.293000000000003,0.262,wt,1
8,728.452,607.69,118.39299999999999,966,0.785,238.676,36.615,0.213,wt,3
8,729.745,287.954,140.711,1050,0.8190000000000001,223.019,37.015,0.265,wt,2
8,785.039,508.82800000000003,151.032,2078,0.7809999999999999,417.37,55.74,0.15,wt,5
8,795.508,970.34,96.48299999999999,946,0.805,225.505,37.898,0.23399999999999999,wt,8
8,899.437,614.575,102.2,761,0.792,203.463,32.954,0.231,wt,12
8,973.074,505.981,154.259,1666,0.754,395.47,52.477,0.134,wt,16
8,985.942,880.584,164.055,776,0.8370000000000001,166.108,32.547,0.353,wt,17
8,1004.205,432.515,138.18,1214,0.8109999999999999,242.333,41.72,0.26,wt,18
8,791.7310000000001,822.0010000000001,147.995,798,0.8370000000000001,170.108,33.965,0.34700000000000003,wt,22
8,676.8739999999999,210.835,34.624,1443,0.794,313.73,44.638000000000005,0.184,wt,21
8,577.788,211.521,147.031,954,0.8109999999999999,196.735,37.718,0.31,wt,37
8,670.615,338.598,112.834,911,0.7929999999999999,228.43400000000003,35.687,0.21899999999999997,wt,25
8,15.398,596.932,158.19899999999998,752,0.8270000000000001,158.936,32.451,0.374,wt,0
8,320.92,588.363,125.36200000000001,652,0.7979999999999999,161.52200000000002,31.961,0.314,wt,29
8,322.502,902.327,10.437000000000001,885,0.856,183.421,35.778,0.331,wt,28
8,384.48699999999997,403.98900000000003,106.991,777,0.818,170.25,33.381,0.337,wt,32
8,72.86399999999999,504.899,131.379,1164,0.805,230.43400000000003,52.295,0.275,wt,24
8,395.371,719.306,120.069,1029,0.785,252.333,37.552,0.203,wt,33
9,710.253,522.2909999999999,152.7,531,0.77,158.208,28.131999999999998,0.267,wt,1
9,730.2539999999999,287.585,150.422,1020,0.818,232.19099999999997,36.718,0.23800000000000002,wt,2
9,729.346,608.293,38.853,991,0.792,220.19099999999997,36.899,0.257,wt,3
9,779.576,699.4830000000001,131.532,1165,0.779,287.345,39.738,0.177,wt,6
9,785.8789999999999,507.17,164.42700000000002,1972,0.7759999999999999,410.926,54.352,0.147,wt,5
9,792.3739999999999,823.3739999999999,151.26,779,0.856,174.83599999999998,32.153,0.32,wt,22
9,794.299,967.549,33.311,911,0.7829999999999999,224.19099999999997,35.012,0.228,wt,8
9,896.913,614.406,70.71,869,0.778,226.676,36.256,0.213,wt,12
9,974.485,506.332,152.56,1606,0.77,356.843,50.836999999999996,0.158,wt,16
9,984.545,881.2760000000001,8.531,818,0.81,181.421,33.608000000000004,0.312,wt,17
9,1003.875,432.04699999999997,138.366,1255,0.815,263.404,42.668,0.22699999999999998,wt,18
9,822.475,597.741,58.782,557,0.597,231.706,27.679000000000002,0.13,wt,9
9,691.05,764.687,147.339,1240,0.809,262.475,40.35,0.226,wt,20
9,672.041,340.126,150.101,917,0.77,227.84799999999998,39.745,0.222,wt,25
9,678.023,209.301,151.55700000000002,1451,0.795,289.103,45.395,0.218,wt,21
9,16.166,596.9680000000001,62.745,758,0.8140000000000001,191.907,31.7,0.259,wt,0
9,69.426,499.12199999999996,139.6,1061,0.759,255.16099999999997,56.611000000000004,0.205,wt,24
9,319.983,585.753,124.59200000000001,685,0.8170000000000001,153.037,30.8,0.368,wt,29
9,382.814,402.538,77.32,822,0.8,205.362,35.588,0.245,wt,32
9,320.348,900.95,121.866,884,0.8270000000000001,196.149,36.703,0.289,wt,28
9,578.8290000000001,209.09099999999998,139.686,939,0.777,246.333,36.012,0.19399999999999998,wt,37
9,393.293,718.693,112.306,979,0.809,226.676,35.494,0.239,wt,33
10,794.676,965.717,71.565,921,0.7859999999999999,218.635,35.77,0.242,wt,8
10,732.507,288.066,158.19899999999998,1067,0.7859999999999999,260.375,37.249,0.198,wt,2
10,730.553,605.825,59.744,977,0.83,215.706,36.913000000000004,0.264,wt,3
10,786.2610000000001,507.0,5.194,2113,0.768,457.45300000000003,56.673,0.127,wt,5
10,780.297,697.084,145.981,1180,0.81,247.889,40.304,0.24100000000000002,wt,6
10,792.9910000000001,821.4860000000001,147.995,807,0.8140000000000001,169.66400000000002,32.906,0.35200000000000004,wt,22
10,1002.9760000000001,429.657,126.87,1270,0.815,245.747,43.895,0.264,wt,18
10,900.7189999999999,612.761,120.256,869,0.7609999999999999,251.889,34.635999999999996,0.172,wt,12
10,975.615,503.459,153.004,1667,0.774,372.74199999999996,50.824,0.151,wt,16
10,986.185,878.845,13.671,828,0.8059999999999999,206.53400000000002,33.504,0.244,wt,17
10,691.707,762.9019999999999,139.764,1297,0.758,310.416,41.668,0.16899999999999998,wt,20
10,824.7439999999999,594.012,129.806,648,0.675,263.30400000000003,30.979,0.11699999999999999,wt,9
10,677.326,205.153,143.531,1508,0.7609999999999999,361.227,47.019,0.145,wt,21
10,672.431,336.81300000000005,76.293,952,0.774,258.818,35.672,0.179,wt,25
10,71.357,507.726,55.67,1274,0.8140000000000001,246.919,45.184,0.263,wt,24
10,320.275,584.174,113.62899999999999,690,0.8340000000000001,159.52200000000002,31.715,0.341,wt,29
10,322.63,900.1030000000001,174.144,874,0.81,202.877,34.554,0.267,wt,28
10,384.06300000000005,402.02099999999996,99.462,831,0.804,182.97799999999998,37.086999999999996,0.312,wt,32
10,16.444000000000003,595.64,54.293,762,0.805,189.66400000000002,32.236,0.266,wt,0
10,579.293,210.322,135.939,975,0.7609999999999999,266.718,37.075,0.172,wt,37
10,398.142,717.585,133.15200000000002,1073,0.8079999999999999,235.84799999999998,38.995,0.242,wt,33
11,786.822,504.348,160.463,2088,0.7809999999999999,417.51199999999994,55.169,0.151,wt,5
11,780.763,695.199,164.84599999999998,1196,0.769,290.86,40.648,0.17800000000000002,wt,6
11,729.6560000000001,606.25,47.726000000000006,1040,0.78,257.647,36.618,0.19699999999999998,wt,3
11,733.477,287.36400000000003,143.881,1168,0.8170000000000001,257.30400000000003,39.522,0.222,wt,2
11,795.9110000000001,966.818,84.56,919,0.78,221.94799999999998,36.334,0.23399999999999999,wt,8
11,794.834,817.5989999999999,8.972999999999999,797,0.8420000000000001,156.451,34.367,0.409,wt,22
11,899.189,612.1419999999999,80.75399999999999,960,0.7509999999999999,259.203,38.788000000000004,0.18,wt,12
11,975.29,502.209,143.842,1711,0.767,404.19800000000004,53.602,0.132,wt,16
11,987.192,878.2719999999999,174.28900000000002,860,0.792,207.463,33.945,0.251,wt,17
11,1006.258,431.13699999999994,137.49,1251,0.812,279.546,43.019,0.201,wt,18
11,711.4069999999999,521.191,132.709,547,0.733,168.35,28.938000000000002,0.243,wt,1
11,826.7860000000001,589.5169999999999,14.744000000000002,595,0.637,226.77700000000002,29.778000000000002,0.145,wt,9
11,691.9119999999999,760.8889999999999,119.476,1296,0.747,294.759,41.574,0.187,wt,20
11,17.596,594.469,131.987,784,0.7759999999999999,202.049,33.418,0.24100000000000002,wt,0
11,679.2860000000001,206.07299999999998,146.041,1511,0.762,368.5,47.215,0.14,wt,21
11,674.0139999999999,335.971,170.96099999999998,932,0.7879999999999999,215.019,37.451,0.253,wt,25
11,69.779,500.907,122.10600000000001,1190,0.797,253.889,53.923,0.23199999999999998,wt,24
11,323.038,898.472,163.856,879,0.797,209.463,34.596,0.252,wt,28
11,382.144,401.774,76.908,865,0.8,212.635,39.199,0.24,wt,32
11,397.869,717.743,106.699,1018,0.8009999999999999,230.43400000000003,37.013000000000005,0.24100000000000002,wt,33
11,320.752,586.077,121.82700000000001,662,0.843,145.137,29.854,0.395,wt,29
11,580.309,208.493,155.056,985,0.769,246.333,38.778,0.204,wt,37
12,788.515,504.12199999999996,160.168,2082,0.78,455.21,54.608999999999995,0.126,wt,5
12,780.6080000000001,695.14,112.249,1193,0.754,301.002,40.764,0.165,wt,6
12,730.591,605.894,59.265,1045,0.8170000000000001,240.919,38.135999999999996,0.226,wt,3
12,732.72,286.48400000000004,143.13,1080,0.79,258.718,37.397,0.203,wt,2
12,707.8430000000001,515.669,30.651,516,0.78,172.35,26.903000000000002,0.218,wt,1
12,795.696,965.956,155.225,924,0.779,200.049,35.444,0.29,wt,8
12,794.3639999999999,818.1469999999999,10.713,796,0.816,203.706,33.409,0.24100000000000002,wt,22
12,986.377,877.185,124.875,878,0.777,211.605,33.659,0.24600000000000002,wt,17
12,899.3380000000001,612.0509999999999,116.03,1047,0.743,294.617,38.556,0.152,wt,12
12,977.316,500.272,151.821,1798,0.762,395.855,54.917,0.14400000000000002,wt,16
12,1004.067,428.496,140.477,1308,0.8170000000000001,269.889,44.227,0.226,wt,18
12,695.291,761.404,83.01899999999999,1338,0.79,300.416,42.551,0.18600000000000003,wt,20
12,830.2560000000001,588.379,167.905,713,0.6579999999999999,284.274,32.871,0.111,wt,9
12,680.8710000000001,210.498,155.556,1630,0.7659999999999999,349.42800000000005,51.659,0.168,wt,21
12,18.261,594.122,45.0,767,0.784,196.149,32.62,0.251,wt,0
12,65.485,492.50800000000004,130.236,795,0.735,245.40400000000002,43.708,0.166,wt,24
12,321.786,899.793,82.694,861,0.82,187.078,35.159,0.309,wt,28
12,323.26599999999996,585.706,125.36200000000001,705,0.804,167.765,31.815,0.315,wt,29
12,387.651,399.73400000000004,105.751,847,0.7979999999999999,197.463,36.126999999999995,0.273,wt,32
12,396.67900000000003,715.628,153.435,1023,0.767,253.78900000000002,36.931999999999995,0.2,wt,33
12,674.2230000000001,334.746,5.44,936,0.774,254.919,37.298,0.18100000000000002,wt,25
12,581.428,207.503,137.726,1014,0.805,221.605,38.686,0.259,wt,37
13,794.3589999999999,817.201,166.329,773,0.8109999999999999,183.078,33.131,0.29,wt,22
13,709.475,516.975,48.81399999999999,510,0.799,129.238,26.7,0.384,wt,1
13,729.8610000000001,605.026,125.838,1043,0.797,224.919,37.168,0.259,wt,3
13,732.4989999999999,285.374,144.058,1111,0.768,255.304,39.025,0.214,wt,2
13,787.807,504.84,169.54,2141,0.767,441.06800000000004,56.288000000000004,0.138,wt,5
13,781.65,694.822,168.232,1204,0.7829999999999999,279.103,40.948,0.19399999999999998,wt,6
13,795.862,964.732,67.932,885,0.7759999999999999,210.291,34.851,0.251,wt,8
13,832.015,577.125,174.447,1155,0.594,477.25199999999995,61.911,0.064,wt,9
13,903.1469999999999,610.586,65.13600000000001,1069,0.782,243.16099999999997,38.208,0.22699999999999998,wt,12
13,700.2819999999999,761.321,77.829,1372,0.7979999999999999,286.517,46.56,0.21,wt,20
13,978.118,501.47900000000004,161.862,1674,0.772,367.32800000000003,51.177,0.156,wt,16
13,989.06,874.9689999999999,71.11399999999999,866,0.807,194.877,34.622,0.287,wt,17
13,1005.8939999999999,428.665,123.99600000000001,1242,0.759,330.659,43.43600000000001,0.14300000000000002,wt,18
13,674.686,334.254,145.561,896,0.792,198.735,35.082,0.285,wt,25
13,675.793,205.544,125.538,1418,0.8340000000000001,250.132,47.022,0.285,wt,21
13,66.714,492.639,123.69,941,0.7759999999999999,227.605,45.945,0.228,wt,24
13,321.272,900.2510000000001,108.435,879,0.83,178.83599999999998,35.533,0.345,wt,28
13,324.236,583.656,56.31,673,0.7979999999999999,168.593,31.509,0.298,wt,29
13,388.286,399.61300000000006,91.432,826,0.809,201.80599999999998,35.015,0.255,wt,32
13,398.285,715.337,128.454,1042,0.7959999999999999,225.84799999999998,38.422,0.257,wt,33
13,18.23,592.631,121.50399999999999,766,0.8109999999999999,178.108,31.375999999999998,0.303,wt,0
13,582.244,209.482,129.289,953,0.773,250.333,36.36,0.191,wt,37
14,794.053,814.942,12.529000000000002,799,0.8190000000000001,163.52200000000002,33.373000000000005,0.375,wt,22
14,729.298,602.7330000000001,133.264,1084,0.7959999999999999,231.505,38.692,0.254,wt,3
14,731.7080000000001,284.397,58.391999999999996,1039,0.777,232.09,37.211,0.242,wt,2
14,782.6010000000001,697.61,128.85299999999998,1193,0.804,266.375,39.805,0.21100000000000002,wt,6
14,789.179,503.842,3.6910000000000003,1958,0.797,338.115,53.928000000000004,0.215,wt,5
14,709.1,516.2819999999999,170.838,518,0.784,153.966,26.819000000000003,0.275,wt,1
14,796.301,964.28,129.987,891,0.7959999999999999,227.362,35.195,0.217,wt,8
14,900.069,610.378,73.74,1153,0.76,284.617,40.626999999999995,0.179,wt,12
14,978.388,501.035,165.06900000000002,1721,0.75,403.61199999999997,51.111999999999995,0.133,wt,16
14,986.8760000000001,876.0939999999999,17.526,877,0.813,198.635,34.12,0.27899999999999997,wt,17
14,1004.372,425.934,144.72799999999998,1280,0.807,267.404,44.369,0.225,wt,18
14,694.4960000000001,760.316,103.76100000000001,1301,0.764,312.073,42.4,0.168,wt,20
14,832.582,574.539,4.145,1203,0.598,400.19800000000004,60.681000000000004,0.094,wt,9
14,677.4889999999999,206.655,138.715,1455,0.7929999999999999,313.83099999999996,45.777,0.18600000000000003,wt,21
14,321.422,897.329,129.987,888,0.813,183.078,36.29,0.33299999999999996,wt,28
14,672.679,333.214,15.017999999999999,894,0.79,213.22,36.96,0.247,wt,25
14,20.069000000000003,591.15,96.34,738,0.8140000000000001,171.765,30.959,0.314,wt,0
14,71.969,501.48,37.349000000000004,1274,0.821,260.375,41.486999999999995,0.23600000000000002,wt,24
14,324.345,582.785,128.157,653,0.821,156.108,31.281,0.337,wt,29
14,395.369,716.064,147.724,1028,0.804,240.81799999999998,38.548,0.223,wt,33
14,384.836,398.543,119.745,851,0.821,200.49200000000002,35.882,0.266,wt,32
14,583.511,208.055,164.53900000000002,1002,0.7829999999999999,272.96,39.64,0.16899999999999998,wt,37
15,790.257,502.653,3.752,2045,0.7959999999999999,394.68300000000005,54.493,0.165,wt,5
15,780.1519999999999,691.307,141.52,1231,0.765,289.688,42.511,0.184,wt,6
15,711.393,518.622,20.136,543,0.764,162.208,27.256999999999998,0.259,wt,1
15,730.663,604.02,56.659,1126,0.8079999999999999,228.333,38.416,0.271,wt,3
15,732.299,283.994,73.179,1097,0.79,254.81799999999998,38.696999999999996,0.212,wt,2
