frame,y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle
1,1000.6560000000001,363.911,112.54299999999999,1632,0.7490000000000001,378.843,49.006,0.14300000000000002,1,3
1,939.523,423.135,45.971000000000004,897,0.745,243.99,34.783,0.18899999999999997,1,5
1,748.84,466.746,114.305,2241,0.7559999999999999,467.838,55.998999999999995,0.129,1,8
1,528.244,724.515,43.394,2329,0.743,537.335,60.953,0.10099999999999999,1,11
1,506.76099999999997,639.9119999999999,54.118,1462,0.706,376.642,47.263000000000005,0.13,1,12
1,492.909,352.337,64.29,1719,0.736,452.48199999999997,47.388000000000005,0.106,1,14
1,496.324,855.791,141.746,1944,0.7490000000000001,439.21,54.449,0.127,1,15
2,759.064,473.07,106.96600000000001,2054,0.79,359.57099999999997,54.095,0.2,2,8
2,950.1489999999999,425.845,21.801,867,0.728,251.40400000000002,34.575,0.172,2,5
2,1007.565,370.543,151.39,1268,0.82,223.907,43.602,0.318,2,3
2,533.811,730.965,49.485,2219,0.7440000000000001,490.666,58.66,0.11599999999999999,2,11
2,515.556,645.21,53.13,1419,0.7340000000000001,349.57099999999997,44.601000000000006,0.146,2,12
2,500.47,359.634,91.042,1561,0.7609999999999999,400.29900000000004,45.211000000000006,0.122,2,14
2,505.61800000000005,863.1460000000001,124.695,1819,0.737,470.767,52.328,0.10300000000000001,2,15
3,765.6510000000001,478.708,74.42699999999999,1942,0.7759999999999999,411.51199999999994,52.345,0.14400000000000002,3,8
3,950.575,433.809,162.89700000000002,845,0.74,258.718,33.836999999999996,0.159,3,5
3,540.311,736.715,33.917,2157,0.738,475.595,57.621,0.12,3,11
3,1008.872,375.102,158.806,1157,0.809,248.19099999999997,42.983999999999995,0.23600000000000002,3,3
3,518.491,652.569,56.928999999999995,1282,0.7509999999999999,305.83099999999996,41.461000000000006,0.172,3,12
3,505.844,362.598,103.536,1537,0.738,359.286,46.137,0.15,3,14
3,507.89,868.4860000000001,131.634,1657,0.728,390.541,48.532,0.13699999999999998,3,15
4,772.4110000000001,484.399,84.56,1930,0.779,391.81300000000005,53.303000000000004,0.158,4,8
4,957.9739999999999,438.45,53.746,761,0.767,193.80599999999998,31.781999999999996,0.255,4,5
4,546.524,740.842,36.209,2260,0.741,461.55300000000005,56.318000000000005,0.133,4,11
4,524.235,657.422,61.049,1210,0.725,315.872,42.527,0.152,4,12
4,1012.817,380.825,145.67,849,0.753,244.392,40.663000000000004,0.179,4,3
4,509.539,369.186,154.398,1467,0.752,336.35699999999997,44.545,0.163,4,14
4,515.464,876.808,130.815,1575,0.722,434.725,47.631,0.105,4,15
5,779.956,489.329,101.689,1737,0.7829999999999999,397.713,52.284,0.138,5,8
5,959.826,444.023,51.34,715,0.748,208.392,31.154,0.207,5,5
5,547.831,744.7389999999999,18.712,2068,0.754,456.039,53.481,0.125,5,11
5,1014.693,386.458,157.964,648,0.7609999999999999,211.52200000000002,37.542,0.182,5,3
5,525.953,660.569,75.37899999999999,1129,0.752,270.132,39.596,0.19399999999999998,5,12
5,509.45099999999996,374.745,117.072,1335,0.773,313.58799999999997,43.253,0.171,5,14
5,516.067,879.2819999999999,122.229,1413,0.743,325.529,45.032,0.168,5,15
6,772.576,495.68699999999995,112.694,1771,0.78,352.458,49.428000000000004,0.179,6,8
6,959.428,449.163,178.53099999999998,732,0.736,198.635,31.48,0.233,6,5
6,1012.8660000000001,389.48,155.659,804,0.7959999999999999,206.35,39.239000000000004,0.237,6,3
6,547.188,749.8889999999999,35.628,2251,0.733,552.063,58.708,0.09300000000000001,6,11
6,514.2769999999999,883.557,125.655,1452,0.708,397.12699999999995,45.583,0.11599999999999999,6,15
6,507.841,380.17699999999996,131.987,1359,0.757,331.38699999999994,44.898,0.156,6,14
6,524.086,667.008,43.315,1164,0.7120000000000001,322.558,39.313,0.141,6,12
7,774.691,500.62199999999996,127.405,1903,0.757,494.666,52.347,0.098,7,8
7,961.9760000000001,451.57199999999995,46.042,760,0.768,200.877,32.036,0.237,7,5
7,1014.693,392.795,173.66,664,0.787,175.96599999999998,38.085,0.26899999999999996,7,3
7,549.192,752.475,51.458999999999996,2505,0.7290000000000001,544.164,61.243,0.106,7,11
7,526.938,670.628,4.399,1280,0.705,336.25699999999995,42.053000000000004,0.142,7,12
7,508.548,384.06800000000004,145.09799999999998,1418,0.773,323.73,44.406000000000006,0.17,7,14
7,517.206,886.041,166.43,1553,0.703,408.884,47.247,0.11699999999999999,7,15
8,783.467,503.11699999999996,73.664,1894,0.7509999999999999,456.423,51.191,0.114,8,8
8,549.462,756.715,63.75,2800,0.742,600.489,66.53,0.098,8,11
8,963.5039999999999,455.92800000000005,34.875,776,0.763,222.19099999999997,32.198,0.198,8,5
8,1014.89,395.147,171.347,649,0.715,240.53400000000002,38.11,0.141,8,3
8,526.149,675.071,69.444,1313,0.75,322.073,43.183,0.159,8,12
8,517.2869999999999,886.738,134.326,1531,0.731,443.55300000000005,46.471000000000004,0.098,8,15
8,508.569,385.99699999999996,111.595,1394,0.7609999999999999,339.186,42.727,0.152,8,14
9,548.9019999999999,759.015,55.685,2681,0.7659999999999999,578.891,64.96600000000001,0.10099999999999999,9,11
9,781.4689999999999,502.406,40.914,1881,0.775,393.57099999999997,51.677,0.153,9,8
9,528.359,674.9689999999999,46.548,1383,0.745,364.25699999999995,42.14,0.131,9,12
9,962.678,457.35400000000004,20.555999999999997,882,0.737,216.291,33.709,0.237,9,5
9,1014.38,398.218,167.196,708,0.758,194.451,39.493,0.235,9,3
9,513.245,389.408,97.815,1449,0.762,324.902,44.856,0.172,9,14
9,520.222,893.268,143.842,1656,0.768,382.25699999999995,51.76,0.142,9,15
10,959.998,459.88,36.254,731,0.7490000000000001,221.12,31.639,0.188,10,5
10,777.79,506.82099999999997,104.281,1690,0.774,347.286,47.691,0.17600000000000002,10,8
10,544.996,762.595,56.31,2373,0.71,627.46,60.352,0.076,10,11
10,1013.925,400.952,157.694,702,0.8079999999999999,186.208,37.604,0.254,10,3
10,513.8430000000001,390.585,127.77600000000001,1264,0.775,281.688,43.277,0.2,10,14
10,524.094,676.7339999999999,128.089,1088,0.735,275.931,40.062,0.18,10,12
10,514.428,894.054,146.004,1391,0.757,392.056,43.371,0.114,10,15
11,772.574,508.19800000000004,127.694,1615,0.779,357.186,47.909,0.159,11,8
11,958.6239999999999,463.338,12.875,692,0.77,184.149,30.139,0.256,11,5
