frame,y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle
145,706.21,623.587,30.45,847,0.721,246.43400000000003,35.417,0.175,145,5
146,705.29,625.383,32.503,849,0.711,266.132,33.258,0.151,146,5
146,637.547,532.302,29.186,748,0.7190000000000001,242.09,32.632,0.16,146,1
147,706.1489999999999,625.003,32.138000000000005,898,0.6940000000000001,270.375,35.577,0.154,147,5
147,636.219,531.693,30.719,805,0.703,305.144,33.365,0.109,147,1
148,708.946,626.137,31.901,943,0.654,308.659,37.638000000000005,0.124,148,5
148,636.967,529.906,31.36,830,0.71,283.203,33.699,0.13,148,1
149,707.762,626.63,31.558000000000003,921,0.711,270.274,37.159,0.158,149,5
149,635.771,532.5459999999999,30.88,829,0.7070000000000001,282.96,34.181,0.13,149,1
150,637.033,530.805,30.413,788,0.7070000000000001,235.747,32.989000000000004,0.17800000000000002,150,1
150,706.217,627.7040000000001,30.38,855,0.73,235.747,35.833,0.193,150,5
151,708.4010000000001,627.5459999999999,31.549,855,0.715,245.99,34.505,0.17800000000000002,151,5
151,636.621,527.659,30.914,778,0.723,253.16099999999997,32.043,0.153,151,1
152,706.7810000000001,627.2919999999999,31.834,828,0.7440000000000001,220.877,33.117,0.213,152,5
152,637.703,527.0219999999999,29.844,788,0.747,221.94799999999998,33.619,0.201,152,1
153,636.877,527.552,30.451999999999998,815,0.727,263.546,34.076,0.147,153,1
153,706.908,627.429,31.141,879,0.736,241.605,35.939,0.18899999999999997,153,5
154,705.062,626.72,31.723000000000003,837,0.741,219.94799999999998,33.594,0.217,154,5
154,634.74,528.206,30.756,782,0.7140000000000001,240.43400000000003,32.373000000000005,0.17,154,1
155,705.4689999999999,627.622,31.634,867,0.723,259.889,34.896,0.161,155,5
155,632.8290000000001,523.425,30.668000000000003,787,0.746,202.97799999999998,32.674,0.24,155,1
156,635.4209999999999,524.28,31.048000000000002,781,0.698,287.002,32.028,0.11900000000000001,156,1
156,705.887,626.993,29.956,833,0.713,256.818,35.406,0.159,156,5
157,707.6239999999999,627.934,29.232,776,0.735,235.019,33.799,0.177,157,5
157,634.552,525.413,28.64,726,0.7609999999999999,211.94799999999998,32.275999999999996,0.203,157,1
158,702.4110000000001,626.845,30.316,779,0.695,255.16099999999997,32.717,0.15,158,5
158,633.356,526.884,29.71,743,0.754,233.505,31.842,0.171,158,1
